KETTERING HEALTH NETWORK STANDARD PRICES,
NOTE: AN ASTERISK (*) DESIGNATES THAT THE PRICE IS VARIABLE BASED ON TYPE OF DRUG/SUPPLY AND/OR VARIABLE COST,
PROC_CODE,STANDARD_PRICE
30100003,169
30100043,213
30100044,213
30110014,213
30110044,239
30100198,215
30000311,216
30100501,216
30101223,216
30110154,242
30100748,218
30110207,244
30100210,219
30110200,220
30100069,220
30100149,220
30100443,220
30100294,176
30100105,222
30100106,222
30100021,248
30100505,248
30100558,248
30100561,248
30100562,248
30100565,248
30100582,248
30110090,251
30100033,226
30100257,226
30100493,228
30100068,230
30100128,230
30100160,230
30100211,230
30100246,230
30100305,230
30100319,230
30100327,280
30100132,232
30100135,232
30110210,232
30100123,233
30100262,233
30100292,235
30100496,235
30100575,235
30100039,236
30110080,236
30100057,237
30100303,237
30100701,265
30100162,238
30100476,238
30100484,238
30110160,267
30100280,240
30100041,241
30100116,243
30100134,243
30100151,243
30100164,243
30100126,249
30100144,249
30100145,249
30100146,249
30100147,249
30100148,249
30100261,249
30110192,249
30110149,250
30100616,252
30100682,252
30100290,253
30100578,254
30100022,255
30100031,255
30100256,255
30110197,288
30100299,260
30100201,261
30100441,263
30100166,265
30100195,265
30100270,265
30100508,265
30100238,266
30110137,268
30110182,268
30100163,270
30100523,270
30100540,270
30110166,301
30110199,270
30100165,271
30100568,271
30110183,272
30100026,274
30100002,219
30100058,276
30100152,276
30100212,276
30100107,278
30100172,278
30100427,280
30100580,281
30100288,283
30100320,283
30100583,283
30110003,283
30100182,289
30100253,290
30100090,291
30100213,291
30100119,293
30100130,293
30100006,235
30100008,235
30100028,299
30100067,300
30100091,300
30100124,300
30100052,335
30100254,301
30100560,338
30100255,308
30100450,308
30100518,308
30100564,344
30100377,245
30110201,345
30110036,311
30000126,347
30100066,313
30100515,313
30100541,313
30110017,316
30100072,319
30100574,324
30110024,324
30100417,362
30100556,362
30100557,362
30110093,362
30100512,325
30100723,367
30100287,330
30100479,331
30100177,333
30100429,333
30000320,336
30100024,337
30100019,342
30100005,272
30100082,343
30110042,347
30100732,389
30100416,352
30100436,358
30100726,401
30100183,365
30100138,366
30100038,369
30100738,414
30100230,374
30100265,375
30100458,378
30110162,378
30100004,302
30100739,426
30100286,383
30100137,389
30100735,444
30100725,445
30110164,400
30100304,402
30110046,393
30110147,405
30110092,452
30100485,406
30100437,411
30100169,412
30100179,418
30100271,419
30100295,419
30110124,470
30110181,482
30110027,437
30110204,488
30110165,438
30100705,440
30100706,440
30110041,434
30100330,441
30110098,445
30100498,451
30100048,458
30100180,458
30100269,458
30100445,459
30100553,530
30110096,478
30100235,484
30100555,543
30100098,488
30100141,488
30110049,549
30100273,492
30110123,550
30100405,551
30100279,504
30100527,510
30100463,513
30110052,574
30100313,518
30100118,519
30100266,519
30100461,525
30100054,526
30100500,527
30100543,527
30110148,540
30110167,540
30110168,540
30100247,558
30110074,561
30100102,563
30100569,583
30110094,651
30110016,588
30100528,594
30110185,594
30110072,599
30110188,599
30100081,620
30100312,632
30100121,638
30110163,638
30110186,648
30110045,663
30100495,664
30110145,664
30110028,536
30100278,677
30100323,677
30100516,696
30100007,553
30100447,701
30110153,701
30100409,783
30100719,788
30100133,721
30100229,739
30110084,778
30100475,791
30110136,810
30110152,810
30100186,833
30100181,840
30100316,840
30110047,878
30100551,"1,025.00"
30100563,"1,025.00"
30100554,"1,264.00"
30100566,"1,433.00"
30100428,"1,498.00"
30100464,"1,619.00"
30100567,"1,619.00"
30100208,"1,766.00"
30100552,"2,022.00"
30110075,"2,316.00"
30200435,22
30200406,26
30200438,26
30200388,30
30200389,30
30200409,31
30200336,32
30200403,32
30200341,35
30200364,35
30200348,38
30200332,39
30200420,40
30200456,40
30200327,41
30200333,42
30200058,44
30200311,48
30200000,50
30200325,50
30200387,50
30200437,50
30200200,54
30200326,57
30200355,60
30200382,60
30200384,60
30200376,61
30200424,61
30200302,62
30200324,66
30200393,69
30200350,77
30200399,77
30200063,79
30200064,79
30200065,79
30200377,79
30200396,79
30200098,82
30200432,83
30200433,83
30200337,84
30200390,86
30200397,87
30200370,89
30200454,91
30200339,93
30200447,95
30200060,96
30200392,97
30200455,97
30200419,99
30200329,100
30200449,103
30200444,104
30200093,105
30200385,105
30200308,106
30200328,122
30200075,107
30200323,107
30200017,109
30200042,109
30200347,109
30200073,112
30200330,113
30200362,113
30200067,116
30200103,116
30200345,116
30200022,117
30200068,119
30200113,119
30200074,122
30200102,123
30200398,123
30200144,127
30200331,127
30200026,126
30200400,126
30200091,129
30200367,129
30200380,129
30200379,130
30200371,131
30200439,131
30200451,131
30200452,131
30200047,134
30200095,134
30200080,135
30200410,135
30200372,137
30200374,137
30200140,138
30200077,143
30200375,143
30200386,143
30200039,146
30200081,146
30200059,147
30200412,147
30200097,154
30200366,154
30200099,158
30200334,158
30200343,159
30200121,161
30200316,162
30200369,166
30200038,169
30200032,170
30200118,170
30200101,171
30200368,173
30200106,175
30200114,178
30200126,178
30200351,179
30200365,179
30200418,179
30000333,185
30200340,189
30200342,189
30200092,191
30200109,191
30200354,192
30200436,192
30200023,197
30200079,197
30200006,203
30200048,203
30200107,203
30200040,204
30200116,204
30200448,210
30200125,212
30200115,213
30100759,248
30200315,248
30000322,218
30200422,220
30200423,220
30200457,220
30200049,223
30200054,223
30200307,223
30200012,224
30200029,224
30200083,224
30200035,228
30200036,228
30200062,230
30200319,265
30200078,234
30200338,236
30200033,238
30200008,242
30200090,242
30200011,246
30200037,247
30200050,250
30200104,250
30200130,250
30200105,251
30200445,252
30200108,253
30200019,255
30200031,255
30200361,257
30200120,263
30200129,273
30200131,273
30200378,274
30200056,278
30200016,288
30200100,289
30200055,292
30200020,302
30200018,306
30200133,306
30200321,312
30200094,313
30200070,314
30200009,315
30200010,315
30200401,315
30200402,315
30200024,316
30200143,363
30200007,320
30200405,325
30200021,329
30200320,339
30200453,331
30200051,338
30200066,338
30200349,378
30200394,385
30200381,393
30200046,394
30200096,394
30200434,398
30200359,409
30000310,414
30200446,419
30200045,421
30200440,427
30200001,433
30200003,451
30200428,451
30000315,453
30200360,455
30200450,472
30200069,496
30200443,498
30200322,519
30200014,526
30200124,529
30200356,530
30200052,543
30200395,545
30200363,577
30200082,598
30100547,632
30200005,665
30000328,681
30200358,713
30200373,718
30200441,781
30200391,786
30200353,854
30200352,943
30200383,967
30200442,983
30200413,"1,089.00"
30200414,"1,566.00"
30200415,"1,566.00"
30200416,"1,566.00"
30200417,"1,566.00"
30200357,"1,572.00"
30200407,"1,886.00"
30200408,"3,667.00"
30500349,28
30000304,28
30500337,36
30500341,36
30500350,36
30500305,41
30500340,41
30500073,47
30500049,37
30200335,44
30500352,55
30500327,60
30500003,44
30500004,44
30500005,44
30500006,44
30500011,44
30500313,67
30500001,48
30500044,52
30500314,53
30500002,56
30500348,61
30500308,86
30500311,90
30500351,91
30500307,93
30500008,71
30500309,101
30500303,109
30500078,96
30500024,83
30500343,86
30500335,109
30500012,97
30500045,97
30500037,140
30500010,103
30500325,103
30500353,106
30500316,148
30500354,114
30500310,114
30500048,117
30500036,119
30500043,120
30000321,125
30500007,125
30500047,128
30500041,129
30500042,129
30500029,133
30500302,192
30500031,137
30500334,140
30500321,149
30500052,144
30600473,149
30500326,156
30500329,159
30500000,165
30500035,166
30110101,175
30500053,191
30500051,194
30500040,201
30500071,220
30500034,221
30500328,223
30500347,223
30500015,229
30500030,231
30500046,235
30500032,241
30500023,246
30500013,250
30500016,255
30500344,360
30500331,257
30500345,257
30600474,257
30500330,283
30500338,289
30500027,308
30500021,312
30500026,312
30500014,319
30500028,319
30500019,321
30500020,321
30500070,324
30500317,342
30500025,358
30500333,360
30500323,386
30500312,426
30500318,428
30500319,428
30500322,428
30500018,438
30500315,489
30500336,514
30500324,547
30500332,685
30500320,856
30600091,21
30600448,26
30600466,26
30600418,30
30600430,32
30600032,33
30610014,47
30600097,48
30600412,58
30600024,61
30600065,61
30600475,62
30600470,67
30600422,68
30610009,71
30610010,71
30610011,71
30600115,72
30600413,72
30610036,72
30600420,74
30600443,79
30600419,85
30610021,87
30600446,89
30600450,89
30600042,99
30600402,105
30600075,106
30600415,106
30600416,106
30600417,106
30600424,106
30610033,118
30600030,119
30600012,128
30600013,128
30600041,129
30600043,133
30600105,134
30600076,136
30600018,138
30600027,142
30600028,142
30600440,143
30600442,143
30610004,143
30600031,151
30610023,151
30610017,163
30000117,171
30600070,171
30600010,173
30600459,173
30610018,173
30600040,174
30600047,176
30610035,178
30610037,178
30600472,184
30600445,187
30600431,192
30600432,192
30600002,194
30600000,195
30600429,198
30600113,200
30600421,200
30600061,206
30600081,206
30600009,209
30600025,216
30600044,216
30610032,223
30600021,230
30600029,230
30600003,238
30600005,238
30600109,238
30600447,242
30600050,245
30600059,245
30600045,249
30600007,251
30600451,251
30600406,253
30600019,254
30600039,254
30610013,254
30600433,255
30600411,259
30600438,270
30600020,278
30600405,287
30610031,295
30600001,298
30600049,300
30600465,300
30600484,303
30600026,306
30600048,310
30610015,320
30600052,323
30600077,323
30610016,330
30600100,339
30600054,345
30610020,351
30610029,351
30600444,355
30000312,358
30600460,364
30600035,371
30600434,379
30600435,379
30600062,389
30610024,392
30600053,393
30600436,400
30600051,413
30600437,421
30600038,430
30600462,432
30600461,440
30600022,442
30610002,462
30610030,470
30600046,481
30600482,486
30600469,510
30610006,540
30610008,540
30610027,541
30200404,559
30610012,561
30600457,582
30610028,592
30600452,596
30610005,618
30610007,618
30600057,646
30600478,648
30600476,661
30610025,675
30600449,775
30600456,863
30610019,863
30600458,889
30610026,889
30600058,923
30600464,982
30600068,"1,011.00"
30000319,"1,079.00"
30600486,"1,101.00"
30600453,"1,110.00"
30600455,"1,146.00"
30000318,"1,214.00"
30600441,"1,360.00"
30600454,"1,405.00"
30600111,"1,471.00"
30600056,"1,495.00"
30600490,"1,514.00"
30600409,"1,836.00"
30600467,"1,956.00"
30600468,"1,956.00"
30610034,"2,120.00"
30600480,"2,698.00"
30610022,"4,645.00"
30700009,21
30700006,22
30700001,39
30700005,52
30700002,72
30700008,193
30900003,35
30900001,300
31000018,29
31000017,44
31000254,60
31000103,84
31000026,85
31000334,86
31000224,117
31000016,120
31000326,121
31000214,130
31000215,130
31000249,131
31000050,132
31000225,133
31000220,155
31000267,160
31000268,160
31000210,161
31000222,169
31000275,169
31000276,169
31000277,169
31000278,169
31000281,171
31000282,171
31000283,171
31000284,171
31000221,175
31000273,177
31000274,177
31000211,183
31000223,192
31000019,170
31000072,196
31000003,198
31000040,200
31000064,200
31000085,200
31000231,212
31000271,212
31000272,212
31000319,216
31000216,223
31000217,223
31000285,223
31000286,223
31000230,225
31000008,227
31000002,228
31000062,239
31000212,244
31000213,244
31000279,246
31000280,246
31000102,248
31000229,256
31000015,259
31000087,259
31000068,265
31000269,266
31000270,266
31000088,267
31000061,270
31000320,279
31000012,289
31000265,296
31000266,296
31000237,314
31000226,335
31000086,336
31000011,344
31000098,344
31000236,344
31000020,357
31000006,324
31000004,370
31000057,371
31000333,380
31000080,344
31000295,398
31000228,422
31000325,375
31000330,375
31000335,468
31000070,481
31000093,485
31000094,485
31000219,488
31000247,513
31000323,525
31000324,525
31000096,545
31000097,545
31000304,546
31000054,547
31000005,553
31000218,553
31000009,567
31000245,572
31000307,575
31000301,588
31000302,588
31000292,590
31000203,591
31000055,607
31000001,622
31000007,622
31000058,644
31000060,666
31000059,668
31000056,676
31000065,681
31000067,696
31000052,698
31000310,719
31000311,719
31000312,719
31000313,719
31000314,719
31000315,719
31000316,719
31000327,719
31000328,719
31000329,719
31000089,720
31000309,748
31000258,777
31000051,792
31000069,792
31000262,799
31000332,706
31000296,829
31000071,833
31000238,844
31000239,844
31000206,864
31000090,873
31000053,886
31000063,886
31000091,905
31000318,905
31000205,950
31000242,964
31000291,875
31000241,"1,025.00"
31000322,"1,049.00"
31000303,"1,121.00"
31000317,"1,167.00"
31000025,"1,202.00"
31000099,"1,251.00"
31000066,"1,300.00"
31000321,"1,337.00"
31000305,"1,392.00"
31000209,"1,397.00"
31000234,"1,446.00"
31000235,"1,446.00"
31000248,"1,446.00"
31000208,"1,458.00"
31000294,"1,458.00"
31000293,"1,461.00"
31000232,"1,556.00"
31000331,"1,682.00"
31000290,"1,723.00"
31000260,"1,808.00"
31000207,"1,906.00"
31000308,"2,099.00"
31000204,"1,909.00"
31000298,"2,209.00"
31000299,"2,209.00"
31000264,"2,266.00"
31000227,"2,270.00"
31000246,"2,729.00"
31000240,"2,826.00"
31000306,"2,875.00"
31000288,"3,163.00"
31000100,"3,450.00"
31000101,"3,450.00"
31000263,"3,274.00"
31000287,"3,916.00"
31000289,"4,099.00"
31000261,"4,518.00"
31000092,"5,811.00"
31000300,"6,024.00"
31000297,"8,658.00"
31100023,38
31100024,43
31100026,51
31100027,76
31100028,76
31100025,114
31100017,139
31100036,145
31100041,216
31100003,227
31100009,236
31100005,247
31100008,248
31100034,256
31100007,269
31100042,276
31100016,278
31100029,278
31100032,278
31100001,311
31100021,317
31100022,317
31100004,344
31100000,371
31100006,438
31100002,467
31100035,482
31100037,603
31100014,616
31100013,674
31100038,723
31100012,780
31100010,981
31100011,"1,134.00"
31100039,"1,205.00"
31100040,"1,205.00"
31200022,136
31200021,155
31200036,186
31200020,210
31200035,223
31200007,227
31200008,227
31200009,227
31200010,227
31200013,227
31200002,228
31200006,228
31200000,247
31200001,247
31200012,247
31200018,253
31200024,253
31200030,289
31200004,266
31200032,322
31200015,327
31200016,327
31200019,342
31200029,348
31200003,324
31200037,371
31200026,408
31200028,509
31200031,545
31200014,567
31200005,557
31200023,622
31200027,622
31200011,636
31200025,"1,760.00"
32000325,246
32000406,262
32000027,322
32000372,323
32000105,325
32000106,325
32000113,325
32000114,325
32000121,325
32000122,325
32000142,325
32000144,325
32000145,325
32000146,325
32000147,325
32000169,325
32000170,325
32000176,325
32000177,325
32000178,325
32000179,325
32000187,325
32000188,325
32000329,330
32000189,348
32000412,372
32000420,372
32000303,374
32000064,380
32000324,386
32000318,388
32000024,412
32000093,415
32000094,415
32000081,416
32000082,416
32000405,418
32000098,438
32000100,438
32000110,438
32000112,438
32000117,438
32000119,438
32000180,438
32000182,438
32000184,438
32000185,438
32000087,441
32000089,441
32000090,441
32000091,441
32000013,454
32000102,463
32000103,463
32000003,473
32000007,481
32000074,481
32000076,481
32000148,481
32000149,481
32000305,487
32000002,496
32000086,497
32000408,519
32000171,525
32000173,525
32000311,537
32000370,537
32000062,538
32000044,543
32000045,543
32000095,554
32000097,554
32000166,554
32000167,554
32000231,559
32000050,566
32000083,566
32000085,566
32000225,566
32000018,577
32000010,597
32000160,602
32000161,602
32000162,602
32000163,602
32000164,602
32000038,609
32000041,609
32000042,609
32000043,609
32000295,609
32000296,609
32000297,609
32000158,624
32000060,632
32000061,632
32000053,649
32000016,654
32000078,654
32000079,654
32000234,672
32000298,609
32000299,678
32000415,691
32000034,694
32000063,694
32000151,694
32000152,694
32000153,694
32000154,694
32000155,694
32000156,694
32000157,694
32000413,694
32000421,694
32000427,694
32000035,697
32000428,697
32000008,699
32000051,699
32000360,717
32000310,727
32000409,729
32000192,731
32000419,734
32000424,734
32000039,743
32000020,747
32000004,749
32000014,749
32000065,757
32000414,760
32000416,760
32000422,760
32000314,766
32000315,766
32000308,769
32000309,769
32000048,785
32000066,795
32000017,799
32000320,819
32000052,827
32000191,834
32000321,846
32000417,865
32000036,874
32000037,874
32000012,890
32000055,890
32000056,890
32000058,890
32000046,904
32000059,913
32000196,921
32000292,929
32000218,952
32000228,970
32000371,"1,090.00"
32000254,983
32000253,"1,032.00"
32100007,"1,032.00"
32100008,"1,032.00"
32100009,"1,032.00"
32000224,"1,048.00"
32000301,"1,079.00"
32000302,"1,079.00"
32000304,"1,092.00"
32000202,"1,107.00"
32000327,"1,132.00"
32000276,"1,146.00"
32000208,"1,161.00"
32000028,"1,172.00"
32000022,"1,181.00"
32000198,"1,265.00"
32000316,"1,285.00"
32000317,"1,285.00"
32000213,"1,295.00"
32000221,"1,327.00"
32000322,"1,334.00"
32000205,"1,363.00"
32000243,"1,370.00"
32000229,"1,375.00"
32000211,"1,419.00"
32000230,"1,419.00"
32000323,"1,467.00"
32000306,"1,509.00"
32000068,"1,529.00"
32000222,"1,540.00"
32000069,"1,595.00"
32000240,"1,696.00"
32000067,"1,827.00"
32000223,"1,879.00"
32000242,"1,896.00"
32000215,"1,951.00"
32000232,"2,011.00"
32000001,"2,086.00"
32000212,"2,108.00"
32000204,"2,150.00"
32000340,"2,267.00"
32000235,"2,296.00"
32000070,"2,390.00"
32000207,"2,406.00"
32000226,"2,532.00"
32000246,"2,849.00"
32000244,"3,059.00"
32000071,"3,155.00"
32000073,"3,155.00"
32000255,"3,374.00"
32000261,"3,625.00"
32000262,"3,625.00"
32000264,"3,625.00"
32000268,"3,625.00"
32000269,"3,625.00"
32000293,"3,978.00"
32000288,"4,129.00"
32000258,"4,194.00"
32000256,"4,258.00"
32000270,"4,265.00"
32000271,"4,265.00"
32000257,"4,831.00"
32000272,"9,865.00"
32100023,824
32100010,983
32100015,"1,006.00"
32100006,"3,371.00"
32100011,"3,678.00"
32100001,"4,241.00"
32100000,"4,241.00"
32100002,"4,241.00"
32100012,"4,641.00"
32100005,"4,741.00"
32100013,"10,556.00"
32200007,634
32200008,634
32200004,773
32200005,773
32200009,773
32200010,773
32200011,773
32200000,"1,149.00"
32200001,"1,208.00"
32200002,"1,208.00"
32200016,"1,266.00"
32200017,"1,266.00"
32200018,"1,266.00"
32200014,"1,271.00"
32200015,"1,271.00"
32300027,983
32300026,"1,032.00"
32300028,"1,250.00"
32300024,"3,423.00"
32300022,"3,902.00"
32300023,"3,952.00"
32300018,"4,179.00"
32300002,"4,388.00"
32300020,"4,473.00"
32300000,"4,658.00"
32300001,"4,727.00"
32300013,"4,813.00"
32300021,"4,741.00"
32300014,"4,813.00"
32300015,"4,813.00"
32300017,"5,619.00"
32300012,"9,029.00"
32400010,459
32400000,557
32400002,557
32400008,628
33100004,207
33100000,336
33100001,336
33100002,354
33300087,330
33300038,333
33300053,547
33300017,553
33300018,836
33300112,836
33300019,969
33300096,"1,093.00"
33300023,"1,180.00"
33300097,"1,238.00"
33300007,"1,242.00"
33300008,"1,242.00"
33300109,"1,242.00"
33300095,"1,339.00"
33300022,"1,351.00"
33300003,"1,817.00"
33300020,"2,046.00"
33300021,"2,046.00"
33300060,"2,046.00"
33300098,"2,193.00"
33300110,"2,273.00"
33300041,"2,308.00"
33300013,"2,994.00"
33300090,"3,173.00"
33300042,"3,421.00"
33300009,"3,476.00"
33300093,"3,609.00"
33300094,"3,609.00"
33300024,"4,334.00"
33300004,"4,374.00"
33300088,"4,464.00"
33300005,"4,609.00"
33300043,"4,849.00"
33300070,"5,413.00"
33300091,"5,655.00"
33300040,"6,407.00"
33300101,"7,328.00"
33300103,"7,328.00"
33300111,"7,977.00"
33300105,"8,281.00"
33300102,"9,237.00"
33300104,"9,237.00"
33300089,"10,373.00"
33300006,"12,413.00"
33300082,"14,342.00"
33300092,"15,586.00"
33300099,"15,586.00"
33300046,"18,722.00"
33300081,"19,515.00"
33300025,"85,413.00"
33500008,183
33500001,341
33500003,341
33500000,370
33500004,426
33500005,502
33500002,737
33500006,737
33500015,801
33500007,889
33500013,"1,566.00"
33500012,"1,701.00"
33500009,"2,983.00"
34000000,"1,027.00"
34000001,"1,204.00"
34000002,"1,204.00"
34100029,550
34100020,614
34100011,636
34100110,657
34100030,661
34100066,664
34100028,695
34100062,703
34100111,783
34100012,834
34100032,874
34100024,879
34100047,"1,065.00"
34100102,"1,067.00"
34100104,"1,067.00"
34100033,"1,164.00"
34100025,"1,206.00"
34100112,"1,216.00"
34100014,"1,227.00"
34100013,"1,270.00"
34100072,"1,306.00"
34100021,"1,337.00"
34100067,"1,347.00"
34100034,"1,360.00"
34100008,"1,366.00"
34100018,"1,383.00"
34100044,"1,383.00"
34100027,"1,431.00"
34100035,"1,481.00"
34100045,"1,504.00"
34100017,"1,528.00"
34100031,"1,531.00"
34100115,"1,533.00"
34100054,"1,539.00"
34100055,"1,539.00"
34100100,"1,543.00"
34100101,"1,543.00"
34100064,"1,562.00"
34100048,"1,584.00"
34100103,"1,665.00"
34100105,"1,665.00"
34100113,"1,677.00"
34100036,"1,732.00"
34100049,"1,766.00"
34100071,"1,815.00"
34100065,"1,885.00"
34100073,"1,900.00"
34100068,"1,934.00"
34100026,"1,992.00"
34100060,"2,023.00"
34100116,"2,034.00"
34100006,"2,096.00"
34100007,"2,096.00"
34100063,"2,124.00"
34100095,"2,159.00"
34100096,"2,159.00"
34100069,"2,180.00"
34100070,"2,180.00"
34100019,"2,295.00"
34100005,"2,303.00"
34100016,"2,440.00"
34100039,"2,443.00"
34100093,"2,468.00"
34100094,"2,468.00"
34100050,"2,500.00"
34100074,"2,521.00"
34100075,"2,521.00"
34100076,"2,521.00"
34100077,"2,585.00"
34100078,"2,585.00"
34100079,"2,585.00"
34100080,"2,585.00"
34100081,"2,585.00"
34100082,"2,585.00"
34100091,"2,585.00"
34100092,"2,585.00"
34100038,"2,680.00"
34100114,"2,877.00"
34100037,"2,931.00"
34100053,"2,676.00"
34100097,"3,134.00"
34100098,"3,134.00"
34100099,"3,134.00"
34100009,"3,609.00"
34100010,"3,609.00"
34100083,"3,623.00"
34100084,"3,623.00"
34100085,"3,623.00"
34100086,"3,623.00"
34100087,"3,623.00"
34100088,"3,623.00"
34100089,"3,623.00"
34100015,"3,734.00"
34100061,"4,622.00"
34100042,"5,360.00"
34100040,"5,638.00"
34100043,"5,638.00"
34100090,"6,115.00"
34100041,"6,811.00"
34200060,416
34200061,"1,194.00"
34200004,"1,624.00"
34200005,"1,624.00"
34200006,"1,624.00"
34200007,"1,624.00"
34200008,"1,624.00"
34200070,"1,624.00"
34200012,"1,720.00"
34200000,"1,921.00"
34200001,"1,921.00"
34200002,"1,921.00"
34200003,"1,921.00"
34200009,"2,303.00"
34200010,"2,303.00"
34200011,"3,005.00"
34200031,10.25
34200029,18
34200032,19
34200030,19.4
34200018,27.72
34200022,42.25
34200035,52
34200056,52
34200016,56
34200034,56
34200019,58
34200025,72
34200049,76
34200017,82
34200024,87
34200033,96
34200037,96
34200051,118
34200028,123
34200052,168.58
34200053,176
34200044,263.5
34200038,285
34200046,300
34200013,359
34200054,381
34200048,500
34200045,597
34200036,640
34200027,738
34200014,982.25
34200047,"1,336.00"
34200026,"1,364.00"
34200055,"1,791.25"
34200050,"1,922.00"
34200041,"2,173.00"
34200043,"2,600.00"
34200057,"2,653.05"
34200042,"2,928.00"
34200020,"4,235.00"
34309000,"4,356.00"
34300050,"4,500.00"
34200021,"4,548.00"
34200058,"4,591.00"
34200039,"4,846.75"
34200015,"5,252.00"
34309001,"5,786.00"
34300061,"5,910.00"
34400001,109.14
34400000,148
34400004,171.11
34400005,301.34
34400006,"8,358.00"
34400007,"12,646.00"
34400002,"80,126.00"
35000007,959
35000015,"1,275.00"
35000016,"1,275.00"
35000022,"1,339.00"
35000018,"1,405.00"
35000017,"1,416.00"
35000025,"1,471.00"
35000000,"1,731.00"
35000008,"2,311.00"
35000021,"2,744.00"
35000019,"2,755.00"
35000010,"2,852.00"
35000011,"2,852.00"
35000012,"2,852.00"
35000020,"2,898.00"
35000005,"2,929.00"
35000013,"3,169.00"
35000006,"3,369.00"
35000014,"3,978.00"
35100015,"1,705.00"
35100000,"1,731.00"
35100001,"1,731.00"
35100016,"1,874.00"
35100017,"1,960.00"
35100010,"1,970.00"
35100002,"1,983.00"
35100003,"1,983.00"
35100012,"2,292.00"
35100014,"2,314.00"
35100006,"2,321.00"
35100004,"2,398.00"
35100005,"2,398.00"
35100007,"2,553.00"
35100008,"2,672.00"
35110001,"2,975.00"
35100019,"3,545.00"
35100018,"4,338.00"
35200063,101
35200000,"1,924.00"
35200064,"1,924.00"
35200004,"2,149.00"
35200007,"2,317.00"
35200005,"2,365.00"
35200006,"2,473.00"
35200008,"2,548.00"
35200014,"2,566.00"
35200017,"2,566.00"
35200019,"2,566.00"
35200027,"2,566.00"
35200028,"2,566.00"
35200001,"2,571.00"
35200030,"2,577.00"
35200032,"2,577.00"
35200009,"2,662.00"
35200033,"2,751.00"
35200035,"2,751.00"
35200020,"2,820.00"
35200022,"2,820.00"
35200038,"2,852.00"
35200040,"2,929.00"
35200023,"2,949.00"
35200025,"2,949.00"
35200041,"3,090.00"
35200010,"3,168.00"
35200002,"3,213.00"
35200015,"3,379.00"
35200044,"3,479.00"
35200011,"3,486.00"
35200012,"3,643.00"
35200016,"3,822.00"
35200003,"3,844.00"
35200013,"3,844.00"
35200026,"3,844.00"
35200036,"3,844.00"
35200042,"3,844.00"
35200043,"4,269.00"
35200060,"6,101.00"
35200061,"7,184.00"
35200062,"8,511.00"
36000054,335
36000014,"1,619.00"
36000006,"2,046.00"
36000007,"2,548.00"
36000008,"2,850.00"
36000009,"3,617.00"
36000000,"4,120.00"
36000010,"4,225.00"
36000011,"4,613.00"
36000023,"4,878.00"
36000001,"5,085.00"
36000025,"5,747.00"
36000013,"7,991.00"
36000002,"8,622.00"
36000028,"8,409.00"
36000003,"10,795.00"
36000036,"11,224.00"
36000004,"12,654.00"
36000037,"15,465.00"
36000005,"15,732.00"
36000038,"25,359.00"
36000084,"89,391.00"
36100486,177
36100227,237
36100412,345
36100275,368
36100276,368
36100950,380
36100357,373
36110067,372
36100267,381
36100410,455
36100537,423
36101001,488
36101005,488
36110115,446
36100411,532
36100228,474
36110044,476
36110046,476
36110048,476
36100355,533
36100424,499
36100493,546
36100015,582
36100016,582
36100428,570
36100429,570
36100277,599
36100000,639
36100001,639
36100007,644
36100006,653
36110118,653
36100427,637
36100397,709
36100430,699
36100418,667
36100041,764
36100026,767
36100326,694
36100025,776
36100377,715
36100376,806
36100319,826
36100645,744
36100039,858
36100354,779
36100206,790
36100269,804
36100485,932
36100068,847
36100069,847
36100279,853
36100278,951
36100153,877
36100074,902
36100075,902
36100367,"1,015.00"
36100571,"1,019.00"
36110128,"1,051.00"
36100042,"1,059.00"
36100043,"1,059.00"
36100044,"1,059.00"
36100045,"1,059.00"
36100364,951
36110088,960
36100040,"1,087.00"
36100252,986
36100077,996
36100078,996
36101032,"1,035.00"
36100213,"1,121.00"
36100222,"1,121.00"
36100393,"1,154.00"
36100065,"1,045.00"
36100066,"1,045.00"
36110114,"1,175.00"
36110110,"1,177.00"
36100214,"1,183.00"
36100226,"1,183.00"
36100530,"1,188.00"
36100435,"1,143.00"
36100436,"1,074.00"
36100038,"1,199.00"
36110060,"1,199.00"
36100046,"1,214.00"
36100070,"1,097.00"
36100071,"1,112.00"
36100072,"1,112.00"
36100268,"1,277.00"
36101000,"1,329.00"
36100408,"1,357.00"
36100047,"1,358.00"
36100417,"1,403.00"
36100152,"1,221.00"
36100328,"1,362.00"
36100500,"1,362.00"
36100501,"1,362.00"
36100502,"1,362.00"
36100378,"1,377.00"
36100024,"1,384.00"
36100404,"1,250.00"
36100403,"1,393.00"
36100407,"1,393.00"
36100406,"1,412.00"
36100201,"1,277.00"
36100422,"1,392.00"
36100490,"1,392.00"
36100401,"1,453.00"
36100400,"1,477.00"
36100379,"1,326.00"
36100310,"1,338.00"
36100081,"1,348.00"
36100003,"1,503.00"
36100004,"1,503.00"
36100005,"1,503.00"
36100032,"1,503.00"
36100033,"1,503.00"
36100256,"1,503.00"
36100283,"1,503.00"
36100304,"1,503.00"
36100082,"1,351.00"
36100370,"1,521.00"
36100439,"1,469.00"
36100061,"1,399.00"
36100318,"1,416.00"
36100062,"1,420.00"
36100063,"1,420.00"
36100270,"1,428.00"
36100161,"1,433.00"
36100570,"1,537.00"
36100311,"1,482.00"
36100531,"1,700.00"
