KETTERING HEALTH NETWORK STANDARD PRICES,
NOTE: AN ASTERISK (*) DESIGNATES THAT THE PRICE IS VARIABLE BASED ON TYPE OF DRUG/SUPPLY AND/OR VARIABLE COST,
PROC_CODE,STANDARD_PRICE
27201924,715
27201926,715
27201927,715
27201928,715
27201929,715
27202138,715
27202139,715
27202140,715
27202141,715
27202142,715
27202190,715
27202191,715
27202192,715
27202193,715
27202420,715
27206448,715
27206503,715
27209649,715
27270271,715
27270273,715
27270494,715
27270496,715
27270498,715
27270500,715
27270502,715
27270506,715
27270508,715
27270512,715
27270518,715
27270520,715
27270522,715
27270524,715
27270526,715
27270532,715
27270536,715
27270538,715
27270542,715
27270544,715
27270546,715
27270548,715
27271349,715
27270922,717
27204796,720
27204797,720
27203984,720.3
27205272,721
27204069,725
27206384,726
27272152,728
27206013,734
27206014,734
27206015,734
27202216,737
27202218,737
27202220,737
27202222,737
27202226,737
27202230,737
27202232,737
27203678,741
27206056,741
27206073,741
27208571,741
27253211,741
27203985,741.3
27204619,743
27204798,750
27250995,750
27254264,751
27271731,759
27271732,759
27271733,759
27206628,760
27271991,762
27203674,766
27201501,767
27203314,767
27203316,767
27208754,767
27210767,767
27210768,767
27210770,767
27210771,767
27210772,767
27210773,767
27210774,767
27250505,767
27253150,767
27254957,767
27270770,767
27270975,767
27270976,767
27270977,767
27270978,767
27270979,767
27270980,767
27270981,767
27270982,767
27270983,767
27270984,767
27270985,767
27270986,767
27270987,767
27270988,767
27270989,767
27270990,767
27270991,767
27270992,767
27270993,767
27270994,767
27271360,767
27210537,768
27203285,772
27204644,773
27204599,776
27251528,778
27201917,780
27206859,780
27206860,780
27254949,780
27271154,780
27272379,780
27272380,780
27272381,780
27272382,780
27272383,780
27206211,788
27206212,788
27206213,788
27210197,790
27210198,790
27226043,790
27204635,791
27272439,791
27270458,795
27253139,796
27203404,797
27206386,797
27208412,799
27251948,799
27270964,799
27226165,800
27271992,801
27204172,803
27204597,803
27226024,803
27204191,804
27203317,806
27203318,806
27203319,806
27203320,806
27203321,806
27206771,806
27250854,806
27254756,806
27271058,806
27271059,806
27272417,806
27272452,806
27272453,806
27272454,806
27272455,806
27272456,806
27272458,806
27272786,806
27272787,806
27272788,806
27272789,806
27272791,806
27208773,809
27271721,811
27271722,811
27271723,811
27206437,819
27204629,831
27210776,832
27210778,832
27210779,832
27210781,832
27210783,832
27210784,832
27254168,832
27254186,832
27254193,832
27254195,832
27254302,832
27254303,832
27254546,832
27270962,832
27270963,832
27253127,833
27253128,833
27253129,833
27253130,833
27253131,833
27253132,833
27253133,833
27253135,833
27204647,836
27801484,836
27204637,840
27204653,840
27204636,843
27271387,843
27271938,843
27205380,845
27226167,845
27253136,845
27270371,845
27272011,848
27226168,850
27204626,853
27271476,855
27271477,855
27271478,855
27271479,855
27271480,855
27200976,858
27201455,858
27202527,858
27202533,858
27204669,858
27204207,859
27800756,861.02
27270876,862
27210746,871
27210747,871
27253172,871
27253224,871
27210199,875
27210203,875
27210204,875
27210206,875
27271155,875
27271156,875
27270915,877
27270840,880
27270841,880
27270842,880
27270843,880
27208541,881
27208889,882
27271716,882
27271717,882
27204630,884
27250179,894
27250281,897
27254379,897
27254380,897
27270051,897
27270052,897
27271183,897
27270846,902
27203572,905
27270936,908
27202545,910
27202546,910
27202936,910
27254521,910
27270053,910
27271503,911
27253079,916
27271718,916
27271719,916
27271720,916
27270857,917
27270858,917
27271184,923
27272428,924
27272429,924
27271784,933
27272462,933
27272463,933
27272780,933
27272781,933
27201246,936
27271103,936
27270002,938
27271711,938
27270091,939
27209589,942
27204042,947.2
27201310,949
27206776,949
27254014,949
27271473,950
27271474,950
27271475,950
27270916,955
27200801,961
27205267,961
27200713,973
27209956,975
27253137,975
27270476,975
27270478,975
27272224,975
27272225,975
27272226,975
27272227,975
27272228,975
27203579,977.5
27208632,978
27251248,978
27204657,991
27270421,997
27270422,997
27270423,997
27270424,997
27270425,997
27270426,997
27270427,997
27270428,997
27270429,997
27270430,997
27270431,997
27270432,997
27271215,997
27271216,997
27271217,997
27271218,997
27271219,997
27271220,997
27271221,997
27271222,997
27271223,997
27271224,997
27271225,997
27271226,997
27271227,997
27271228,997
27271229,997
27271230,997
27500389,"1,000.00"
27203149,"1,001.00"
27204400,"1,001.00"
27208787,"1,001.00"
27209758,"1,001.00"
27209759,"1,001.00"
27209760,"1,001.00"
27209761,"1,001.00"
27254362,"1,001.00"
27254363,"1,001.00"
27254364,"1,001.00"
27250922,"1,003.00"
27204196,"1,005.00"
27260030,"1,012.00"
27209957,"1,014.00"
27270092,"1,014.00"
27270721,"1,014.00"
27270808,"1,014.00"
27272169,"1,014.00"
27270847,"1,018.00"
27209339,"1,027.00"
27271983,"1,027.00"
27271984,"1,027.00"
27272001,"1,027.00"
27271088,"1,032.00"
27271089,"1,032.00"
27205245,"1,038.00"
27208633,"1,038.00"
27201697,"1,040.00"
27253065,"1,040.00"
27254948,"1,040.00"
27270717,"1,040.00"
27272363,"1,040.00"
27272364,"1,040.00"
27272393,"1,040.00"
27250851,"1,041.00"
27270298,"1,041.00"
27270299,"1,041.00"
27272457,"1,041.00"
27272790,"1,041.00"
27251440,"1,047.00"
27205243,"1,050.00"
27206233,"1,050.00"
27206234,"1,050.00"
27206235,"1,050.00"
27206236,"1,050.00"
27208090,"1,050.00"
27270783,"1,050.00"
27206176,"1,053.00"
27210777,"1,053.00"
27210780,"1,053.00"
27210782,"1,053.00"
27210785,"1,053.00"
27254200,"1,053.00"
27253216,"1,058.00"
27270718,"1,059.00"
27270719,"1,059.00"
27270720,"1,059.00"
27260025,"1,062.00"
27260026,"1,062.00"
27270844,"1,062.00"
27250984,"1,065.00"
27206214,"1,066.00"
27206217,"1,066.00"
27272042,"1,072.00"
27203736,"1,079.00"
27271495,"1,080.00"
27251743,"1,084.00"
27203339,"1,085.00"
27271814,"1,085.00"
27209939,"1,087.00"
27201670,"1,090.00"
27208810,"1,090.00"
27270319,"1,090.00"
27271828,"1,090.00"
27202453,"1,092.00"
27253008,"1,092.00"
27270968,"1,092.00"
27271934,"1,092.00"
27272150,"1,092.00"
27202440,"1,094.00"
2720903R,"1,094.00"
27206303,"1,100.00"
27209265,"1,100.00"
27209266,"1,100.00"
27209267,"1,100.00"
27209268,"1,100.00"
27209269,"1,100.00"
27209278,"1,100.00"
27209322,"1,100.00"
27209324,"1,100.00"
27270154,"1,100.00"
27270155,"1,100.00"
27270156,"1,100.00"
27270157,"1,100.00"
27270158,"1,100.00"
27270159,"1,100.00"
27271786,"1,105.00"
27271988,"1,105.00"
27206990,"1,109.38"
27203173,"1,118.00"
27201128,"1,126.00"
27252683,"1,126.00"
27206719,"1,129.00"
27208185,"1,129.00"
27208186,"1,129.00"
27250836,"1,129.00"
27201340,"1,131.00"
27201361,"1,131.00"
27202448,"1,131.00"
27203733,"1,131.00"
27209092,"1,131.00"
27209190,"1,133.00"
27203735,"1,144.00"
27203338,"1,152.00"
27260027,"1,153.00"
27251267,"1,154.00"
27206925,"1,160.00"
27208180,"1,160.00"
27208182,"1,160.00"
27208187,"1,160.00"
27208188,"1,160.00"
27254381,"1,160.00"
27254382,"1,160.00"
27254383,"1,160.00"
27254384,"1,160.00"
27254385,"1,160.00"
27254386,"1,160.00"
27254387,"1,160.00"
27254388,"1,160.00"
27254389,"1,160.00"
27254390,"1,160.00"
27254391,"1,160.00"
27254392,"1,160.00"
27254393,"1,160.00"
27254394,"1,160.00"
27254395,"1,160.00"
27254396,"1,160.00"
27254397,"1,160.00"
27254398,"1,160.00"
27254399,"1,160.00"
27254400,"1,160.00"
27254401,"1,160.00"
27254402,"1,160.00"
27254403,"1,160.00"
27254404,"1,160.00"
27254405,"1,160.00"
27254406,"1,160.00"
27254407,"1,160.00"
27254408,"1,160.00"
27254409,"1,160.00"
27254410,"1,160.00"
27254411,"1,160.00"
27254412,"1,160.00"
27254413,"1,160.00"
27801051,"1,160.00"
27203729,"1,167.00"
27204614,"1,167.00"
27270917,"1,168.00"
27253258,"1,170.00"
27270722,"1,170.00"
27270875,"1,170.00"
27270877,"1,170.00"
27272774,"1,170.00"
27250961,"1,174.00"
27209581,"1,190.00"
27270872,"1,194.00"
27203685,"1,196.00"
27271502,"1,198.00"
27204627,"1,200.00"
27270951,"1,200.00"
27226129,"1,202.00"
27260037,"1,208.00"
27250983,"1,222.00"
27204092,"1,223.00"
27209515,"1,235.00"
27226188,"1,235.00"
27271141,"1,240.00"
27271727,"1,244.00"
27271728,"1,244.00"
27271729,"1,244.00"
27272373,"1,245.00"
27270583,"1,246.00"
27271108,"1,248.00"
27272205,"1,248.00"
27272206,"1,248.00"
27272223,"1,248.00"
27210200,"1,251.00"
27210201,"1,251.00"
27210202,"1,251.00"
27204465,"1,257.00"
27202590,"1,262.00"
27202593,"1,262.00"
27202594,"1,262.00"
27202595,"1,262.00"
27208802,"1,268.00"
27254416,"1,268.00"
27204398,"1,272.00"
27272093,"1,274.00"
27271370,"1,280.00"
27271933,"1,280.00"
27209315,"1,287.00"
27270148,"1,287.00"
27272351,"1,287.00"
27251649,"1,290.00"
27272158,"1,298.00"
27272159,"1,298.00"
27272160,"1,298.00"
27202478,"1,300.00"
27202706,"1,300.00"
27202964,"1,300.00"
27202986,"1,300.00"
27208162,"1,300.00"
27208580,"1,300.00"
27208581,"1,300.00"
27208777,"1,300.00"
27253145,"1,300.00"
27270453,"1,300.00"
27270618,"1,300.00"
27272082,"1,300.00"
27272095,"1,300.00"
27203774,"1,301.00"
27204656,"1,303.00"
27204208,"1,313.00"
27204209,"1,313.00"
27206745,"1,314.00"
27270873,"1,314.00"
27252703,"1,321.00"
27203478,"1,325.00"
27205167,"1,329.00"
27201322,"1,352.00"
27271122,"1,352.00"
27204602,"1,359.00"
27204624,"1,359.00"
27203852,"1,365.00"
27254753,"1,365.00"
27254754,"1,365.00"
27225960,"1,370.00"
27225962,"1,370.00"
27225963,"1,370.00"
27250930,"1,373.00"
27201129,"1,375.00"
27206952,"1,380.00"
27206953,"1,380.00"
27206954,"1,380.00"
27206955,"1,380.00"
27206956,"1,380.00"
27206957,"1,380.00"
27206958,"1,380.00"
27206959,"1,380.00"
27206960,"1,380.00"
27206961,"1,380.00"
27206962,"1,380.00"
27206963,"1,380.00"
27206964,"1,380.00"
27206965,"1,380.00"
27206966,"1,380.00"
27254316,"1,380.00"
27254322,"1,380.00"
27254323,"1,380.00"
27254324,"1,380.00"
27254325,"1,380.00"
27254326,"1,380.00"
27254327,"1,380.00"
27254328,"1,380.00"
27203355,"1,384.00"
27204628,"1,386.00"
27202596,"1,391.00"
27203471,"1,391.00"
27206616,"1,391.00"
27254201,"1,391.00"
27271541,"1,392.00"
27206940,"1,400.00"
27206941,"1,400.00"
27206942,"1,400.00"
27206943,"1,400.00"
27206944,"1,400.00"
27206945,"1,400.00"
27206946,"1,400.00"
27209937,"1,400.00"
27209955,"1,400.00"
27254329,"1,400.00"
27254330,"1,400.00"
27254331,"1,400.00"
27254332,"1,400.00"
27254333,"1,400.00"
27254334,"1,400.00"
27254335,"1,400.00"
27254336,"1,400.00"
27254337,"1,400.00"
27254338,"1,400.00"
27254339,"1,400.00"
27254340,"1,400.00"
27254341,"1,400.00"
27254342,"1,400.00"
27254343,"1,400.00"
27254344,"1,400.00"
27272215,"1,400.00"
27272216,"1,400.00"
27272217,"1,400.00"
27801505,"1,400.00"
27801605,"1,400.00"
27801607,"1,400.00"
27206175,"1,404.00"
27210414,"1,423.26"
27260032,"1,424.00"
27201275,"1,430.00"
27202560,"1,430.00"
27208637,"1,430.00"
27271829,"1,430.00"
27210135,"1,441.00"
27270874,"1,445.00"
27210007,"1,450.00"
27210008,"1,450.00"
27210235,"1,450.00"
27254304,"1,450.00"
27254305,"1,450.00"
27801684,"1,450.00"
27202554,"1,458.00"
27270104,"1,459.00"
27251969,"1,463.00"
27209930,"1,466.00"
27209950,"1,466.00"
27209953,"1,466.00"
27253873,"1,480.00"
27201325,"1,483.00"
27203159,"1,495.00"
27203656,"1,495.00"
27206744,"1,495.00"
27272176,"1,495.00"
27272177,"1,495.00"
27272771,"1,495.00"
2720899R,"1,495.00"
27270010,"1,496.00"
27270011,"1,496.00"
27254366,"1,500.00"
27254367,"1,500.00"
27254368,"1,500.00"
27254369,"1,500.00"
27254370,"1,500.00"
27254371,"1,500.00"
27254372,"1,500.00"
27254373,"1,500.00"
27254374,"1,500.00"
27254418,"1,500.00"
27254419,"1,500.00"
27254421,"1,500.00"
27254422,"1,500.00"
27254424,"1,500.00"
27254430,"1,500.00"
27254439,"1,500.00"
27254441,"1,500.00"
27254443,"1,500.00"
27254446,"1,500.00"
27254447,"1,500.00"
27254903,"1,500.00"
27260008,"1,500.00"
27254965,"1,503.00"
27204659,"1,512.00"
27209096,"1,512.00"
27201833,"1,529.00"
27201834,"1,529.00"
27201835,"1,529.00"
27201836,"1,529.00"
27201837,"1,529.00"
27201838,"1,529.00"
27201839,"1,529.00"
27201840,"1,529.00"
27201841,"1,529.00"
27201842,"1,529.00"
27201843,"1,529.00"
27202127,"1,529.00"
27208558,"1,529.00"
27209626,"1,529.00"
27209631,"1,529.00"
27250662,"1,529.00"
27250663,"1,529.00"
27250664,"1,529.00"
27250665,"1,529.00"
27250666,"1,529.00"
27272151,"1,529.00"
27202556,"1,534.00"
27204310,"1,535.00"
27209933,"1,542.00"
27209935,"1,542.00"
27204140,"1,545.00"
27251897,"1,547.00"
27204188,"1,560.00"
27209045,"1,560.00"
27226244,"1,560.00"
27251683,"1,560.00"
27254993,"1,560.00"
27272041,"1,560.00"
27272187,"1,560.00"
27271056,"1,580.00"
27272432,"1,593.80"
27209650,"1,594.00"
27208809,"1,599.00"
27254057,"1,599.00"
27272433,"1,599.00"
27254854,"1,600.00"
27254855,"1,600.00"
27254856,"1,600.00"
27271146,"1,600.00"
27271148,"1,600.00"
27271153,"1,600.00"
27272476,"1,600.00"
27209929,"1,606.00"
27271789,"1,612.00"
27801699,"1,617.00"
27204061,"1,622.00"
27271487,"1,625.00"
27271944,"1,648.00"
27271945,"1,648.00"
27201272,"1,650.00"
27254946,"1,650.00"
27270255,"1,650.00"
27270256,"1,650.00"
27270257,"1,650.00"
27270258,"1,650.00"
27271136,"1,650.00"
27271830,"1,650.00"
27204610,"1,651.00"
27272253,"1,660.00"
27260038,"1,663.04"
27204376,"1,664.00"
27206467,"1,664.00"
27206470,"1,664.00"
27206471,"1,664.00"
27271972,"1,665.00"
27206469,"1,668.00"
27210118,"1,670.00"
27210120,"1,670.00"
27210125,"1,670.00"
27210123,"1,671.00"
27270591,"1,671.00"
27272002,"1,675.00"
27272003,"1,675.00"
27272004,"1,675.00"
27272005,"1,675.00"
27272006,"1,675.00"
27272007,"1,675.00"
27272008,"1,675.00"
27272009,"1,675.00"
27272010,"1,675.00"
27209658,"1,676.00"
27272244,"1,677.00"
27272418,"1,677.00"
27209659,"1,678.00"
27206367,"1,680.00"
27206472,"1,680.00"
27206468,"1,682.00"
27270029,"1,683.00"
27201442,"1,684.00"
27208780,"1,684.00"
27250275,"1,689.00"
27272243,"1,689.00"
27201245,"1,690.00"
27205161,"1,690.00"
27251825,"1,690.00"
27203766,"1,691.00"
27253018,"1,693.00"
27271444,"1,695.00"
27271445,"1,695.00"
27204650,"1,697.00"
27208542,"1,698.00"
27204613,"1,699.00"
27209035,"1,700.00"
27270012,"1,700.00"
27270013,"1,700.00"
27272097,"1,700.00"
27272098,"1,700.00"
27272218,"1,700.00"
27272219,"1,700.00"
27272220,"1,700.00"
27272221,"1,700.00"
27272222,"1,700.00"
27272040,"1,705.00"
27209952,"1,706.00"
27270749,"1,714.00"
27201716,"1,720.00"
27201718,"1,720.00"
27201779,"1,720.00"
27201780,"1,720.00"
27201784,"1,720.00"
27203160,"1,725.00"
27206734,"1,725.00"
27251004,"1,725.00"
27202723,"1,729.00"
27251285,"1,729.00"
27209101,"1,732.00"
27210112,"1,741.00"
27210116,"1,741.00"
27206704,"1,745.00"
27271041,"1,750.00"
27271386,"1,750.00"
27860675,"1,750.00"
27208578,"1,752.00"
27208579,"1,752.00"
27206070,"1,755.00"
27202532,"1,765.00"
27253078,"1,765.00"
27206368,"1,768.00"
27206788,"1,768.00"
27210288,"1,770.00"
27210293,"1,770.00"
27253214,"1,770.00"
27271486,"1,775.00"
27272167,"1,775.00"
27203734,"1,776.00"
27210111,"1,780.00"
27202275,"1,784.00"
27202276,"1,784.00"
27209727,"1,784.00"
27209728,"1,784.00"
27201611,"1,788.00"
27210290,"1,788.00"
27210291,"1,788.00"
27210292,"1,788.00"
27210295,"1,788.00"
27201104,"1,795.00"
27201105,"1,795.00"
27252933,"1,795.00"
27254029,"1,795.20"
27202521,"1,796.00"
27210113,"1,798.00"
27210114,"1,798.00"
27202159,"1,800.00"
27208397,"1,800.00"
27208398,"1,800.00"
27209891,"1,800.00"
27209892,"1,800.00"
27209893,"1,800.00"
27250341,"1,800.00"
