Charge Code,Charge Code Description,HCPCS Code, June 2019 Prices 
5580774,PT CARRY D/C STATUS 20-<40% 55,G8986, 0.01 
5580782,PT CARRY D/C STATUS 40-<60% 55,G8986, 0.01 
5580790,PT CARRY D/C STATUS 60-<80% 55,G8986, 0.01 
5580808,PT CARRY D/C STATUS 80-<100% 55,G8986, 0.01 
5580816,PT CARRY D/C STATUS 100% 55,G8986, 0.01 
5580824,PT SELF CARE CURRENT STATUS 0% 55,G8987, 0.01 
5580832,PT SELF CARE CURRENT STATUS 1-<20% 55,G8987, 0.01 
5580840,PT SELF CARE CURRENT STATUS 20-<40% 55,G8987, 0.01 
5580857,PT SELF CARE CURRENT STATUS 40-<60% 55,G8987, 0.01 
5580865,PT SELF CARE CURRENT STATUS 60-<80% 55,G8987, 0.01 
5580873,PT SELF CARE CURRENT STATUS 80-<100 55,G8987, 0.01 
5580881,PT SELF CARE CURRENT STATUS 100% 55,G8987, 0.01 
5580899,PT SELF CARE GOAL STATUS 0% 55,G8988, 0.01 
5580907,PT SELF CARE GOAL STATUS 1-<20% 55,G8988, 0.01 
5580915,PT SELF CARE GOAL STATUS 20-<40% 55,G8988, 0.01 
5580923,PT SELF CARE GOAL STATUS 40-<60% 55,G8988, 0.01 
5580931,PT SELF CARE GOAL STATUS 60-<80% 55,G8988, 0.01 
5580949,PT SELF CARE GOAL STATUS 80-<100% 55,G8988, 0.01 
5580956,PT SELF CARE GOAL STATUS 100% 55,G8988, 0.01 
5580964,PT SELF CARE D/C STATUS 0% 55,G8989, 0.01 
5580972,PT SELF CARE D/C STATUS 1-<20% 55,G8989, 0.01 
5580980,PT SELF CARE D/C STATUS 20-<40% 55,G8989, 0.01 
5580998,PT SELF CARE D/C STATUS 40-<60% 55,G8989, 0.01 
5581004,PT SELF CARE D/C STATUS 60-<80% 55,G8989, 0.01 
5581012,PT SELF CARE D/C STATUS 80-<100% 55,G8989, 0.01 
5581020,PT SELF CARE D/C STATUS 100% 55,G8989, 0.01 
5581038,PT OTHER CURRENT STATUS 0% 55,G8990, 0.01 
5581046,PT OTHER CURRENT STATUS 1-<20% 55,G8990, 0.01 
5581053,PT OTHER CURRENT STATUS 20-<40% 55,G8990, 0.01 
5581061,PT OTHER CURRENT STATUS 40-<60% 55,G8990, 0.01 
5581079,PT OTHER CURRENT STATUS 60-<80% 55,G8990, 0.01 
5581087,PT OTHER CURRENT STATUS 80-<100% 55,G8990, 0.01 
5581095,PT OTHER CURRENT STATUS 100% 55,G8990, 0.01 
5581103,PT OTHER GOAL STATUS 0% 55,G8991, 0.01 
5581111,PT OTHER GOAL STATUS 1-<20% 55,G8991, 0.01 
5581129,PT OTHER GOAL STATUS 20-<40% 55,G8991, 0.01 
5581137,PT OTHER GOAL STATUS 40-<60% 55,G8991, 0.01 
5581145,PT OTHER GOAL STATUS 60-<80% 55,G8991, 0.01 
5581152,PT OTHER GOAL STATUS 80-<100% 55,G8991, 0.01 
5581160,PT OTHER GOAL STATUS 100% 55,G8991, 0.01 
5581178,PT OTHER D/C STATUS 0% 55,G8992, 0.01 
5581186,PT MOBILITY CURRENT STATUS 0% 55,G8978, 0.01 
5581194,PT MOBILITY CURRENT STATUS 1-<20% 55,G8978, 0.01 
5581202,PT MOBILITY CURRENT STATUS 20-<40% 55,G8978, 0.01 
5581210,PT MOBILITY CURRENT STATUS 40-<60% 55,G8978, 0.01 
5581228,PT MOBILITY CURRENT STATUS 60-<80% 55,G8978, 0.01 
5581236,PT MOBILITY CURRENT STATUS 80-<100% 55,G8978, 0.01 
5581244,PT MOBILITY CURRENT STATUS 100% 55,G8978, 0.01 
5581251,PT MOBILITY GOAL STATUS 0% 55,G8979, 0.01 
5581269,PT MOBILITY GOAL STATUS 1-<20% 55,G8979, 0.01 
5600309,OT SPLINT SHORT ARM STAT 56,Z7504, 444.65 
5600853,OT REEVAL 15M 56,, 605.07 
5600861,OT REEVAL 30M 56,, 605.07 
5600879,OT REEVAL 60M 56,, 605.07 
5600887,OT REEVAL 90M 56,, 605.07 
5600937,OT PARAFFIN BATH SUP 56,, 109.91 
5600994,OT IONTOPHORESIS EA 15M 56,, 127.63 
5601000,OT CONTRAST BATH EA 15M 56,, 216.27 
5601018,OT ULTRASOUND EA 15M 56,, 86.27 
5601059,OT THER PROC/EXER EA 15M 56,, 141.81 
5601075,OT NEUROMUSC RE-ED EA 15M 56,, 155.99 
5601133,OT MANUAL THRPY EA 15M 56,, 157.18 
5601141,OT GRP THRPY/MEMBER 30M 56,, 57.91 
5601182,OT ORTHO MGT/TRAIN INTL EA 15M,, 151.27 
5601208,OT THER ACTIVITY EA 15M 56,, 147.73 
5601224,OT SENSORY INT EA 15M 56,, 114.64 
5601232,OT SELF/HOME TRAIN EA 15M 56,, 119.37 
5601257,OT WHEELCHAIR MGMT EA 15M,, 109.91 
5601455,OT WHIRLPOOL EXT SUP 56,, 371.08 
5601927,OT GRP THRPY/MEMBER 15M,, 57.91 
5601943,OT REEVAL 45M 56,, 605.07 
5601950,OT REEVAL 75M 56,, 605.07 
5602644,OT EVAL LOW COMPLEXITY 15M 56 560,, 681.89 
5602651,OT EVAL MODERATE COMPLEXITY 15M 56 560,, 681.89 
5602669,OT EVAL HIGH COMPLEXITY 15M 56 560,, 681.89 
5602685,OT EVAL LOW COMPLEXITY 30M 56 560,, 681.89 
5602693,OT EVAL LOW COMPLEXITY 45M 56 560,, 681.89 
5602701,OT EVAL LOW COMPLEXITY 60M 56 560,, 681.89 
5602719,OT EVAL LOW COMPLEXITY 75M 56 560,, 681.89 
5602727,OT EVAL LOW COMPLEXITY 90M 56 560,, 681.89 
5602735,OT EVAL LOW COMPLEXITY 105M 56 560,, 681.89 
5602743,OT EVAL LOW COMPLEXITY 120M 56 560,, 681.89 
5602750,OT EVAL MODERATE COMPLEXITY 30M 56 560,, 681.89 
5602768,OT EVAL MODERATE COMPLEXITY 45M 56 560,, 681.89 
5602776,OT EVAL MODERATE COMPLEXITY 60M 56 560,, 681.89 
5602784,OT EVAL MODERATE COMPLEXITY 75M 56 560,, 681.89 
5602792,OT EVAL MODERATE COMPLEXITY 90M 56 560,, 681.89 
5602800,OT EVAL MODERATE COMPLEXITY 105M 56 560,, 681.89 
5602818,OT EVAL MODERATE COMPLEXITY 120M 56 560,, 681.89 
5602826,OT EVAL HIGH COMPLEXITY 30M 56 560,, 681.89 
5602834,OT EVAL HIGH COMPLEXITY 45M 56 560,, 681.89 
5602842,OT EVAL HIGH COMPLEXITY 60M 56 560,, 681.89 
5602859,OT EVAL HIGH COMPLEXITY 75M 56 560,, 681.89 
5602867,OT EVAL HIGH COMPLEXITY 90M 56 560,, 681.89 
5602875,OT EVAL HIGH COMPLEXITY 105M 56 560,, 681.89 
5602883,OT EVAL HIGH COMPLEXITY 120M 56 560,, 681.89 
5602891,OT TX INTERVENTION COG FUNCTION 15M,G0515, 117.00 
5602909,OT ORTHO/PROSTH MGT/TRN SUBS EA 15M 56 560,, 87.45 
5602917,OT TX INTERVENTION COG FUNCTION 30M 56 560,G0515, 234.00 
5602925,OT TX INTERVENTION COG FUNCTION 45M 56 560,G0515, 350.99 
5602933,OT TX INTERVENTION COG FUNCTION 60M 56 560,G0515, 467.99 
5680012,OT OTHER D/C STATUS 1-<20% 56,G8992, 0.01 
5680020,OT OTHER D/C STATUS 20-<40% 56,G8992, 0.01 
5680038,OT OTHER D/C STATUS 40-<60% 56,G8992, 0.01 
5680046,OT OTHER D/C STATUS 60-<80% 56,G8992, 0.01 
5680053,OT OTHER D/C STATUS 80-<100% 56,G8992, 0.01 
5680061,OT OTHER D/C STATUS 100% 56,G8992, 0.01 
5680079,OT SUB CURRENT STATUS 0% 56,G8993, 0.01 
5680087,OT SUB CURRENT STATUS 1-<20% 56,G8993, 0.01 
5680095,OT SUB CURRENT STATUS 20-<40% 56,G8993, 0.01 
5680103,OT SUB CURRENT STATUS 40-<60% 56,G8993, 0.01 
5680111,OT SUB CURRENT STATUS 60-<80% 56,G8993, 0.01 
5680129,OT SUB CURRENT STATUS 80-<100% 56,G8993, 0.01 
5680137,OT SUB CURRENT STATUS 100% 56,G8993, 0.01 
5680145,OT SUB GOAL STATUS 0% 56,G8994, 0.01 
5680152,OT SUB GOAL STATUS 1-<20% 56,G8994, 0.01 
5680160,OT SUB GOAL STATUS 20-<40% 56,G8994, 0.01 
5680178,OT SUB GOAL STATUS 40-<60% 56,G8994, 0.01 
5680186,OT SUB GOAL STATUS 60-<80% 56,G8994, 0.01 
5680194,OT SUB GOAL STATUS 80-<100% 56,G8994, 0.01 
5680202,OT SUB GOAL STATUS 100% 56,G8994, 0.01 
5680210,OT SUB D/C STATUS 0% 56,G8995, 0.01 
5680228,OT SUB D/C STATUS 1-<20% 56,G8995, 0.01 
5680236,OT SUB D/C STATUS 20-<40% 56,G8995, 0.01 
5680244,OT SUB D/C STATUS 40-<60% 56,G8995, 0.01 
5680251,OT SUB D/C STATUS 60-<80% 56,G8995, 0.01 
5680269,OT SUB D/C STATUS 80-<100% 56,G8995, 0.01 
5680277,OT SUB D/C STATUS 100% 56,G8995, 0.01 
5680285,OT MOBILITY GOAL STATUS 20-<40% 56,G8979, 0.01 
5680293,OT MOBILITY GOAL STATUS 40-<60% 56,G8979, 0.01 
5680301,OT MOBILITY GOAL STATUS 60-<80% 56,G8979, 0.01 
5680319,OT MOBILITY GOAL STATUS 80-<100% 56,G8979, 0.01 
5680327,OT MOBILITY GOAL STATUS 100% 56,G8979, 0.01 
5680335,OT MOBILITY D/C STATUS 0% 56,G8980, 0.01 
5680343,OT MOBILITY D/C STATUS 1-<20% 56,G8980, 0.01 
5680350,OT MOBILITY D/C STATUS 20-<40% 56,G8980, 0.01 
5680368,OT MOBILITY D/C STATUS 40-<60% 56,G8980, 0.01 
5680376,OT MOBILITY D/C STATUS 60-<80% 56,G8980, 0.01 
5680384,OT MOBILITY D/C STATUS 80-<100% 56,G8980, 0.01 
5680392,OT MOBILITY D/C STATUS 100% 56,G8980, 0.01 
5680400,OT BODY POS CURRENT STATUS 0% 56,G8981, 0.01 
5680418,OT BODY POS CURRENT STATUS 1-<20% 56,G8981, 0.01 
5680426,OT BODY POS CURRENT STATUS 20-<40% 56,G8981, 0.01 
5680434,OT BODY POS CURRENT STATUS 40-<60% 56,G8981, 0.01 
5680442,OT BODY POS CURRENT STATUS 60-<80% 56,G8981, 0.01 
5680459,OT BODY POS CURRENT STATUS 80-<100% 56,G8981, 0.01 
5680467,OT BODY POS CURRENT STATUS 100% 56,G8981, 0.01 
5680475,OT BODY POS GOAL STATUS 0% 56,G8982, 0.01 
5680483,OT BODY POS GOAL STATUS 1-<20% 56,G8982, 0.01 
5680491,OT BODY POS GOAL STATUS 20-<40% 56,G8982, 0.01 
5680509,OT BODY POS GOAL STATUS 40-<60% 56,G8982, 0.01 
5680517,OT BODY POS GOAL STATUS 60-<80% 56,G8982, 0.01 
5680525,OT BODY POS GOAL STATUS 80-<100% 56,G8982, 0.01 
5680533,OT BODY POS GOAL STATUS 100% 56,G8982, 0.01 
5680541,OT BODY POS D/C STATUS 0% 56,G8983, 0.01 
5680558,OT BODY POS D/C STATUS 1-<20% 56,G8983, 0.01 
5680566,OT BODY POS D/C STATUS 20-<40% 56,G8983, 0.01 
5680574,OT BODY POS D/C STATUS 40-<60% 56,G8983, 0.01 
5680582,OT BODY POS D/C STATUS 60-<80% 56,G8983, 0.01 
5680590,OT BODY POS D/C STATUS 80-<100% 56,G8983, 0.01 
5680608,OT BODY POS D/C STATUS 100% 56,G8983, 0.01 
5680616,OT CARRY CURRENT STATUS 0% 56,G8984, 0.01 
5680624,OT CARRY CURRENT STATUS 1-<20% 56,G8984, 0.01 
5680632,OT CARRY CURRENT STATUS 20-<40% 56,G8984, 0.01 
5680640,OT CARRY CURRENT STATUS 40-<60% 56,G8984, 0.01 
5680657,OT CARRY CURRENT STATUS 60-<80% 56,G8984, 0.01 
5680665,OT CARRY CURRENT STATUS 80-<100% 56,G8984, 0.01 
5680673,OT CARRY CURRENT STATUS 100% 56,G8984, 0.01 
5680681,OT CARRY GOAL STATUS 0% 56,G8985, 0.01 
5680699,OT CARRY GOAL STATUS 1-<20% 56,G8985, 0.01 
5680707,OT CARRY GOAL STATUS 20-<40% 56,G8985, 0.01 
5680715,OT CARRY GOAL STATUS 40-<60% 56,G8985, 0.01 
5680723,OT CARRY GOAL STATUS 60-<80% 56,G8985, 0.01 
5680731,OT CARRY GOAL STATUS 80-<100% 56,G8985, 0.01 
5680749,OT CARRY GOAL STATUS 100% 56,G8985, 0.01 
5680756,OT CARRY D/C STATUS 0% 56,G8986, 0.01 
5680764,OT CARRY D/C STATUS 1-<20% 56,G8986, 0.01 
5680772,OT CARRY D/C STATUS 20-<40% 56,G8986, 0.01 
5680780,OT CARRY D/C STATUS 40-<60% 56,G8986, 0.01 
5680798,OT CARRY D/C STATUS 60-<80% 56,G8986, 0.01 
5680806,OT CARRY D/C STATUS 80-<100% 56,G8986, 0.01 
5680814,OT CARRY D/C STATUS 100% 56,G8986, 0.01 
5680822,OT SELF CARE CURRENT STATUS 0% 56,G8987, 0.01 
5680830,OT SELF CARE CURRENT STATUS 1-<20% 56,G8987, 0.01 
5680848,OT SELF CARE CURRENT STATUS 20-<40% 56,G8987, 0.01 
5680855,OT SELF CARE CURRENT STATUS 40-<60% 56,G8987, 0.01 
5680863,OT SELF CARE CURRENT STATUS 60-<80% 56,G8987, 0.01 
5680871,OT SELF CARE CURRENT STATUS 80-<100 56,G8987, 0.01 
5680889,OT SELF CARE CURRENT STATUS 100% 56,G8987, 0.01 
5680897,OT SELF CARE GOAL STATUS 0% 56,G8988, 0.01 
5680905,OT SELF CARE GOAL STATUS 1-<20% 56,G8988, 0.01 
5680913,OT SELF CARE GOAL STATUS 20-<40% 56,G8988, 0.01 
5680921,OT SELF CARE GOAL STATUS 40-<60% 56,G8988, 0.01 
5680939,OT SELF CARE GOAL STATUS 60-<80% 56,G8988, 0.01 
5680947,OT SELF CARE GOAL STATUS 80-<100% 56,G8988, 0.01 
5680954,OT SELF CARE GOAL STATUS 100% 56,G8988, 0.01 
5680962,OT SELF CARE D/C STATUS 0% 56,G8989, 0.01 
5680970,OT SELF CARE D/C STATUS 1-<20% 56,G8989, 0.01 
5680988,OT SELF CARE D/C STATUS 20-<40% 56,G8989, 0.01 
5680996,OT SELF CARE D/C STATUS 40-<60% 56,G8989, 0.01 
5681002,OT SELF CARE D/C STATUS 60-<80% 56,G8989, 0.01 
5681010,OT SELF CARE D/C STATUS 80-<100% 56,G8989, 0.01 
5681028,OT SELF CARE D/C STATUS 100% 56,G8989, 0.01 
5681036,OT OTHER CURRENT STATUS 0% 56,G8990, 0.01 
5681044,OT OTHER CURRENT STATUS 1-<20% 56,G8990, 0.01 
5681051,OT OTHER CURRENT STATUS 20-<40% 56,G8990, 0.01 
5681069,OT OTHER CURRENT STATUS 40-<60% 56,G8990, 0.01 
5681077,OT OTHER CURRENT STATUS 60-<80% 56,G8990, 0.01 
5681085,OT OTHER CURRENT STATUS 80-<100% 56,G8990, 0.01 
5681093,OT OTHER CURRENT STATUS 100% 56,G8990, 0.01 
5681101,OT OTHER GOAL STATUS 0% 56,G8991, 0.01 
5681119,OT OTHER GOAL STATUS 1-<20% 56,G8991, 0.01 
5681127,OT OTHER GOAL STATUS 20-<40% 56,G8991, 0.01 
5681135,OT OTHER GOAL STATUS 40-<60% 56,G8991, 0.01 
5681143,OT OTHER GOAL STATUS 60-<80% 56,G8991, 0.01 
5681150,OT OTHER GOAL STATUS 80-<100% 56,G8991, 0.01 
5681168,OT OTHER GOAL STATUS 100% 56,G8991, 0.01 
5681176,OT OTHER D/C STATUS 0% 56,G8992, 0.01 
5681184,OT MOBILITY CURRENT STATUS 0% 56,G8978, 0.01 
5681192,OT MOBILITY CURRENT STATUS 1-<20% 56,G8978, 0.01 
5681200,OT MOBILITY CURRENT STATUS 20-<40% 56,G8978, 0.01 
5681218,OT MOBILITY CURRENT STATUS 40-<60% 56,G8978, 0.01 
5681226,OT MOBILITY CURRENT STATUS 60-<80% 56,G8978, 0.01 
5681234,OT MOBILITY CURRENT STATUS 80-<100% 56,G8978, 0.01 
5681242,OT MOBILITY CURRENT STATUS 100% 56,G8978, 0.01 
5681259,OT MOBILITY GOAL STATUS 0% 56,G8979, 0.01 
5681267,OT MOBILITY GOAL STATUS 1-<20% 56,G8979, 0.01 
5700083,ST TX SPEECH/LANG 15M,, 289.54 
5700091,ST TX SPEECH/LANG 30M57,X4304, 289.54 
5700109,ST TX SPEECH/LANG 45M,X4304, 289.54 
5700117,ST TX SPEECH/LANG 60M57,X4303, 289.54 
5700133,ST TX SPEECH DIS GRP 30M,X4302, 265.90 
5700216,ST EVAL SWALLOW FUNCT 30M,, 314.36 
5700224,ST EVAL SWALLOW FUNCT 60M,, 314.36 
5700232,ST EVAL VIDEOFLUORO 60M,, 501.08 
5700240,ST EVAL VIDEOFLUORO 30M,, 501.08 
5700257,ST TX SWALLOW FUNCT 15M,, 355.72 
5700265,ST TX SWALLOW FUNCT 30M57,, 355.72 
5700273,ST TX SWALLOW FUNCT 45M,, 355.72 
5700281,ST TX SWALLOW FUNCT 60M,, 355.72 
5700364,ST APHASIA ASSESSMENT/HR,, 592.06 
5700398,ST SENSORY INT EA 15M,, 114.64 
5700406,ST MCAL LANG EVAL57,X4300, 624.15 
5700414,ST MCAL EVAL 30M57,X4301, 624.15 
5700422,ST MCAL SPEECH EVAL57,X4301, 624.15 
5700430,ST MCAL SPEECH/LANG 30M57,X4304, 624.15 
5700448,ST MCAL SPEECH/LANG 60M57,X4303, 624.15 
5700463,ST MCAL PRELIM EVAL,X4308, 624.15 
5700471,ST EVAL SWALLOW FUNCT 90M,, 314.36 
5700513,ST EVAL SWALLOW FUNCT 45M,, 314.36 
5700521,ST EVAL SWALLOW FUNCT 75M,, 314.36 
5700547,ST SPEECH SCREENING,V5362, 130.01 
5700588,ST THER SPEECH DEV 60M,, 522.34 
5700687,ST EVAL SWALLOW FUNCT 15 MIN,, 314.36 
5700695,ST EVAL VIDEOFLOUORO 15M,, 501.08 
5700703,ST EVAL VIDEOFLUORO 45M,, 501.08 
5700711,ST EVAL VIDEOFLUORO 75M,, 501.08 
5700729,ST EVAL VIDEOFLUORO 90M,, 501.08 
5700802,ST THER SPEECH DEV 30M,, 522.34 
5700810,ST THER SPEECH DEV45M,, 522.34 
5700869,ST TX SPEECH/LANG 75M,X4303, 289.54 
5700877,ST TX SPEECH/LANG 90M,X4303, 289.54 
5700885,ST TX SWALLOW FUNCT 75M,, 355.72 
5700893,ST TX SWALLOW FUNCT 75M,, 355.72 
5700919,ST THER PROC/EXER EA 15M 57,, 141.81 
5700927,ST ELECTRICAL STIM SUP,G0283, 128.81 
5700935,ST ELECT STIM EA 15M,, 185.54 
5700950,ST EVAL VIDEOFLUORO 105M 57,, 501.50 
5700976,ST TEAM CONF W/PT 30+M 57,, 191.45 
5700984,ST TEAM CONF WO PT 30+M 57,, 191.45 
5701024,ST EVAL FLUENCY 30M 57 570,, 624.20 
5701032,ST EVAL FLUENCY 45M 57 570,, 624.20 
5701040,ST EVAL FLUENCY 60M 57 570,, 624.20 
5701057,ST EVAL FLUENCY 75M 57 570,, 624.20 
5701065,ST EVAL FLUENCY 90M 57 570,, 624.20 
5701073,ST EVAL FLUENCY 120M 57 570,, 624.20 
5701099,ST EVAL SOUND PROD 30M 57 570,, 624.20 
5701107,ST EVAL SOUND PROD 45M 57 570,, 624.20 
5701131,ST EVAL SOUND PROD 90M 57 570,, 624.20 
5701164,ST EVAL W/EVAL LANG COMP 30M 57 570,, 624.20 
5701172,ST EVAL W/EVAL LANG COMP 45M 57 570,, 624.20 
5701180,ST EVAL W/EVAL LANG COMP 60M 57 570,, 624.20 
5701198,ST EVAL W/EVAL LANG COMP 75M 57 570,, 624.20 
5701206,ST EVAL W/EVAL LANG COMP 90M 57 570,, 624.20 
5701214,ST EVAL W/EVAL LANG COMP 120M 57 570,, 624.20 
5701230,ST BEHAV/QUAL VOICE ANALYSIS 30M 57 570,, 624.20 
5701297,ST EVAL VIDEOFLUORO 120M 57 570,, 501.08 
5701321,ST TX INTERVENTION COG FUNCTION 15M,G0515, 117.00 
5701339,ST TX INTERVENTION COG FUNCTION 30M 57 570,G0515, 234.00 
5701347,ST TX INTERVENTION COG FUNCTION 45M 57 570,G0515, 350.99 
5701354,ST TX INTERVENTION COG FUNCTION 60M 57 570,G0515, 467.99 
5780010,ST ATTEN D/C STATUS 1-<20% 57,G9167, 0.01 
5780028,ST ATTEN D/C STATUS 20-<40% 57,G9167, 0.01 
5780036,ST ATTEN D/C STATUS 40-<60% 57,G9167, 0.01 
5780044,ST ATTEN D/C STATUS 60-<80% 57,G9167, 0.01 
5780051,ST ATTEN D/C STATUS 80-<100% 57,G9167, 0.01 
5780069,ST ATTEN D/C STATUS 100% 57,G9167, 0.01 
5780077,ST MEMORY CURRENT STATUS 0% 57,G9168, 0.01 
5780085,ST MEMORY CURRENT STATUS 1-<20% 57,G9168, 0.01 
5780093,ST MEMORY CURRENT STATUS 20-<40% 57,G9168, 0.01 
5780101,ST MEMORY CURRENT STATUS 40-<60% 57,G9168, 0.01 
5780119,ST MEMORY CURRENT STATUS 60-<80% 57,G9168, 0.01 
5780127,ST MEMORY CURRENT STATUS 80-<100% 57,G9168, 0.01 
5780135,ST MEMORY CURRENT STATUS 100% 57,G9168, 0.01 
5780143,ST MEMORY GOAL STATUS 0% 57,G9169, 0.01 
5780150,ST MEMORY GOAL STATUS 1-<20% 57,G9169, 0.01 
5780168,ST MEMORY GOAL STATUS 20-<40% 57,G9169, 0.01 
5780176,ST MEMORY GOAL STATUS 40-<60% 57,G9169, 0.01 
5780184,ST MEMORY GOAL STATUS 60-<80% 57,G9169, 0.01 
5780192,ST MEMORY GOAL STATUS 80-<100% 57,G9169, 0.01 
5780200,ST MEMORY GOAL STATUS 100% 57,G9169, 0.01 
5780218,ST MEMORY D/C STATUS 0% 57,G9170, 0.01 
5780226,ST MEMORY D/C STATUS 1-<20% 57,G9170, 0.01 
5780234,ST MEMORY D/C STATUS 20-<40% 57,G9170, 0.01 
5780242,ST MEMORY D/C STATUS 40-<60% 57,G9170, 0.01 
5780259,ST MEMORY D/C STATUS 60-<80% 57,G9170, 0.01 
5780267,ST MEMORY D/C STATUS 80-<100% 57,G9170, 0.01 
5780275,ST MEMORY D/C STATUS 100% 57,G9170, 0.01 
5780283,ST VOICE CURRENT STATUS 0% 57,G9171, 0.01 
5780291,ST VOICE CURRENT STATUS 1-<20% 57,G9171, 0.01 
5780309,ST VOICE CURRENT STATUS 20-<40% 57,G9171, 0.01 
5780317,ST VOICE CURRENT STATUS 40-<60% 57,G9171, 0.01 
5780325,ST VOICE CURRENT STATUS 60-<80% 57,G9171, 0.01 
5780333,ST VOICE CURRENT STATUS 80-<100% 57,G9171, 0.01 
5780341,ST VOICE CURRENT STATUS 100% 57,G9171, 0.01 
5780358,ST VOICE GOAL STATUS 0% 57,G9172, 0.01 
5780366,ST VOICE GOAL STATUS 1-<20% 57,G9172, 0.01 
5780374,ST VOICE GOAL STATUS 20-<40% 57,G9172, 0.01 
5780382,ST VOICE GOAL STATUS 40-<60% 57,G9172, 0.01 
5780390,ST VOICE GOAL STATUS 60-<80% 57,G9172, 0.01 
5780408,ST VOICE GOAL STATUS 80-<100% 57,G9172, 0.01 
5780416,ST VOICE GOAL STATUS 100% 57,G9172, 0.01 
5780424,ST VOICE D/C STATUS 0% 57,G9173, 0.01 
5780432,ST VOICE D/C STATUS 1-<20% 57,G9173, 0.01 
5780440,ST VOICE D/C STATUS 20-<40% 57,G9173, 0.01 
5780457,ST VOICE D/C STATUS 40-<60% 57,G9173, 0.01 
5780465,ST VOICE D/C STATUS 60-<80% 57,G9173, 0.01 
5780473,ST VOICE D/C STATUS 80-<100% 57,G9173, 0.01 
5780481,ST VOICE D/C STATUS 100% 57,G9173, 0.01 
5780499,ST SP LANG CURRENT STATUS 0% 57,G9174, 0.01 
5780507,ST SP LANG CURRENT STATUS 1-<20% 57,G9174, 0.01 
5780515,ST SP LANG CURRENT STATUS 20-<40% 57,G9174, 0.01 
5780523,ST SP LANG CURRENT STATUS 40-<60% 57,G9174, 0.01 
5780531,ST SP LANG CURRENT STATUS 60-<80% 57,G9174, 0.01 
5780549,ST SP LANG CURRENT STATUS 80-<100% 57,G9174, 0.01 
5780556,ST SP LANG CURRENT STATUS 100% 57,G9174, 0.01 
5780564,ST SPEECH LANG GOAL STATUS 0% 57,G9175, 0.01 
5780572,ST SPEECH LANG GOAL STATUS 1-<20% 57,G9175, 0.01 
5780580,ST SPEECH LANG GOAL STATUS 20-<40% 57,G9175, 0.01 
5780598,ST SPEECH LANG GOAL STATUS 40-<60% 57,G9175, 0.01 
5780606,ST SPEECH LANG GOAL STATUS 60-<80% 57,G9175, 0.01 
5780614,ST SPEECH LANG GOAL STATUS 80-<100% 57,G9175, 0.01 
5780622,ST SPEECH LANG GOAL STATUS 100% 57,G9175, 0.01 
5780630,ST SPEECH LANG D/C STATUS 0% 57,G9176, 0.01 
5780648,ST SPEECH LANG D/C STATUS 1-<20% 57,G9176, 0.01 
5780655,ST SPEECH LANG D/C STATUS 20-<40% 57,G9176, 0.01 
5780663,ST SPEECH LANG D/C STATUS 40-<60% 57,G9176, 0.01 
5780671,ST SPEECH LANG D/C STATUS 60-<80% 57,G9176, 0.01 
5780689,ST SPEECH LANG D/C STATUS 80-<100% 57,G9176, 0.01 
5780697,ST SPEECH LANG D/C STATUS 100% 57,G9176, 0.01 
5780705,ST SWALLOW GOAL STATUS 20-<40% 57,G8997, 0.01 
5780713,ST SWALLOW GOAL STATUS 40-<60% 57,G8997, 0.01 
5780721,ST SWALLOW GOAL STATUS 60-<80% 57,G8997, 0.01 
5780739,ST SWALLOW GOAL STATUS 80-<100% 57,G8997, 0.01 
5780747,ST SWALLOW GOAL STATUS 100% 57,G8997, 0.01 
5780754,ST SWALLOW D/C STATUS 0% 57,G8998, 0.01 
5780762,ST SWALLOW D/C STATUS 1-<20% 57,G8998, 0.01 
5780770,ST SWALLOW D/C STATUS 20-<40% 57,G8998, 0.01 
5780788,ST SWALLOW D/C STATUS 40-<60% 57,G8998, 0.01 
5780796,ST SWALLOW D/C STATUS 60-<80% 57,G8998, 0.01 
5780804,ST SWALLOW D/C STATUS 80-<100% 57,G8998, 0.01 
5780812,ST SWALLOW D/C STATUS 100% 57,G8998, 0.01 
5780820,ST MOTOR SPEECH CURRENT STATUS 0% 57,G8999, 0.01 
5780838,ST MOTOR SP CURRENT STATUS 1-<20% 57,G8999, 0.01 
5780846,ST MOTOR SP CURRENT STATUS 20-<40% 57,G8999, 0.01 
5780853,ST MOTOR SP CURRENT STATUS 40-<60% 57,G8999, 0.01 
5780861,ST MOTOR SP CURRENT STATUS 60-<80% 57,G8999, 0.01 
5780879,ST MOTOR SP CURRENT STATUS 80-<100% 57,G8999, 0.01 
5780887,ST MOTOR SPEECH CURRENT STATUS 100% 57,G8999, 0.01 
5780895,ST MOTOR SP GOAL STATUS 0% 57,G9186, 0.01 
5780903,ST MOTOR SP GOAL STATUS 1-<20% 57,G9186, 0.01 
5780911,ST MOTOR SP GOAL STATUS 20-<40% 57,G9186, 0.01 
5780929,ST MOTOR SP GOAL STATUS 40-<60% 57,G9186, 0.01 
5780937,ST MOTOR SP GOAL STATUS 60-<80% 57,G9186, 0.01 
5780945,ST MOTOR SP GOAL STATUS 80-<100% 57,G9186, 0.01 
5780952,ST MOTOR SP GOAL STATUS 100% 57,G9186, 0.01 
5780960,ST MOTOR SPEECH D/C STATUS 0% 57,G9158, 0.01 
