Charge Code,,Charge Description,Fee Schedule,,,,,,,,,,,,,,,,,,,,,,,,
IM089402,,6.0MM TI CURVED SOFT ROD 50MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM089424,,5.0MM TI PANGEA(TM) POLYAXIAL 50MM,"$1,640.00",,,,,,,,,,,,,,,,,,,,,,,,
IM089492,,TI PANGEA UP ANGLED LAMINA HOOK/RIGHT,"$2,109.00",,,,,,,,,,,,,,,,,,,,,,,,
IM089589,,5.2MM TI INFERIOR STAPLE,"$2,296.00",,,,,,,,,,,,,,,,,,,,,,,,
IM089601,,TI ARCOFIX PF PLATE 94MM-124MM,"$19,783.00",,,,,,,,,,,,,,,,,,,,,,,,
IM089620,,SYNEX(TM) W/SM ENDPLATE/OPEN 25MM,"$11,947.00",,,,,,,,,,,,,,,,,,,,,,,,
IM089686,,VERTEBRAL SPACER TR 10MMX30MMX7MM,"$7,191.00",,,,,,,,,,,,,,,,,,,,,,,,
IM089743,,ORACLE SPACER 50MMX22MMX13MM,"$10,804.00",,,,,,,,,,,,,,,,,,,,,,,,
IM089767,,ORACLE SPACER 55MMX22MMX11MM/8DEG,"$10,804.00",,,,,,,,,,,,,,,,,,,,,,,,
IM089768,,ORACLE SPACER 55MMX22MMX13MM/8DEG,"$10,804.00",,,,,,,,,,,,,,,,,,,,,,,,
IM089782,,2.4MM KIRSCHNER WIRE W/STOP QC,$400.00,,,,,,,,,,,,,,,,,,,,,,,,
IM089791,,LOW PROFILE TRANSCONNECTOR 56.0-83.0MM/6MM,"$3,284.00",,,,,,,,,,,,,,,,,,,,,,,,
IM089794,,LOW PROFILE TRANSCONNECTOR 21MM/5MM,"$2,813.00",,,,,,,,,,,,,,,,,,,,,,,,
IM089855,,2.0MM TI CORTEX SCREW SLF DRLG 4MM,$119.00,,,,,,,,,,,,,,,,,,,,,,,,
IM089856,,2.0MM TI CORTEX SCREW SLF DRLG 6MM,$119.00,,,,,,,,,,,,,,,,,,,,,,,,
IM089857,,2.0MM TI CORTEX SCREW SLF DRLG 8MM,$119.00,,,,,,,,,,,,,,,,,,,,,,,,
IM089913,,3.5MM TI TRANSVERSE BAR,$845.00,,,,,,,,,,,,,,,,,,,,,,,,
IM089921,,2.0MM TI MINIPLATE SINGLE BEND 5MM/12MM,"$1,564.00",,,,,,,,,,,,,,,,,,,,,,,,
IM089924,,2.0MM TI MINIPLATE DOUBLE BEND 1MM/8MM,"$1,652.00",,,,,,,,,,,,,,,,,,,,,,,,
IM089925,,2.0MM TI MINIPLATE DOUBLE BEND 3/MM/10MM,"$1,652.00",,,,,,,,,,,,,,,,,,,,,,,,
IM089926,,2.0MM TI MINIPLATE DOUBLE BEND 5MM/10MM,"$1,652.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090024,,5.5MM TI CANCELLOUS LOCKING SCREW 24MM,$943.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090025,,5.5MM TI CANCELLOUS LOCKING SCREW 26MM,$943.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090031,,5.5MM TI CANCELLOUS LOCKING SCREW 42MM,$943.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090063,,TI THORACOLUMBAR SPINE LOCKING 40MM,"$5,810.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090073,,TI THORACOLUMBAR SPINE LOCKING 70MM,"$6,542.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090119,,SYNMESH 15MM DIA 88MM HEIGHT,"$10,396.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090184,,SYNMESH 17MM X 22MM 24MM HEIGH,"$9,106.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090186,,SYNMESH 17MM X 22MM 28MM HEIGH,"$9,106.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090237,,TI LOW PROFILE TRANSCONNECTOR/5MM ROD,"$2,813.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090238,,TI LOW PROFILE TRANSCONNECTOR 18MM/5MM ROD,"$2,813.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090254,,TI STAPLE 6.2MM,$976.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090256,,TI STAPLE 8MM,$976.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090273,,3.5MM TI ROD 120MM,$510.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090274,,3.5MM TI CURVED ROD 40MM,$450.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090275,,3.5MM TI CURVED ROD 80MM,$450.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090276,,COIL EMBL TORN 4X2MM .018,$216.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090360,,5.0MM TI ROD 400MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090381,,TI PARALLEL OPEN ROD CONNECTOR 3.5MM SMALL,"$1,169.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090383,,TI PARALLEL OPEN ROD CONNECTOR 6MM SMALL,"$1,527.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090398,,3.5MM TI ROD 240MM,$812.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090485,,CHRONOS SMALL CYLINDER CP SIZE 11,$902.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090505,,VERTEBRAL SPACER CR LORDOTIC 6MM,"$1,863.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090524,,PINNACLE ALTRX +4 36X60,"$1,435.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090525,,BONE SUBSTITUTE RND 12MM,"$1,095.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090527,,CAP LOCKING RADIUS,$144.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090528,,ROD RADIUS 5.5 X 70MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090529,,AVIATOR TWO LEVEL PLATE SIZE 3,"$1,507.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090530,,AVIATOR TWO LEVEL PLATE SIZE 3                            01,"$1,507.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090531,,AVIATOR TEMPORARY FIXATION PIN,$342.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090534,,RADIUS NON HEX ROD 5.5X 120MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090535,,RADIUS NON HEX ROD 5.5X 35MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090536,,RADIUS NON HEX ROD 5.5X 70MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090537,,RADIUS  ROD 5.5X 40MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090538,,RADIUS RAD ROD 5.5 X 50MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090539,,RADIUT RAD ROD N5.5X80MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090540,,RADIUS RAD ROD 5.5X90MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090541,,XIA 3 TI BLOCKER,$144.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090550,,18MMX25MM CAGE,"$9,481.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090551,,18MM ENDCAP 0DEG,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090552,,18MM ENDCAP 3DEG,$561.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090556,,RADIUS MAX RAD ROD 5.5X 100MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090557,,RADIUS MAX RAD ROD 5.5X 110MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090558,,RADIUS MAX RAD ROD 5.5X 70MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090559,,RADIUS MAX RAD ROD 5.5X 90MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090561,,RADIUS NON HEX ROD 5.5X 30MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090563,,RADIUS NON HEX ROD 5.5X 40MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090564,,RADIUS NON HEX ROD 5.5X 45MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090565,,RADIUS NON HEX ROD 5.5X 50MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090566,,RADIUS NON HEX ROD 5.5X 90MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090567,,RADIUS RAD ROD 5.5 X 110MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090568,,RADIUS RAD ROD 5.5X 100MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090570,,RADIUS RAD ROD 5.5X 120MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090571,,RADIUS RAD ROD 5.5X 30MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090572,,RADIUS RAD ROD 5.5X 35MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090574,,RADIUS RAD ROD 5.5X 45MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090576,,RADIUS RAD ROD 5.5X 60MM,$482.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090578,,RADIUS RAD ROD 5.5X 90MM,"$1,342.75",,,,,,,,,,,,,,,,,,,,,,,,
IM090593,,STRIP INFUSER 25X100X4MM 10CC,"$3,602.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090605,,DISTL HUM LATERL RT 11H 103MM,"$2,168.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090610,,DISTL HUM POST LAT LT17H 148MM,"$2,165.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090611,,PLATE OLECR RT 17H 154MM,"$2,168.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090612,,PLATE OLECR LT 17H 154MM,"$1,959.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090613,,DISTL HUM MED RT 13H 127MM,"$2,168.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090615,,DISTL HUM MED LT 13H 127MM,"$1,959.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090629,,CUP PINNCL W/GRIPTON 64MM,"$2,153.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090631,,NEUROFRM EZ MICSTENT SY 3.0X20,"$12,636.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090632,,NEUROFRM EZ MICSTENT SY 3.0X30,"$12,636.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090633,,NEUROFRM EZ MICSTENT SY 3.5X16,"$13,193.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090634,,NEUROFRM EZ MICSTENT SY 3.5X20,"$13,193.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090635,,NEUROFRM EZ MICSTENT SY 3.5X30,"$12,636.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090636,,NEUROFRM EZ MICSTENT SY 4.0X20,"$12,636.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090637,,NEUROFRM EZ MICSTENT SY 4.0X30,"$12,636.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090638,,NEUROFRM EZ MICSTENT SY 4.5X15,"$13,193.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090639,,NEUROFRM EZ MICSTENT SY 4.5X20,"$13,193.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090640,,NEUROFRM EZ MICSTENT SY 4.5X30,"$13,193.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090641,,NEUROFRM EZ MICSTENT SY 2.5X20,"$12,636.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090642,,RECORDER REVEAL XT,"$8,190.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090656,,STNT ZIMMON PANCREATIC,$115.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090658,,VALVE MECHANICAL HEART 25MM,"$10,404.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090661,,STNT VISIPRO 7MMX37MMX80CM,"$1,464.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090662,,FLTR SYS VENA CAVA,"$2,228.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090663,,STNT ENDOPROSTHESIS VIABAHN,"$6,921.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090684,,ICD FORTIFY DR 40 SYSTEM,"$34,850.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090687,,ORBITAL FLOOR 26.2MM,"$1,816.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090699,,GFT SKIN FRZN NONMESHED 232CM,$941.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090700,,TALON STERNAL 14MM XSM,"$2,522.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090701,,GRAFT HIATAL HERNIA PRESHAPED,"$1,909.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090702,,MEMBRNE COLLAGEN RCM 30MMX40M,$359.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090705,,PINNACLE W/ GRIPTON 56MM,"$2,153.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090710,,SCREW ACUTRAK 2 16MM,$900.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090711,,SCREW ACUTRAK 2 20MM,$929.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090712,,PLATE MTP LARGE LEFT,"$2,258.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090713,,PLATE MTP LONG RIGHT,"$2,258.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090714,,KWIRE 1.2MMX70MM,$60.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090715,,PINNACLE ALTRX +4 10DEG 36X54,"$1,435.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090720,,MESH PARITEX ROUND 8 CM,$963.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090726,,ICD FORTIFY VR DEVICE ONLY,"$28,700.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090727,,PLATE VOLR BRNG LFT 3HOLE 7PEG,"$1,907.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090728,,PLATE VOLR BRNG LFT 5HOLE 7PEG,"$2,091.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090729,,PLATE VOLR BRNG LFT 7HOLE 7PEG,"$2,296.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090730,,PLATE VOLR BRNG LFT 10HOL 7PEG,"$2,962.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090732,,PLATE VOLR BRNG RGT 3HOLE 7PEG,"$1,907.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090733,,PLATE VOLR BRNG RGT 5HOLE 7PEG,"$2,091.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090734,,PLATE VOLR BRNG RGT 7HOLE 7PEG,"$2,296.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090735,,PLATE VOLR BRNG RGT 10HOL 7PEG,"$2,993.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090737,,PLT VOLR FIXANG LFT 3HOLE 7PEG,"$1,199.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090739,,PLT VOLR FIXANG RGT 3HOLE 7PEG,"$1,199.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090740,,PLT VOLR FIXANG RGT 5HOLE 7PEG,"$1,281.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090745,,PINNACLE W/GRIPTON 50MM,"$1,230.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090763,,SCREW MICRO ACUTRAK 2 18MM,$900.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090764,,ICD UNIFY CRTD 40 DEVICE ONLY,"$45,100.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090777,,DEVICE EPS NAV6 EMBOSHLD LG,"$3,178.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090779,,STNT ENDO VIABAN W/HEP 10FR,"$6,314.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090796,,FELT PTFE 5CMX5CM,$45.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090801,,PACING WIRE TEMPORARY,$56.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090809,,GRAFT CV STD GORTEX 8MMX40CM,$759.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090859,,LEAD PACING TENDRIL STS,"$1,630.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090876,,FEMORAL CRUX RET SZ 4N RT,"$2,870.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090908,,PINNACLE ALTRX +4 36X62MM,"$1,435.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090909,,HEAD FEMORAL CERAMIC 36MM,"$1,640.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090911,,PIN CERVICAL DISTRACTION 12MM,$45.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090912,,PIN CERVICAL DISTRACTION 14MM,$45.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090921,,STENT BILIARY VIABIL 8X40,"$5,578.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090927,,FILTER VENA CAVA JUGULAR,"$2,050.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090929,,PLATE 4 HL PREBENT LEFT,$372.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090930,,PLATE 4 HL PREBENT RIGHTEA,$372.00,,,,,,,,,,,,,,,,,,,,,,,,
IM090933,,PLATE RECON PROFHT 2.0MM,"$2,050.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090964,,GENERATOR DEMIPULSE DUO 104,"$42,532.79",,,,,,,,,,,,,,,,,,,,,,,,
IM090965,,GENERATOR DEMI PULSE 103,"$46,027.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090972,,FEMORAL CRUCIATE RET CEM SZ4,"$2,870.00",,,,,,,,,,,,,,,,,,,,,,,,
IM090973,,PINNNACLE ALTRX +4 36X56,"$1,435.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091004,,LENS ACRYSOF MA60AC 17.5,$254.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091005,,STENT OTW INTEGR 2.25X26,"$1,230.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091006,,STENT OTW INTRGT 2.5X26,"$1,230.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091007,,STENT OTW INTEGR 2.75X26,"$1,230.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091010,,STENT OTW INTEGR 4.0X26,"$1,230.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091011,,STENT INTEGR RX 2.25 X26,"$1,230.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091012,,STENT INTGR RX 2.5 X 26,"$1,230.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091013,,STENT INTEGR 2.75 X 26,"$1,230.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091014,,STENT INTEGR RX 3.00 X 26,"$1,230.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091015,,STENT INTEGR RX 3.5X 26,"$1,230.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091016,,STENT INTEGR RX 4.0 X 26,"$1,230.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091021,,PACEMKER ACCENT DR DEVICE,"$9,225.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091027,,MICROCLIP GEM SUPERFINE,$24.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091029,,LEAD PRENNIALFLEX 2MM MODL 304,"$13,363.34",,,,,,,,,,,,,,,,,,,,,,,,
IM091233,,PLATE L LONG OLECRANON 21H,"$2,498.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091234,,PLATE R LONG OLECRANON,"$2,768.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091235,,EXPANDER TISSUE 350CC,"$2,973.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091236,,EXPANDER TISSUE 450CC                                     01,"$2,973.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091237,,EXPANDER TISSUE 550CC,"$2,973.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091238,,EXPANDER TISSUE 650CC,"$2,973.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091242,,PINNACLE SECT W/GRIPTON 62MM,"$1,230.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091244,,POST FEM POST STAB LUG CEM SZ6,"$2,870.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091245,,PINNACLE SECT W/GRIPTON 54MM,"$1,230.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091246,,CUP PINNACLE W/GRIPTON 66MM,"$2,153.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091289,,PLATE LCP TI 2.0MM 4 HOLE/31MM,$415.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091290,,PLATE LCP TI 2.0MM 5 HOLE/38MM,$415.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091291,,PLATE LCP TI 2.0MM 6HOLE/45MM,$415.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091292,,PLATE LCP TI 2.0MM 7 HOLE/52MM,$415.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091293,,PLT LCP CONDY 2.0MM SHFT 7HOLE,"$1,304.00",,,,,,,,,,,,,,,,,,,,,,,,
IM091294,,SCR CRTX SLFTP STDRV 2.0MM 6MM,$60.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091296,,SCR CRTX SLFTP STDRV 2.0MM 8MM,$60.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091297,,SCR CRTX SLFTP STDRV 2.0MM 9MM,$58.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091298,,SCR CRTX SLFTP STDV 2.0MM 10MM,$60.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091299,,SCR CRTX SLFTP STDV 2.0MM 11MM,$60.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091300,,SCR CRTX SLFTP STDV 2.0MM 12MM,$60.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091301,,SCR CRTX SLFTP STDV 2.0MM 13MM,$60.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091302,,SCR CRTX SLFTP STDV 2.0MM 14MM,$60.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091303,,SCR CRTX SLFTP STDV 2.0MM 16MM,$60.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091304,,SCR CRTX SLFTP STDV 2.0MM 18MM,$60.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091305,,SCR CRTX SLFTP STDV 2.0MM 20MM,$60.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091306,,SCR CRTX SLFTP STDV 2.0MM 22MM,$60.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091307,,SCR CRTX SLFTP STDV 2.0MM 24MM,$60.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091308,,SCR CRTX SLFTP STDV 2.0MM 26MM,$60.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091309,,SCR CRTX SLFTP STDV 2.0MM 28MM,$60.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091310,,SCR CRTX SLFTP STDV 2.0MM 30MM,$60.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091311,,SCR CRTX SLFTP STDV 2.0MM32MM,$60.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091312,,SCR CRTX SLFTP STDV 2.0MM 34MM,$60.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091313,,SCR CRTX SLFTP STDV 2.0MM 36MM,$60.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091314,,SCR CRTX SLFTP STDV 2.0MM 38MM,$60.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091315,,SCR CRTX SLFTP STDV 2.0MM 40MM,$60.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091316,,SCR LCKG SLFTP STDRV 2.0MM 6MM,$194.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091318,,SCR LCKG SLFTP STDRV 2.0MM 8MM,$194.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091319,,SCR LCKG SLFTP STDRV 2.0MM 9MM,$194.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091320,,SCR LCKG SLFTP STDV 2.0MM 10MM,$188.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091321,,SCR LCKG SLFTP STDV 2.0MM 11MM,$194.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091322,,SCR LCKG SLFTP STDV 2.0MM 12MM,$194.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091323,,SCR LCKG SLFTP STDV 2.0MM 13MM,$194.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091324,,SCR LCKG SLFTP STDV 2.0MM 14MM,$194.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091325,,SCR LCKG SLFTP STDV 2.0MM 16MM,$194.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091326,,SCR LCKG SLFTP STDV 2.0MM 18MM,$194.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091327,,SCR LCKG SLFTP STDV 2.0MM 20MM,$188.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091328,,SCR LCKG SLFTP STDV 2.0MM 22MM,$194.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091329,,SCR LCKG SLFTP STDV 2.0MM 24MM,$194.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091330,,SCR LCKG SLFTP STDV 2.0MM 26MM,$194.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091331,,SCR LCKG SLFTP STDV 2.0MM 28MM,$188.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091332,,SCR LCKG SLFTP STDV 2.0MM 30MM,$188.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091333,,PLATE LCP TI 2.0MM 8 HOLE/59MM,$406.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091334,,PLATE LCP TI 2.0MM 10HOLE/73MM,$406.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091335,,PLATE ADPTN 2.0MM 12HOLE 81MM,$701.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091336,,PLT-T LCP 2.0MM 3HLHED 7HLSHFT,$733.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091337,,SCR CRTX SLFTP2.4MM T8STRDV6MM,$89.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091339,,SCR CRTX SLFTP2.4MM T8STRDV8MM,$95.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091340,,SCR CRTX SLFTP2.4MM T8STRDV9MM,$95.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091341,,SCR CRTXSLFTP2.4MM T8STRDV10MM,$95.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091342,,SCR CRTXSLFTP2.4MM T8STRDV11MM,$95.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091343,,SCR CRTXSLFTP2.4MM,$95.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091344,,SCR CRTXSLFTP2.4MM T8STRDV13MM,$95.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091345,,SCR CRTXSLFT 2.4MM,$95.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091346,,SCR CRTXSLFTP2.4MM T8STRDV16MM,$95.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091347,,SCR CRTXSLFTP2.4 T8STRDV18MM,$95.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091348,,SCR CRTXSLFTP 2.4 T8STRDV20MM,$95.00,,,,,,,,,,,,,,,,,,,,,,,,
IM091349,,SCR CRTXSLFTP2.4MM T8STRDV22MM,$95.00,,,,,,,,,,,,,,,,,,,,,,,,
