ACTIVITY TYPE,CDM_DESC, UNIT_AMT ,BILL_ITEM_ID
Anatomic Pathology,81479 UNLISTED MOLECULAR PATHOLOGY,$240.00 ,5140162
Anatomic Pathology,84165 PC PROTEIN EPHORESIS SERUM,$21.00 ,5140163
Anatomic Pathology,85060 PC INTERP BLOOD SMEARS,$25.00 ,5140164
Anatomic Pathology,85097 PC BONE MARROW INTERPRETATION,$94.00 ,5140165
Anatomic Pathology,86334 PC IMMUNOFIX E-PHORESIS SERUM,$20.00 ,5140166
Anatomic Pathology,88104 AP Bill Non-Gyn Cytology,$41.00 ,295380
Anatomic Pathology,88104 AP Bill Non-Gyn Cytology,$52.00 ,295380
Anatomic Pathology,88108 PC CYTOPATH CONCENTRATE TECH,$41.00 ,5140168
Anatomic Pathology,"88108 TC CYTOPATHOLOGY,CONCENTRATION TECHNIQUE,SME",$53.00 ,5313588
Anatomic Pathology,88112 AP Bill Non-Gyn Cytology Cell Enhancement w/,$58.00 ,5140169
Anatomic Pathology,88112 AP Bill Non-Gyn Cytology Cell Enhancement w/,$96.00 ,5140169
Anatomic Pathology,88141 PC CYTOPATH C/V INTERPRET,$35.00 ,5140170
Anatomic Pathology,88142 PC CYTOPATH C/V THIN LAYER,$31.00 ,5140171
Anatomic Pathology,88142 TC CYTOPATH C/V THIN LAYER,$48.00 ,5140173
Anatomic Pathology,88160 PC CYTOPATH SMEAR ANY OTHER SOURCE;SCREENING,$34.00 ,5281597
Anatomic Pathology,88161 PC CYTOPATH SMEAR OTHER SOURCE,$26.00 ,5140174
Anatomic Pathology,88161 TC CYTOPATH SMEAR OTHER SOURCE,$52.00 ,5140175
Anatomic Pathology,"88173 PC CYTOPATHOLOGY,EVAL FINE NEEDLE ASP,INTERP",$77.00 ,5284631
Anatomic Pathology,"88173 TC CYTOPATHOLOGY,EVAL FINE NEEDLE ASP,INTERP",$60.00 ,5284632
Anatomic Pathology,88175 PC CYTO AUTO SCREEN THIN PREP,$39.00 ,5268143
Anatomic Pathology,88175 TC CYTO AUTO SCREEN THIN PREP,$58.00 ,5266583
Anatomic Pathology,"88182 TC Flow Cytometry, cell cycle or DNA analysi",$56.00 ,5320357
Anatomic Pathology,88184 TC FLOW CYTOMETRY FIRST MARKER,$324.00 ,5140179
Anatomic Pathology,88185 TC FLOW CYTOMETRY EA ADD'L MKR,$27.00 ,5140180
Anatomic Pathology,88188 PC FLOWCYTOMETRY/READ 9-15,$94.00 ,5140182
Anatomic Pathology,88189 Flow Cytometry/Read 16&>,$124.00 ,5140183
Anatomic Pathology,88239 TC Tissue Culture Tumor,$335.00 ,5242459
Anatomic Pathology,88264 Chromosome Analysis 20-25,$348.00 ,5140185
Anatomic Pathology,88271 TC Molecular Cytogenetics;DNA,$44.00 ,5313765
Anatomic Pathology,"88275 TC Molecular Cytogen;DNA,in situ hybrid,100-",$85.00 ,5313766
Anatomic Pathology,88300 AP Bill Surgical Pathology Level I Complexit,$9.00 ,295346
Anatomic Pathology,88302 AP Bill Surgical Pathology Level II Complexi,$14.00 ,295348
Anatomic Pathology,88302 AP Bill Surgical Pathology Level II Complexi,$54.00 ,295348
Anatomic Pathology,88304 AP Bill Surgical Pathology Level III Complex,$25.00 ,295350
Anatomic Pathology,88304 AP Bill Surgical Pathology Level III Complex,$96.00 ,295350
Anatomic Pathology,88305 AP Bill Surgical Pathology Level IV Complexi,$83.00 ,295352
Anatomic Pathology,88305 AP Bill Surgical Pathology Level IV Complexi,$139.00 ,295352
Anatomic Pathology,88307 AP Bill Surgical Pathology Level V Complexit,$165.00 ,295354
Anatomic Pathology,88307 AP Bill Surgical Pathology Level V Complexit,$324.00 ,295354
Anatomic Pathology,88309 AP Bill Surgical Pathology Level VI Complexi,$208.00 ,295356
Anatomic Pathology,88309 AP Bill Surgical Pathology Level VI Complexi,$542.00 ,295356
Anatomic Pathology,88311 AP Bill Decalcification,$26.00 ,592817
Anatomic Pathology,88311 AP Bill Decalcification,$28.00 ,592817
Anatomic Pathology,88312 AP Bill Special Stains Group I,$29.00 ,295362
Anatomic Pathology,88312 AP Bill Special Stains Group I,$96.00 ,295362
Anatomic Pathology,88313 AP Bill Special Stains Group II,$28.00 ,295364
Anatomic Pathology,88313 AP Bill Special Stains Group II,$97.00 ,295364
Anatomic Pathology,88321 PC MICROSLIDE CONSULT PREPARED,$96.00 ,5140190
Anatomic Pathology,88323 TC MICROSLIDE CONSULT PREP REQD,$324.00 ,5140193
Anatomic Pathology,88329 PC PATH CONSULT INTROP,$72.00 ,5140196
Anatomic Pathology,88329 TC PATH CONSULT INTROP,$52.00 ,5140197
Anatomic Pathology,88331 PC PATH CONSULT INTRAOP 1 BLOC,$113.00 ,5140198
Anatomic Pathology,88331 TC PTH CNSULT/SURG 1ST TISSUE BLK,$324.00 ,5140199
Anatomic Pathology,88332 PC PATH CONSULT INTRAOP ADDL,$61.00 ,5140200
Anatomic Pathology,88332 TC PTH CONSULT/SURG ADDL TISS BLK,$49.00 ,5140201
Anatomic Pathology,88333 PC PATH CONSULT/SURG CYTO EXAM,$113.00 ,5140202
Anatomic Pathology,88333 TC PATH CONSULT/SURG CYTO EXAM,$520.00 ,5140203
Anatomic Pathology,88341 PC IMMUNOHISTO & Cyto EA Addtl,$23.00 ,5140205
Anatomic Pathology,88341 TC IMMUNOHISTO & Cyto EA Addtl,$163.00 ,5140206
Anatomic Pathology,88342 PC IMMUNOHISTO & Cyto First Stain,$96.00 ,5140207
Anatomic Pathology,88342 TC IMMUNOHISTO & Cyto First Stain,$324.00 ,5140208
Anatomic Pathology,88344 PC IMMUNOHISTO ANTIBODY SLIDE EAC,$41.00 ,5140210
Anatomic Pathology,88344 TC IMMUNOHISTO ANTIBODY SLIDE EAC,$324.00 ,5140211
Anatomic Pathology,88360 PC TUMOR IMMUNOHISTOCHEM/MAN,$66.00 ,5140214
Anatomic Pathology,88360 TC TUMOR IMMUNOHISTOCHEM/MANUAL,$324.00 ,5140215
Anatomic Pathology,88361 PC TUMOR IMMUNOHISTOCHEM/COM,$71.00 ,5140216
Anatomic Pathology,88361 TC IMMUNOCYTOCHEMISTRY TUMOR,$324.00 ,5140217
Anatomic Pathology,88364 PC HYBRIDIZATION EA ADDL,$28.00 ,5260916
Anatomic Pathology,88364 TC TISSUE HYBRIDIZATION EA ADDL,$48.00 ,5169701
Anatomic Pathology,88365 PC TISSUE HYBRIDIZATION,$139.00 ,5140221
Anatomic Pathology,88365 TC TISSUE HYBRIDIZATION,$104.00 ,5140222
Anatomic Pathology,88368 PC INSITU HYBRIDIZATION MANUAL,$82.00 ,5140225
Anatomic Pathology,88368 TC INSITU HYBRIDIZATION MANUAL,$324.00 ,5140226
Anatomic Pathology,"88369 PC Morph Anal, in situ hybrid(quant/semiquan",$34.00 ,5317447
Anatomic Pathology,88374 TC M/PHMTRC ALYS ISHQUANT/SEMIQ COMP,$324.00 ,5140229
Anatomic Pathology,88377 M/PHMTRC ALYS ISHQUANT/SEMIQ MANU,$324.00 ,5140230
Anatomic Pathology,G0123 TC SCREEN CERV/VAG THIN LAYER,$48.00 ,5140234
Anatomic Pathology,G0124 PC SCREEN C/V THIN LAYER BY MD,$36.00 ,5140235
Anatomic Pathology,G0145 TC AUTO SCREEN CERV/VAG THIN LAYER,$58.00 ,5266584
Anatomic Pathology,G0416 PC PROSTATE BIOPSY ANY METH,$191.00 ,5140236
Anatomic Pathology,G0416 TC PROSTATE BIOPSY ANY METH,$520.00 ,5140237
Blood Bank,ABO Group,$68.00 ,4814545
Blood Bank,AGID-Saline charge only,$146.00 ,837949
Blood Bank,Antibody Identification,$167.00 ,596450
Blood Bank,Antibody Screen Charge,$74.00 ,2733345
Blood Bank,Antibody Titration,$56.00 ,596452
Blood Bank,Antigen Type - AHG,$159.00 ,687465
Blood Bank,Compatible AHG,$166.00 ,623369
Blood Bank,Compatible IS,$166.00 ,623369
Blood Bank,"Coombs, Direct",$72.00 ,737370
Blood Bank,"Coombs, Indirect",$105.00 ,595595
Blood Bank,Fetal/Maternal Screen,$62.00 ,595597
Blood Bank,Fetal/Maternal Stain,$110.00 ,596448
Blood Bank,Rare Unit Fee,$252.00 ,5252151
Blood Bank,Sickle cell charge,$68.00 ,761481
Blood Bank,Therapeutic Phlebotomy,$161.00 ,602171
Blood Bank Product,FFP Unit,$264.00 ,5145818
Blood Bank Product,Leukocyte Rem Filter,$93.00 ,687408
Blood Bank Product,"Plts, Pheresis",$923.00 ,3063422
Blood Bank Product,RBC Unit,$538.00 ,3063357
Blood Bank Product,RBC Unit,$536.00 ,3063388
Blood Bank Product,"RBC Unit, Irradiated",$536.00 ,3063394
Blood Bank Product,RhIg Administration,$209.00 ,687406
Cardiovascular,Diagnostic EKG,$93.00 ,5145733
Cardiovascular,Holter Acquisition,$336.00 ,5145772
Charges,CRD RHB O/P CARDIAC REHAB EXER,$113.00 ,5199311
Charges,CRD RHB O/P CARDIAC REHAB W/OECG,$104.00 ,5199312
Charges,"INF, IV NON CHEMO FIRST HOUR",$287.00 ,5318320
Charges,INJECTION SQ/IM NON CHEMO,$75.00 ,5318321
Charges,INTUBATION,$341.00 ,5246504
Charges,IV INF HYDRATION EA ADD'L HR,$141.00 ,5318322
Charges,IV INF HYDRATION INITIAL 31 MIN-1 HR,$279.00 ,5318323
Charges,IV PUSH EA ADD'L NEW SUBST/DRUG,$121.00 ,5318324
Charges,IV PUSH EA ADD'L SEQ OF SAME DRUG,$121.00 ,5318325
Charges,IV PUSH SGL/INITIAL SUBST/DRUG,$162.00 ,5318326
Charges,"IV THERAPY, EA ADD'L HOUR",$141.00 ,5318327
Charges,LOW LEVEL MEDICAL VISIT,$127.00 ,5157704
Charges,LUMBAR SACRAL ORTHOSIS,"$23,837.00 ",5157711
Charges,MM CIRCUMCISION PROCEDURE,$1.00 ,5157799
Charges,MM DIGIT TIE OFF,$24.00 ,5157708
Charges,MM DIGIT TIE OFF,$24.00 ,5157708
Charges,MM DLS CENTRAL LINE INSERTION,"$1,064.00 ",5157710
Charges,MM DLS HEMODIALYSIS - IP,$593.00 ,5157706
Charges,MM DLS PLASMAPHERESIS,"$1,267.00 ",5157707
Charges,NSG ADM INFLUENZA VACCINE,$39.00 ,5246643
Charges,NSG ADM PNEUMOCOCCAL VACCINE,$39.00 ,5246642
Charges,NSG HOLTER MONITOR-24 HOUR,$278.00 ,5248671
Charges,NSG HOLTER MONITOR-48 HOUR,$384.00 ,5248672
Charges,NSG LUMBAR PUNCTURE,$238.00 ,5157709
Charges,NSG OP UNSCHEDULED HEMODIALYSIS,$593.00 ,5199310
Charges,NSG REV CODE 360,"$2,677.00 ",5260533
Charges,NSG REV CODE 940,$287.00 ,5246495
Charges,NSG THORACENTESIS,$766.00 ,5324319
Charges,RMB OBV DIRECT ADMIT,$868.00 ,5315428
Charges - APR,APR ADD'L SEQUENTIAL INF UP TO 1 HR,$141.00 ,5157724
Charges - APR,APR ADM HEPATITIS B VACCINE,$39.00 ,5157714
Charges - APR,APR ADM INFLUENZA VACCINE,$39.00 ,5157712
Charges - APR,APR ADM PNEUMOCOCCAL VACCINE,$39.00 ,5157713
Charges - APR,APR ADM VACCINE - OTHER,$49.00 ,5157718
Charges - APR,APR APPLICATON ON-BODY INJECTOR,$47.00 ,5331627
Charges - APR,APR CHEMO ADMIN IV INF UP TO 1 HOUR,$433.00 ,5157734
Charges - APR,APR CHEMO ADMIN IV PUSH,$198.00 ,5157732
Charges - APR,APR CHEMO EXTEND IV INFUS W/PUMP,$466.00 ,5270159
Charges - APR,APR CONCURRENT CHEMO,$279.00 ,5157740
Charges - APR,APR CONCURRENT NON-CHEMO,$279.00 ,5157725
Charges - APR,APR DECLOTTING VAS ACC DEV,$475.00 ,5157717
Charges - APR,"APR INF, IV NON CHEMO FIRST HOUR",$287.00 ,5157722
Charges - APR,APR INJ EA ADD'L SGL/COMB VACCINE,$40.00 ,5157719
Charges - APR,"APR INJ,CHEMO,SQ/IM,HORMONAL ANTI-NEO",$145.00 ,5157731
Charges - APR,"APR INJ.CHEMO,SQ/IM NON-HORM,ANTI-NEO",$145.00 ,5157730
Charges - APR,APR INJECTION SQ/IM NON CHEMO,$75.00 ,5157726
Charges - APR,APR IV INF CHEMO EA ADD'L HOUR,$141.00 ,5157735
Charges - APR,APR IV INF HYDRATION EA ADD'L HR,$141.00 ,5157721
Charges - APR,APR IV INF HYDRATION INITIAL 31MI-1HR,$279.00 ,5157720
Charges - APR,"APR IV INF,CHEMO-EA ADD'L,DIFF DRUG",$141.00 ,5157737
Charges - APR,APR IV PUSH CHEMO-EA ADD'L DRUG,$141.00 ,5157733
Charges - APR,APR IV PUSH EA ADD'L NEW SUBST/DRUG,$121.00 ,5157728
Charges - APR,APR IV PUSH EA ADD'L SEQ OF SAME DRUG,$121.00 ,5157729
Charges - APR,APR IV PUSH SGL/INITIAL SUBST/DRUG,$170.00 ,5157727
Charges - APR,"APR IV THERAPY,EA ADD'L HOUR",$141.00 ,5157723
Charges - APR,APR PORT FLUSH,$107.00 ,5157739
Charges - APR,APR REFILLING/MAINTENANCE PORT. PUMP,$288.00 ,5157738
Charges - CRD,CRD CONCURRENT NON-CHEMO,$279.00 ,5199320
Charges - CRD,CRD INJ SQ/IM NON CHEMO,$75.00 ,5199321
Charges - CRD,CRD IR THROMBOLYTIC DECLOT VASC ACCES,$475.00 ,5199316
Charges - CRD,CRD IV INF THERAPY/DX UP TO 1 HOUR,$287.00 ,5199317
Charges - CRD,CRD IV PUSH EA ADD'L NEW SUBST/DRUG,$121.00 ,5199323
Charges - CRD,CRD IV PUSH EA ADD'L SEQ OF SAME DRUG,$121.00 ,5199324
Charges - CRD,CRD IV THERAPY EA ADD'L HOUR,$141.00 ,5199318
Charges - CRD,CRD TILT TABLE PROCEDURE,$559.00 ,5199315
Charges - CRD,CRD TX/PROHPLX/DX IV PUSH SNGL/INIT,$173.00 ,5199322
Charges - CRD,THC CV STRESS PHY SUPERVISION ONLY,$63.00 ,5245422
Charges - CTH,CTH AA W/RUNOFF,"$2,286.00 ",5199932
Charges - CTH,CTH ADDL IVUS NON CORONARY,"$1,308.00 ",5199488
Charges - CTH,CTH AGILIS NXT 8.5FR STEER 71CM SM CRL,"$1,849.00 ",5333860
Charges - CTH,CTH AIRWAY AMBU BAG ADULT W/14 IN TUB,$54.00 ,5199361
Charges - CTH,CTH AIRWAY NASOPHARYNGEAL,$28.00 ,5199784
Charges - CTH,CTH ANGIO CATHETER C2 SELECTIVE,$100.00 ,5199796
Charges - CTH,CTH ANGIO EXTREMITY BIL,"$2,322.00 ",5199934
Charges - CTH,CTH ANGIO EXTREMITY UNI,"$2,220.00 ",5199933
Charges - CTH,CTH ANGIO ILIAC W/CARDIAC CATH,"$1,928.00 ",5199935
Charges - CTH,CTH ANGIO PULMON BIL,"$3,116.00 ",5330276
Charges - CTH,CTH ANGIO RENAL BIL SEL,"$3,015.00 ",5199970
Charges - CTH,CTH ANGIO RENAL UNI SEL SUP/INTERP,"$3,015.00 ",5199953
Charges - CTH,CTH ANGIO VISCERAL IMA SMA CEILA,"$4,030.00 ",5199936
Charges - CTH,CTH ANGIOGRAPHY EA ADD VESSEL,"$1,214.00 ",5199779
Charges - CTH,CTH ANGIOPLASTY VEIN ADDITIONAL,"$4,019.00 ",5248147
Charges - CTH,CTH ANGIOPLASTY VEIN INITIAL,"$8,039.00 ",5248146
Charges - CTH,CTH ANGIOSCULPT 3.0X137 SCORING,"$2,271.00 ",5199892
Charges - CTH,CTH ANGIOSCULPT 3.5 20X137 SCORING,"$2,271.00 ",5199898
Charges - CTH,CTH ANGIOSCULPT PTCA 3.0 20X137 SCORI,"$2,039.00 ",5270164
Charges - CTH,CTH ANGIOSCULPT PTCA 3.5 15 SCOR,"$2,271.00 ",5199645
Charges - CTH,CTH AORTIC VALVULOPLASY,"$5,639.00 ",5199712
Charges - CTH,CTH AORTO ABD,"$2,334.00 ",5199931
Charges - CTH,CTH AORTO THORACIC W/O SERIAL,"$3,116.00 ",5318928
Charges - CTH,CTH ASPIRATION GUIDE CATHETER,"$1,863.00 ",5199419
Charges - CTH,CTH BAG DISPOZ-A-BAG DRAINAGE,$13.00 ,5199439
Charges - CTH,CTH BAG SPOUT DECANTER 9001,$5.00 ,5199585
Charges - CTH,CTH BAG URINARY DRAINAGE 2000CC,$14.00 ,5199440
Charges - CTH,"CTH BAG, URINARY DRAINAGE 4000",$29.00 ,5272582
Charges - CTH,CTH BALLOON ADMIRAL EXTREME ALL SIZES,$318.00 ,5199759
Charges - CTH,CTH BALLOON ANGILSCULPT EX 3.5X15X139,"$1,980.00 ",5199646
Charges - CTH,CTH BALLOON ANGIOSCULPT EX 2.5X10X139,"$1,980.00 ",5199890
Charges - CTH,CTH BALLOON ANGIOSCULPT EX 3.0X15X139,"$1,980.00 ",5199893
Charges - CTH,CTH BALLOON ATLAS ALL SIZES,$818.00 ,5199904
Charges - CTH,CTH BALLOON CATH 34CC LINEAR 7.5FR,"$2,022.00 ",5199638
Charges - CTH,CTH BALLOON CATH 40CC LINEAR 7.5FR,"$2,022.00 ",5199637
Charges - CTH,CTH BALLOON CATH CHOCOLATE ALL SIZES,"$1,867.00 ",5199397
Charges - CTH,CTH BALLOON COYOTE 120 TO 150,$867.00 ,5330271
Charges - CTH,CTH BALLOON COYOTE 40 TO 100,$734.00 ,5199390
Charges - CTH,CTH BALLOON CTH ANGIOSCULPT ALL SIZES,"$2,248.00 ",5270212
Charges - CTH,CTH BALLOON INPACT LONG SIZES,"$3,010.00 ",5199761
Charges - CTH,CTH BALLOON INPACT SHORT SIZES,"$2,735.00 ",5199410
Charges - CTH,CTH BALLOON LITHOPLASTY BDC 4.5X60MM,"$4,758.00 ",5313399
Charges - CTH,CTH BALLOON PERIPHERAL XXL 16X2X120,$874.00 ,5281585
Charges - CTH,CTH BALLOON SPRINTER/EUPHORIA RX ALL SIZES,$479.00 ,5199579
Charges - CTH,CTH BALLOON STERLING OTW 4X100X135,$761.00 ,5199867
Charges - CTH,CTH BALLOON TRUE ALL SIZES,"$1,942.00 ",5199979
Charges - CTH,CTH BAND TR,$190.00 ,5199362
Charges - CTH,CTH BANDAGE ELASTIC 6 INCH,$7.00 ,5315773
Charges - CTH,CTH BLADE CLIPPER,$9.00 ,5199346
Charges - CTH,CTH BONE BIOPSY,$732.00 ,5260557
Charges - CTH,CTH BOWL STERILE 32OZ ,$5.00 ,5339293
Charges - CTH,CTH CABLE CATHETER CONNECTING,$583.00 ,5333871
Charges - CTH,CTH CABLE COAXIAL UMBILICAL,$300.00 ,5333206
Charges - CTH,CTH CABLE ELECTRICAL UMBILICAL,$544.00 ,5333202
Charges - CTH,CTH CABLE PACING/THRESHOLD W/ADAPTER 8' BLACK ,$335.00 ,5339114
Charges - CTH,CTH CABLE RED AND BLACK,$119.00 ,5337180
Charges - CTH,CTH CANNISTER SUCTION,$28.00 ,5199794
Charges - CTH,CTH CAPNOLINE SMART O2 W/CANNULA PLUS LONG ADULT S,$78.00 ,5264455
Charges - CTH,CTH CARDIOMEMS PA SENSON AND DELIVERY SYSTEM,"$34,254.00 ",5295446
Charges - CTH,CTH CATH 4FR JR 3.5 100CM,$76.00 ,5260561
Charges - CTH,CTH CATH AL1 EXPO 5FR,$56.00 ,5199599
Charges - CTH,CTH CATH AL2 EXPO 5FR,$56.00 ,5199601
Charges - CTH,CTH CATH AL3 EXPO 5FR,$56.00 ,5268593
Charges - CTH,CTH CATH ANGIO 4FR 65CM FLUSH CONTRA2,$65.00 ,5260558
Charges - CTH,CTH CATH ANGIO 4FR IMA 100CM,$76.00 ,5199833
Charges - CTH,CTH CATH ANGIO 4FR JL 4.0 100CM,$76.00 ,5199831
Charges - CTH,CTH CATH ANGIO 4FR MOD 100CM,$76.00 ,5329485
Charges - CTH,CTH CATH ANGIO 4FR MP A-2 110CM,$76.00 ,5199832
Charges - CTH,CTH CATH ANGIO 4FR RCB,$71.00 ,5315328
Charges - CTH,CTH CATH ANGIOGRAPHIC 4FR FLUSHPIGTAI,$49.00 ,5199797
Charges - CTH,CTH CATH AR1 EXPO 5FR,$56.00 ,5199597
Charges - CTH,CTH CATH AR2 EXPO 5FR,$56.00 ,5199598
Charges - CTH,CTH CATH FL 3.5 EXPO 5FR,$56.00 ,5199591
Charges - CTH,CTH CATH FL 4.5 EXPO 5FR,$56.00 ,5199593
Charges - CTH,CTH CATH FL4 EXPO 5FR 100CM,$56.00 ,5199592
Charges - CTH,CTH CATH FL5 EXPO 5FR,$56.00 ,5199594
Charges - CTH,CTH CATH FL6 EXPO 5FR,$56.00 ,5199595
Charges - CTH,CTH CATH FLEXIMA QUICKSTICK 8FR,$236.00 ,5336987
Charges - CTH,CTH CATH FR3.5 EXPO 5FR,$56.00 ,5199588
Charges - CTH,CTH CATH FR4 EXPO 5FR 100CM,$56.00 ,5199589
Charges - CTH,CTH CATH FR4 MOD EXPO 5FR,$56.00 ,5199879
Charges - CTH,CTH CATH FR5 EXPO 5FR,$56.00 ,5199590
Charges - CTH,CTH CATH GUIDING SLIP 6.5 SIMS2,$374.00 ,5199875
Charges - CTH,CTH CATH GUIDING WISEGUIDE 7&8FR,$337.00 ,5199883
Charges - CTH,CTH CATH GUIDING WISEGUIDE AL1,$264.00 ,5199622
Charges - CTH,CTH CATH GUIDING WISEGUIDE IM,$264.00 ,5199615
Charges - CTH,CTH CATH GUIDING WISEGUIDE LCB,$264.00 ,5328355
Charges - CTH,CTH CATH GUIDING WISEGUIDE RCB,$264.00 ,5199628
Charges - CTH,CTH CATH GUIDING ZUMA 7FR AL 1.0,$255.00 ,5266730
Charges - CTH,CTH CATH IM EXPO 5FR 100CM,$56.00 ,5199596
Charges - CTH,CTH CATH LAUNCHER GUIDING 6FR MAC 4.0,$255.00 ,5330574
Charges - CTH,CTH CATH LCB EXPO 5FR,$56.00 ,5199603
Charges - CTH,CTH CATH MPA2 EXPO 5FR,$56.00 ,5199624
Charges - CTH,CTH CATH NAVVUS RAPID EXCHANGE FFR,"$1,279.00 ",5199767
Charges - CTH,CTH CATH PIG155 EXPO 5FR,$56.00 ,5199607
Charges - CTH,CTH CATH THERMO CRITICATH,$218.00 ,5199498
Charges - CTH,CTH CATH THERMO DUAL SGANZ LATEX,$218.00 ,5199499
Charges - CTH,CTH CATH THERMO DUAL SGANZ LATEX FREE,$218.00 ,5199379
Charges - CTH,CTH CATH WISEGUIDE GUIDING FL45SH,$264.00 ,5199839
Charges - CTH,CTH CATH WISEGUIDE GUIDING MP1,$264.00 ,5199836
Charges - CTH,CTH CATH WISEGUIDE GUIDING MP2,$264.00 ,5199837
Charges - CTH,CTH CATH ZUMA GUIDING 6FR 3.5,$255.00 ,5199527
Charges - CTH,CTH CATH ZUMA GUIDING 6FR 4.0,$255.00 ,5199528
Charges - CTH,CTH CATH ZUMA GUIDING 7FR IMA,$255.00 ,5272474
Charges - CTH,CTH CATHETER 20MM ACHIEVE MAPPING,"$1,608.00 ",5333872
Charges - CTH,CTH CATHETER 5FR STRAIGHT,$82.00 ,5347216
Charges - CTH,CTH CATHETER 7FR DUO-DECAPOLAR 2-10-2 2MM 95CM,"$1,765.00 ",5333956
Charges - CTH,CTH CATHETER 8.5FR MULTIPURPOSE DRAIN,$294.00 ,5274558
Charges - CTH,CTH CATHETER ANGIO 5FR SEL CONTRA 2,$47.00 ,5260559
Charges - CTH,CTH CATHETER ANGIO BERN IMAGER II,$47.00 ,5260550
Charges - CTH,CTH CATHETER ANGIO IMAGER II SIMS2,$47.00 ,5199351
Charges - CTH,CTH CATHETER ANGIOGRAPHIC 4 FR.,$76.00 ,5199543
Charges - CTH,CTH CATHETER ANGIOJET ZELANTE DVT,"$5,016.00 ",5270169
Charges - CTH,CTH CATHETER ARCTIC FRONT ADVANCE CRYOABLATION,"$7,612.00 ",5333214
Charges - CTH,CTH CATHETER ATLAS GOLD ALL SIZES,$829.00 ,5199415
Charges - CTH,CTH CATHETER DAIG MULTI PACK,$308.00 ,5199505
Charges - CTH,CTH CATHETER DUAL LUMEN LANGSTON ,"$1,749.00 ",5324323
Charges - CTH,CTH CATHETER DYNAMIC TIP STEERABLE,$805.00 ,5333865
Charges - CTH,CTH CATHETER EXPO 5FR WR 08526-50,$58.00 ,5199578
Charges - CTH,CTH CATHETER FREEXOR MAX CARDIAC CRYOABLATION,"$3,287.00 ",5333210
Charges - CTH,CTH CATHETER GUIDING MACH 1 6FR FL3.5,$180.00 ,5199777
Charges - CTH,CTH CATHETER GUIDING MACH 1 6FR FL4,$255.00 ,5199531
Charges - CTH,CTH CATHETER GUIDING MACH 1 ALL SIZES,$180.00 ,5260677
Charges - CTH,CTH CATHETER HINCK HH1 5FR GLIDE,$215.00 ,5199340
Charges - CTH,CTH CATHETER IFR VERRATA ALL SIZES,"$1,307.00 ",5346601
Charges - CTH,CTH CATHETER INTELLAMAP ORION,"$4,931.00 ",5333867
Charges - CTH,CTH CATHETER INTELLANAV ST 4MM ABLATION,"$1,608.00 ",5333868
Charges - CTH,CTH CATHETER LAUNCHER EBU 4.0,$218.00 ,5199582
Charges - CTH,CTH CATHETER MULTI PACK,$156.00 ,5199608
Charges - CTH,CTH CATHETER QUICKCROSS .014 150CM,$531.00 ,5199644
Charges - CTH,CTH CATHETER QUICKCROSS .018 150CM,$531.00 ,5199666
Charges - CTH,CTH CATHETER QUICKCROSS .035 150CM,$531.00 ,5199667
Charges - CTH,CTH CATHETER RCB 5FR EXPO,$56.00 ,5199605
Charges - CTH,CTH CATHETER RDC-A1 5FR,$87.00 ,5331314
Charges - CTH,CTH CATHETER SILVERHAWK ES PERIPHERAL,"$6,969.00 ",5326485
Charges - CTH,CTH CATHETER TIGER,$214.00 ,5199380
Charges - CTH,CTH CATHETER VIEWFLEX XTRA ICE FOR VIEWMATE ULTRAS,"$3,633.00 ",5333861
Charges - CTH,CTH CATHETER VIKING SOFT TIP 6FR QUAD COURNARD 5MM,$269.00 ,5333870
Charges - CTH,CTH CAUTERY ACCU-TEMP HIGH TEMP,$58.00 ,5199430
Charges - CTH,CTH CAUTERY HAND CONTROL,$13.00 ,5199780
Charges - CTH,CTH CEMENT BONE AND KYPHON MIXER,$649.00 ,5199718
Charges - CTH,CTH CENTERCROSS CTO CROSSING DEVICE,"$2,240.00 ",5314137
Charges - CTH,CTH CESSATION THERAPY CATH REMOVAL,"$2,469.00 ",5199471
Charges - CTH,CTH CHARGER BALLOON 150,$451.00 ,5199387
Charges - CTH,CTH CHARGER BALLOON 20 TO 100,$401.00 ,5199382
Charges - CTH,CTH CHARGER BALLOON 200,$525.00 ,5199388
Charges - CTH,CTH CHLORAPREP 26ML ORANGE,$25.00 ,5331477
Charges - CTH,CTH CL ANGIOGRAPHY PULMONARY,$180.00 ,5199701
Charges - CTH,CTH CL CARDIOPULMONARY RESUSCITATION,$396.00 ,5199959
Charges - CTH,CTH CL CARDIOVERSION ELECT/EXTERNAL,$593.00 ,5199957
Charges - CTH,CTH CL TILT TABLE PROCEDURE,$559.00 ,5264576
Charges - CTH,CTH CLEANSER SKIN & PERINEAL,$38.00 ,5199459
Charges - CTH,CTH CLOTRIEVER CATHETER ,"$4,844.00 ",5284728
Charges - CTH,CTH CLOTRIEVER SHEATH KIT ,"$1,608.00 ",5284729
Charges - CTH,CTH COIL AZUR DETACHABLE,"$1,944.00 ",5199905
Charges - CTH,CTH COIL TORNADO MWCE 35-5/3,$325.00 ,5199733
Charges - CTH,CTH COIL TORNADO MWCE 35-6/3,$347.00 ,5320918
Charges - CTH,CTH CON OPTIRAY 350 PER ML,$1.00 ,5199494
Charges - CTH,CTH CON VISIPAQUE 320 PER ML,$5.00 ,5199952
Charges - CTH,CTH CONNECTOR 5-IN-1 STRAIGHT STERILE,$3.00 ,5199492
