CDM,Description,Standard Charge,Surgery Center/Procedure Room Charge,L&D Charge,Supply Charge Range
2780001250,HB STENT COVERED VIABAHN 2.5CM GORE," $9,790.00 ",,,
2780001253,HB STENT CARDIAC CORDIS," $7,580.00 ",,,
2780001255,HB STENT CYPHER RX-ELUTING CORDIS," $7,330.00 ",,,
2780001261,HB CATH ATHERECTOMY CUTTER GTO," $4,920.00 ",,,
2780001265,HB ROTALINK ATHERECTOMY CATH BURR," $3,650.00 ",,,
2780001267,HB ROTALINK ATHERECTOMY ADVANCER, $670.00 ,,,
2780001268,HB CATH ARTHERECTOMY SCA-EX GRAFT GUIDANT," $4,170.00 ",,,
2780001269,HB CATH ARTHERECTOMY ATHEROCATH-BANTAM GUID," $4,320.00 ",,,
2780001271,HB CATH BALLN CUTTING FLEXTOME BSCI," $3,170.00 ",,,
2780001280,HB CATH GUIDE BMX COAXIAL BAYLIS, $600.00 ,,,
2780001282,HB STENT CARDIAC DRUG ELUT ION / TAXUS BSCI," $8,090.00 ",,,
2780001283,STENT XIENCE DRUG ELUT+DELIV SYST ABBOTT," $6,830.00 ",,,
2780001296,HB STENT XIENCE NANO DRUG ELUT+DELIV ABBOTT," $4,320.00 ",,,
2780001297,HB  STENT XIENCE PRIME DRUG ELUT+DELV ABBOTT," $5,420.00 ",,,
2780001537,HB CATH GUIDE VERIPATH ABBOTT, $300.00 ,,,
2780001597,HB CATH INFUSION TRANSIT CORDIS, $800.00 ,,,
2780001601,HB CATH IVUS VOLCANO EAGLE EYE," $2,250.00 ",,,
2780001602,HB CATH IVUS VOLCANO VISIONS," $2,920.00 ",,,
2780001603,HB CATH IVUS LIPISCAN INFRAREDX," $2,840.00 ",,,
2780001610,HB CATH MAESTRO MICROCATH MERIT, $990.00 ,,,
2780001611,HB CATH SOFTOUCH. JUDKINS MERIT, $50.00 ,,,
2780001625,HB GRIFKA VASC OCCLUS DEVICE COIL SYST COOK," $3,160.00 ",,,
2780001626,HB OCCLUS DEVICE NIT-OCCLUD COIL PFM MED," $2,920.00 ",,,
2780001651,HB CATH BALLN TPA SAILOR PLUS EV3, $500.00 ,,,
2780001675,HB  STENT ESOPH WALL COV+DELIV SYST BSCI," $8,500.00 ",,,
2780001795,HB CATH YUEH CENTESIS COOK, $70.00 ,,,
2780001817,HB CATH SWAN GANZ VIP EDWARDS, $440.00 ,,,
2780001860,HB CATH CV PACING TEMPORARY BARD, $400.00 ,,,
2780001861,HB CATH CV PACING TEMPORARY DIAG AVE, $240.00 ,,,
2780001872,HB CATH CORONARY DILAT TREK ABBOTT, $570.00 ,,,
2780002015,HB CLOSURE DEVICE QUICKSEAL VASC SUBQ BSCI, $990.00 ,,,
2780002018,HB CLOSURE DEVICE PERCLOSE ARTERY 6F ABBOTT, $700.00 ,,,
2780002020,HB HEMOSTATIC FEMOSTOP IMPRA BARD STJUDE, $370.00 ,,,
2780002101,HB CATH BALLN ACS," $1,000.00 ",,,
2780002109,HB CATH BALLN BS," $1,160.00 ",,,
2780002117,HB CATH IT ATHEROTOME CATHETER," $3,010.00 ",,,
2780002118,HB CATH ATHERECTOMY CTO FRONTRUNNER," $3,780.00 ",,,
2780002119,HB CATH BALLN INOUE-BALLOON TORAY," $7,330.00 ",,,
2780002121,HB CATH THROMECTOMY PRONTO VASC SOLN," $1,540.00 ",,,
2780002123,HB CATH ANGIO TORNUS ASAHI ABBOTT," $1,990.00 ",,,
2780002124,HB CATH THROMBECTOMY DIVER EV3," $1,700.00 ",,,
2780002126,HB CATH BALLN SUBMARINE PTA GUIDANT," $1,340.00 ",,,
2780002127,HB CATH BALLN PTA NANOCROSS EV3," $1,150.00 ",,,
2780002128,HB DEVICE THROMBECTOMY TEROTOLA ARROW," $1,910.00 ",,,
2780002129,HB INTRDCR SHEATH LASER PREFACE BIOSENSE, $500.00 ,,,
2780002131,HB DEVICE EMBOLC FILTERWIRE BSCI," $4,900.00 ",,,
2780002201,HB DEVICE EMBOLIC PROTECT SPIDERX EV3," $4,080.00 ",,,
2780002202,HB DEVICE EMBOLIC PROTECT PROXIS ST JUDE," $4,650.00 ",,,
2780002205,HB STENT BILIARY LIFESTENT VALEO EDWARDS," $3,670.00 ",,,
2780002206,HB STENT BILIARY FLEXSTAR </=100 EDWARDS," $4,500.00 ",,,
2780002207,HB STENT BILIARY FLEXSTAR 120 EDWARDS," $7,330.00 ",,,
2780002208,HB STENT BILIARY FLEXSTAR 150 EDWARDS," $8,000.00 ",,,
2780002209,HB STENT BILIARY LIFESTENT TURBO EDWARDS," $3,670.00 ",,,
2780002210,HB STENT BILIARY LIFESTENT XL EDWARDS," $3,670.00 ",,,
2780002302,HB CATH ATHERECTOMY FRONTRUNNER TRANSITIONL, $970.00 ,,,
2780002321,HB CATH DIAG CORDIS, $150.00 ,,,
2780002324,HB CATH DIAG ANGIO ROYAL FLUSH, $70.00 ,,,
2780002333,HB CATH BALLN ANGIO POLAR 0.014 BSCI," $2,670.00 ",,,
2780002334,HB CATH BALLN ANGIO POLAR 0.035 BSCI," $2,000.00 ",,,
2780002339,HB CATH GUIDE OUTBACK RE-ENTRY CORDISLUMEND," $6,770.00 ",,,
2780002341,HB CATH GUIDE VENTURE STJUDE," $2,170.00 ",,,
2780002351,HB CATH GUIDE TWIN PASS VASC SOLN," $1,090.00 ",,,
2780002358,HB CATH GUIDE GUIDELINER VASC SOLN," $1,320.00 ",,,
2780002361,HB CATH INF PULSE SPRAY ANGIODYNAMICS, $930.00 ,,,
2780002390,HB CATH GUIDE CPS AIM ST JUDE, $890.00 ,,,
2780002401,HB CATH LANGSTON DUAL LMN VASC SOLN, $430.00 ,,,
2780002501,HB MICROSNARE AMPLATZ GOOSENECK EV3, $390.00 ,,,
2780003000,HB CATH BALLN OCCLUSION COMMODORE," $2,910.00 ",,,
2780003002,HB CATH BALLN PTA AMPHIRION EV3," $1,140.00 ",,,
2780003005,HB CATH BALLN ANGIO PTA ATLAS OR PULM VIDA12-18 BARD," $1,090.00 ",,,
2780003019,HB CATH BALLN CUTTING ANGIOSOURCE," $2,920.00 ",,,
2780003020,HB CATH ANGIO CROSSER BARD FLOWCARDIA," $5,580.00 ",,,
2780003022,HB CATH BALLN CROSS SAIL GUIDANT, $770.00 ,,,
2780003023,HB CATH BALLN DILATION DETACHABLE," $2,410.00 ",,,
2780003024,HB CATH BALLN POWERSAIL GUIDANT, $770.00 ,,,
2780003025,HB CATH BALLN CORDIS, $840.00 ,,,
2780003046,HB CATH BALLN ENDEAVOR," $2,410.00 ",,,
2780003069,HB CATH BALLOON GOLD VALVE, $730.00 ,,,
2780003092,HB CATH BALLN DILAT 1LUMEN 5F, $840.00 ,,,
2780003101,HB CATH GUIDE ACS, $360.00 ,,,
2780003103,HB CATH GUIDE AVE, $30.00 ,,,
2780003105,HB CATH GUIDE BSCI, $200.00 ,,,
2780003107,HB CATH GUIDE CORDIS, $100.00 ,,,
2780003115,HB CATH BALLN DILAT BILI ENDO COOK, $210.00 ,,,
2780003121,HB CATH BALLN VOYAGER ABBOTT GUIDANT, $770.00 ,,,
2780003122,HB CATH PTA ABBOTT, $670.00 ,,,
2780003138,HB CATH BALLN ACE," $1,330.00 ",,,
2780003164,HB COIL IMPLANT PERIPHERAL VASC RUBY," $5,070.00 ",,,
2780003165,HB CATH GUIDE BALLN MERCI CONCENTRIC MED," $2,920.00 ",,,
2780003166,HB CATH GUIDE NEURON DELIVERY PENUMBRA," $1,650.00 ",,,
2780003167,HB CATH GUIDE NEURON REPERFUSION PENUMBRA," $3,500.00 ",,,
2780003168,HB CATH GUIDE NEURON SELECT PENUMBRA," $1,650.00 ",,,
2780003169,HB CATH GUIDE PX SLIM DELIVERY MICROCATH PENUMBRA," $1,650.00 ",,,
2780003230,HB CATH BALLN DILATION COOK, $810.00 ,,,
2780003253,HB CATH BALLN OCCLUS EQUINOX," $2,440.00 ",,,
2780003254,HB CATH BALLN OCCLUS EQUINOX MICRO," $2,000.00 ",,,
2780003276,HB CATH BALLN EXXL," $1,290.00 ",,,
2780003287,HB CATH BALLN ANGIO LV 20 3 100 DC," $1,890.00 ",,,
2780003300,HB CATH BALLN MARSHALL, $750.00 ,,,
2780003310,HB CATH BALLN ANGIO MAXI CORDIS," $1,550.00 ",,,
2780003315,HB CATH BALLN ANGIO MLD," $1,200.00 ",,,
2780003322,HB CATH BALLN OCCLUS LARGE BOSTON SCI, $800.00 ,,,
2780003323,HB CATH BALLN OCCLUS STANDARD BOSTON SCI, $170.00 ,,,
2780003325,HB CATH BALLN OCCLUS HYPERGLIDE EV3," $3,750.00 ",,,
2780003326,HB CATH BALLN OCCLUS HYPERFORM EV3," $3,750.00 ",,,
2780003327,HB CATH BALLN PTA EVERCROSS EV3, $450.00 ,,,
2780003340,HB CATH BALLN OPEN SAIL GUIDANT, $770.00 ,,,
2780003345,HB CATH BALLN OLBERT, $610.00 ,,,
2780003351,HB CATH BALLN ANGIO OLP, $710.00 ,,,
2780003368,HB CATH BALLN PTA OPTA PRO CORDIS, $870.00 ,,,
2780003370,HB CATH BALLN DILAT NEPHROSTOMY MICROVASIVE, $800.00 ,,,
2780003371,HB CATH BALLN DILAT NEPHROMAX BSCI, $970.00 ,,,
2780003380,HB CATH BALLN PTA POWERFLEX EXTREME CORDIS, $620.00 ,,,
2780003391,HB CATH BALLN PTA POWERFLEX P3 CORDIS, $580.00 ,,,
2780003404,HB CATH BALLN DELIV GATEWAY BOSTON SCI," $3,320.00 ",,,
2780003437,HB CATH BALLN RECTAL PRESSURE, $110.00 ,,,
2780003445,HB CATH BALLN PTA SLALOM CORDIS," $1,100.00 ",,,
2780003460,HB CATH BALLN PTA SAVVY CORDIS," $1,200.00 ",,,
2780003463,HB STENT BILIARY EXPRESS / LD BSCI," $4,650.00 ",,,
2780003470,HB CATH BALLN SENTRY BOSTON SCI," $2,570.00 ",,,
2780003483,HB CATH BALLN STG, $790.00 ,,,
2780003485,HB CATH BALLN ANGIO STERLING MONORAIL BSCI," $1,050.00 ",,,
2780003490,HB CATH EMBOLECTOMY FOGARTY BAXTER, $170.00 ,,,
2780003491,HB CATH EMBOLECTOMY LEMAITRE, $300.00 ,,,
2780003508,HB CATH BALLN SYMMETRY BOSTON SCI," $1,040.00 ",,,
2780003529,HB CATH BALLN TRIO 14," $1,330.00 ",,,
2780003553,HB CATH BALLN ULTRA THIN DIAMOND BSCI, $520.00 ,,,
2780003560,HB CATH BALLN VIPER," $1,530.00 ",,,
2780003564,HB CATH BALLN PTA PROFILER ANGIODYNAMICS, $980.00 ,,,
2780003565,HB CATH BALLN PTA WORKHORSE ANGIODYNAMICS, $390.00 ,,,
2780003566,HB CATH BALLN ANGIO PTA CONQUEST BARD, $600.00 ,,,
2780003567,HB CATH BALLN PTA BIB NUMED," $2,170.00 ",,,
2780003575,HB CATH BALLN ANGIO XXL BOSTON SCI," $1,020.00 ",,,
2780003720,HB STENT SYMPHONY SMALL NONCOV WO DELIV," $4,480.00 ",,,
2780003721,HB STENT SYMPHONY LARGE NONCOV WO DELIV," $6,260.00 ",,,
2780003735,HB STENT TRACHEOBRONCH FLUENCY BARD," $6,170.00 ",,,
2780005101,HB CATH CV EP WEBSTER+CONNCTR<19 BIOSENSE," $2,180.00 ",,,
2780005103,HB CATH CV EP SPIRAL<19ELECTRODE STJUDE," $2,850.00 ",,,
2780005104,HB CATH CV EP VECTORCATH<19 CATHEFFECTS," $5,630.00 ",,,
2780005105,HB CATH CV EP DECA 7F<19ELECTRODES," $1,390.00 ",,,
2780005107,HB CATH CV EP DECA 6F<19ELECTRODES," $1,460.00 ",,,
2780005109,HB CATH CV EP OCTA 6F<19ELECTRODES, $800.00 ,,,
2780005111,HB CATH CV EP 2/8  <19ELECTRODES," $1,560.00 ",,,
2780005113,HB CATH CV EP 2/2  <19ELECTRODES," $1,710.00 ",,,
2780005115,HB CATH CV EP HEX<19ELECTRODES, $550.00 ,,,
2780005117,HB CATH CV EP QUAD <19ELECTRODES, $570.00 ,,,
2780005120,HB IABP CATH SENSATION DATASCOPE," $3,270.00 ",,,
2780005129,HB CATH CV EP 2/2  >20ELECTRODES," $1,750.00 ",,,
2780005131,HB CATH CV EP 2/8  >20ELECTRODES," $4,540.00 ",,,
2780005133,HB CATH CV EPS DIAG ABLAT QUAD MED 7F," $2,450.00 ",,,
2780005135,HB CATH CV EPS DIAG ABLAT QUAD XLSU CRL7F," $2,470.00 ",,,
2780005137,HB CATH CV EPS DIAG ABLAT QUAD LGCRL 7F," $2,450.00 ",,,
2780005140,HB IABP CATH MEGA DATASCOPE," $3,050.00 ",,,
2780005141,HB CATH EP ABLAT NAVISTAR BIOSENSE," $7,660.00 ",,,
2780005142,HB CATH EP ABLAT NAVISTAR DS BIOSENSE," $7,660.00 ",,,
2780005143,HB CATH ABLAT THERMOCOOL RMT BIOSENSE," $8,840.00 ",,,
2780005144,HB IABP CATH FIDELITY DATASCOPE," $2,690.00 ",,,
2780005145,HB CATH CV EP OPTIMA PLUS >20ELECTR STJUDE," $4,660.00 ",,,
2780005146,HB CATH CV EP LASSO 10POLE<19ELECT BIOSENSE," $3,650.00 ",,,
2780005147,HB CATH CV EP NVSTR WEBSTER<19 BIOSENSE," $1,080.00 ",,,
2780005148,HB CATH EP MAPPING HALO REPROCESSED, $970.00 ,,,
2780005150,HB CATH CV EP PATHFINDER<19ELECTROD CARDIMA," $3,420.00 ",,,
2780005151,HB CATH ECHO ACUNAV INTRACARD SIEMEN BIOSEN," $9,330.00 ",,,
2780005153,HB CATH EP ABLAT CARTO NAVISTAR QWIKSTAR 4," $7,660.00 ",,,
2780005154,HB CATH EP ABLAT CARTO NAVISTAR QWIKSTAR 8," $8,160.00 ",,,
2780005159,HB CATH CV EP LASSO 20POLE >20ELEC BIOSENSE," $3,650.00 ",,,
2780005160,HB CATH CV EP<19ELECTRODES ARROW, $840.00 ,,,
2780005161,HB CATH EP ABLAT NVSTR CELSIUS DF OTH BWEB," $2,170.00 ",,,
2780005162,HB CATH EP ABLAT NVSTR CELSIUS DS OTH BWEB," $3,170.00 ",,,
2780005163,HB CATH EP CARTO NVSTR CELSIUS II OTH BWEB," $2,470.00 ",,,
2780005164,HB CATH CV EP CARTO NVSTR WBSTR<19 BIOSENSE, $900.00 ,,,
2780005165,HB CATH EP ABLAT EZ STEER BI-DIRCT OTH BWEB," $4,710.00 ",,,
2780005166,HB CATH EP ABLAT CARTO NVSTR THERMISTORBWEB," $6,000.00 ",,,
2780005167,HB CATH EP ABLAT EZ STEER DS BI-DIR OTHBWEB," $4,710.00 ",,,
2780005168,HB CATH EP ABLAT CELSIUS RMT OTHER BWEB," $4,170.00 ",,,
2780005170,HB CATH EP ABLATION SAFIRE OTHER STJUDE," $2,000.00 ",,,
2780005171,HB CATH CV EP<19 INQUIRY LUMACATH BSCI," $2,500.00 ",,,
2780005172,HB CATH CV EP<19 POLARIS DX BSCI," $1,090.00 ",,,
2780005180,HB CATH EP MAPPING ENSITE ST JUDE," $8,660.00 ",,,
2780005183,HB CATH EP ABLAT THERAPY COOL PATH STJUDE," $4,000.00 ",,,
2780005184,HB CATH EP ABLAT CHILLI COOLED BSCI," $5,630.00 ",,,
2780005190,HB CATH EP ABLAT BLAZER STD OTHER BSCI," $2,200.00 ",,,
2780005191,HB CATH EP ABLAT BLAZER II OTHER BSCI," $2,550.00 ",,,
2780005200,HB CATH CV EP LIVEWIRE STEERABLE <19 STJUDE," $2,990.00 ",,,
2780005223,HB CATH EP MAPPING CONSTELLATION BSCI," $10,000.00 ",,,
2780005240,HB CATH EP ABLAT LIVEWIRE TC OTHER STJUDE," $1,670.00 ",,,
2780005241,HB CATH GUIDE CPS LIVEWIRE LUMINARY STJUDE," $2,990.00 ",,,
2780005242,HB CATH CV EP LIVEWIRE CANNULATOR<19 STJUDE," $2,990.00 ",,,
2780005243,HB CATH CV EP LIVEWIRE DUO-DECA>20 STJUDE," $4,500.00 ",,,
2780005410,HB CATH BILIARY FOG DRAIN, $260.00 ,,,
2780005462,HB CATH DIALYSIS TEMP NIAGARA BARD, $450.00 ,,,
2780005463,HB CATH DIALYSIS EQUISTREAM LONG TERM BARD," $1,000.00 ",,,
2780005464,HB CATH DIALYSIS LONG PALINDROME KENDALL," $2,370.00 ",,,
2780005480,HB CATH QUINTON, $450.00 ,,,
2780005510,HB CATH TPN COOK, $270.00 ,,,
2780006046,HB CATH ANGIOGRAPHIC PIGTAIL, $60.00 ,,,
2780006069,HB CATH ANGIOJET 110," $2,540.00 ",,,
2780006070,HB CATH ANGIOJET 60," $1,500.00 ",,,
2780006071,HB CATH ANGIOJET F105," $2,540.00 ",,,
2780006073,HB CATH ANGIOJET XMI POSSIS," $5,730.00 ",,,
2780006074,HB CATH ANGIOJET AVX POSSIS," $1,340.00 ",,,
2780006075,HB CATH THROMBECTOMY ANGIOJET POSSIS," $5,170.00 ",,,
2780006076,HB CATH ANGIOJET XVG POSSIS," $4,420.00 ",,,
2780006077,HB CATH THROMBECT CLOT SEPARATOR PENUMBRA," $7,330.00 ",,,
2780006092,HB CATH DRAIN APD J TIP, $270.00 ,,,
2780006115,HB CATH GUIDE BERENSTEIN, $700.00 ,,,
2780006116,HB CATH GUIDE BALLN OUTREACH DAC CMED," $3,150.00 ",,,
2780006138,HB CATH DRAIN FLEXIMA APD BSCI, $270.00 ,,,
2780006139,HB CATH DRAIN FLEXIMA BILIARY BOSTON SCI, $270.00 ,,,
2780006140,HB CATH DRAIN BILIARY MACLOC COOK, $310.00 ,,,
2780006141,HB CATH BILIARY SILICONE BENTEC, $240.00 ,,,
2780006185,HB CATH CV HICKMAN BARD, $550.00 ,,,
2780006187,HB CATH CV DBL COOK ARROW, $300.00 ,,,
2780006188,HB CATH CV SGL COOK ARROW, $170.00 ,,,
2780006207,HB CATH CORONARY ATHERECTOMY," $3,780.00 ",,,
2780006240,HB CATH INFUSION CV 4LUMEN, $280.00 ,,,
2780006245,HB CATH INFUSION CV 3LUMEN, $350.00 ,,,
2780006246,HB CATH INFUSION LYSUS EKOS," $7,150.00 ",,,
2780006276,HB CATH DRAIN DAWSON MUELLER/COPE COOK, $250.00 ,,,
2780006344,HB  CATH IVUS STJUDE," $2,170.00 ",,,
2780006345,HB CATH DRAIN PIGTAIL MINI, $490.00 ,,,
2780006346,HB CATH DRAIN FLEXIMA APD BOSTON SCI, $250.00 ,,,
2780006347,HB CATH DRAIN SACKS," $1,030.00 ",,,
2780006348,HB CATH DRAIN MPA COOK, $300.00 ,,,
2780006349,HB CATH DRAIN URESIL COOK, $240.00 ,,,
2780006414,HB CATH GUIDECATH ENVOY CORDIS, $890.00 ,,,
2780006415,HB CATH GUIDECATH ENVOY RX CORDIS," $1,230.00 ",,,
2780006437,HB CATH EXCELSIOR SL10 BSCI," $2,030.00 ",,,
2780006438,HB CATH EXCELSIOR 1018 BSCI," $1,490.00 ",,,
2780006470,HB CATH BALLN ANGIO FASTEALTH BSCI," $2,420.00 ",,,
2780006483,HB CATH GUIDE FASTRACKER BSCI," $1,240.00 ",,,
2780006510,HB CATH GLIDEX, $970.00 ,,,
2780006540,HB CATH GUIDE HD, $90.00 ,,,
2780006575,HB CATH GUIDECATH VISTA BRITE TIP CORDIS, $180.00 ,,,
2780006620,HB  CATH INFUSION, $660.00 ,,,
2780006621,HB CATH INFUSION MAGIC BALT," $1,230.00 ",,,
2780006622,HB CATH INFUSION VALVED 4F, $300.00 ,,,
2780006623,HB CATH INFUSION VALVED 5F, $300.00 ,,,
2780006624,HB CATH INFUSION CORONARY AU MARK, $430.00 ,,,
2780006625,HB CATH THROMBLYTIC TRELLIS BACCHUS," $5,170.00 ",,,
2780006626,HB CATH INFUSION TRULINE EV3, $390.00 ,,,
2780006635,HB CATH GUIDECATH VISTA BRITE IG CORDIS, $390.00 ,,,
2780006636,HB CATH GUIDECATH CONTRALAT CORDIS, $220.00 ,,,
2780006640,HB CATH URODYNAMIC JOSEPH 2LUMEN COOK, $60.00 ,,,
2780006670,HB CATH GUIDECATH LUMAX COOK, $480.00 ,,,
2780006714,HB CATH GUIDE MICROCATH ECHELON EV3," $1,800.00 ",,,
2780006715,HB CATH MICROCATH MARATHON EV3," $1,770.00 ",,,
2780006768,HB CATH MICROCATH ULTRAFLOW EV3," $1,420.00 ",,,
2780006783,HB CATH MPD COOK, $360.00 ,,,
2780006805,HB CATH MULTIPURPOSE 6F 90CM, $720.00 ,,,
2780006806,HB CATH DRAIN MULTIPURPOSE J TIP, $180.00 ,,,
2780006807,HB CATH DRAIN MULTIPURPOSE MACLOC COOK, $300.00 ,,,
2780006851,HB CATH NEPHROSTOMY, $60.00 ,,,
2780006852,HB CATH DRAIN NEPHROSTOMY SKATER MDTECH, $290.00 ,,,
2780006853,HB CATH DRAIN APD SKATER MDTECH, $200.00 ,,,
2780006897,HB CATH GUIDE ANGIODYNAMICS MDTR/MIS, $60.00 ,,,
2780006943,HB CLOSURE DEVICE ARTERY PERCLOSE ABBOTT, $750.00 ,,,
2780006944,HB CLOSURE DEVICE ARTERY PROSTAR XL ABBOTT," $1,000.00 ",,,
2780006946,HB CLOSURE DEVICE ANGIOSEAL STJUDE, $770.00 ,,,
2780006989,HB CATH PROWLER STRAIGHT CORDIS," $2,070.00 ",,,
2780006990,HB CATH PROWLER CORDIS," $2,020.00 ",,,
2780006991,HB CATH PROWLER PLUS," $1,200.00 ",,,
2780007035,HB CATH RAPIDTRANSIT 1 MARKER CORDIS," $1,790.00 ",,,
2780007036,HB CATH RAPIDTRANSIT 2 MARKERS CORDIS," $1,890.00 ",,,
2780007104,HB CATH RENEGADE STC 18 ANGLED BSCI," $1,320.00 ",,,
2780007105,HB CATH RENEGADE STC 18 STRAIGHT BSCI," $1,270.00 ",,,
2780007106,HB CATH RENEGADE FIBER BSCI," $1,230.00 ",,,
2780007107,HB CATH RENEGADE HIFLO BSCI," $1,150.00 ",,,
2780007108,HB CATH RENEGADE HIFLO NEURO BSCI," $2,090.00 ",,,
2780007114,HB CATH BALLN MAVERICK BSCI, $890.00 ,,,
2780007150,HB CATH ANGIO SLIPCATH COOK, $100.00 ,,,
2780007183,HB CATH ANGIO SOS OMNI ANGIODYNAMICS, $80.00 ,,,
2780007196,HB CATH SPINNAKER ELITE BOSTON SCI," $1,250.00 ",,,
2780007219,HB CATH HEMODIALYSIS/PERITONEAL LONGTERM KAND," $1,190.00 ",,,
2780007243,HB CATH ANGIO ROYAL FLUSH COOK, $100.00 ,,,
2780007245,HB CATH ANGIO ROYAL FLUSH PLUS COOK, $160.00 ,,,
2780007288,HB CATH DRAIN SUMP LOCKING LOOP COOK, $380.00 ,,,
2780007289,HB CATH DRAIN VANSONNENBERG SUMP BOSTON SCI, $550.00 ,,,
2780007290,HB CATH DRAIN MALECOT COOK, $190.00 ,,,
2780007472,HB CATH INFUSION UNIFUSE, $660.00 ,,,
2780007495,HB CATH URETERAL URODYNAMIC, $80.00 ,,,
2780007496,HB CATH URETERAL URODYNAMIC 2LUMEN, $90.00 ,,,
2780007541,HB CATH VESSEL SIZING COOK, $100.00 ,,,
2780007565,HB CATH GUIDE VINUELA COOK, $60.00 ,,,
2780007569,HB CATH ANGIO XXXL," $1,220.00 ",,,
2780007571,HB CATH ANGIO LASER ELITE SPECTRANETICS," $7,580.00 ",,,
2780007574,HB CATH ANGIO LASER ELCA EXIMER SPECTRA," $7,980.00 ",,,
2780007581,HB CATH GUIDE QUICKCROSS SPECTRANTICS, $530.00 ,,,
2780007582,HB CATH GUIDE TURBO SPECTRANETICS," $5,000.00 ",,,
2780007588,HB CEMENT BONE SIMPLEX STRYKER, $290.00 ,,,
2780007595,HB TISSUE MARKER MICROMARK II ETHICON, $410.00 ,,,
2780007596,HB TISSUE MARKER BREAST SENORX, $290.00 ,,,
2780007597,HB TISSUE LOC&EXCIS SENOMARK SENORX, $340.00 ,,,
2780007598,HB TISSUE MARKER ULTRACLIP II INRAD, $250.00 ,,,
2780007611,HB CATH ANGIO CLOT BUSTER 7F 75CM," $2,200.00 ",,,
2780007613,HB CATH ANGIO SILVERHAWK FOXHOLLOW EV3," $10,980.00 ",,,
2780007621,HB COIL EMBO NXT MULTIDIAM EV3," $2,210.00 ",,,
2780007622,HB COIL EMBO NXT HELIX STD FBR EV3," $2,410.00 ",,,
2780007623,HB COIL EMBO NEXUS HELIX SUPRSFT EV3," $3,110.00 ",,,
2780007624,HB COIL EMBO NEXUS MULTIDIAM CSR EV3," $3,040.00 ",,,
2780007625,HB COIL COIL EMBO NXT NEXUS TETRIS 3D EV3," $2,720.00 ",,,
2780007626,HB COIL EMBO NEXUS TETRIS 3D CSR EV3," $3,530.00 ",,,
2780007627,HB COIL EMBO NXT HELIX STD 18 EV3," $2,310.00 ",,,
2780007640,HB COIL EMBO TRUFILL DCS ORBIT HELICAL CORD," $1,420.00 ",,,
2780007641,HB COIL EMBO TRUFILL DCS ORBIT COMPLX CORD," $3,080.00 ",,,
2780007642,HB COIL EMBOLIZ ORBIT HELICAL FILL CORDIS," $1,990.00 ",,,
2780007643,HB COIL EMBO TRUFILL DCS ORBIT MINI CORDIS," $3,080.00 ",,,
2780007656,HB COIL EMBOLIZ GDC 10 STANDARD BSCI," $1,680.00 ",,,
2780007657,HB COIL EMBOLIZ GDC 18 BSCI," $2,510.00 ",,,
2780007658,HB COIL EMBOLIZ GDC 10 ULTRASOFT BSCI," $3,050.00 ",,,
2780007659,HB COIL EMBOLIZ GDC 10 SOFT SR BSCI," $2,590.00 ",,,
2780007660,HB COIL EMBOLIZ GDC 10 SOFT BSCI," $1,660.00 ",,,
2780007661,HB COIL EMBOLIZ GDC 10 2D BSCI," $2,720.00 ",,,
2780007662,HB COIL EMBOLIZ GDC 10 2D SOFT SR BSCI," $2,840.00 ",,,
2780007663,HB COIL EMBOLIZ GDC 18 2D BSCI," $2,230.00 ",,,
2780007664,HB COIL EMBOLIZ GDC 18 SOFT BSCI," $1,770.00 ",,,
2780007665,HB COIL EMBOLIZ GDC 18 FIBERED BSCI," $2,790.00 ",,,
2780007666,HB COIL EMBOLIZ GDC 4-5 3D," $4,440.00 ",,,
2780007667,HB COIL EMBOLIZ GDC 18 3D BSCI," $3,640.00 ",,,
2780007668,HB COIL EMBOLIZ GDC 10-14 3D," $4,700.00 ",,,
2780007669,HB COIL EMBOLIZ GDC 16-20 3D," $4,880.00 ",,,
2780007670,HB COIL EMBOLIZ GDC TRACKER 10," $1,660.00 ",,,
2780007671,HB COIL EMBOLIZ GDC TRACKER 18," $1,660.00 ",,,
2780007676,HB COIL EMBOLIZ GDC 10 3D BSCI," $3,640.00 ",,,
2780007677,HB COIL EMBOLIZ GDC 10 360 SR BSCI," $5,250.00 ",,,
2780007678,HB COIL EMBOLIZ GDC 18 360 BSCI," $4,590.00 ",,,
2780007702,HB COIL EMBOLIZ LIQUID BERENSTEIN BSCI, $310.00 ,,,
2780007705,HB COIL PLATINUM 18 TARGET BSCI, $970.00 ,,,
2780007712,HB COIL SPHERICAL," $3,270.00 ",,,
2780007718,HB COIL SPRING, $270.00 ,,,
2780007725,HB COIL EMBO TORNADO PLAT COOK, $420.00 ,,,
2780007751,HB COIL EMBO MATRIX2 360 BSCI," $6,350.00 ",,,
2780007752,HB COIL EMBO MATRIX2 HELICAL  BSCI," $5,140.00 ",,,
2780007753,HB COIL EMBO MATRIX2 2D BSCI," $4,160.00 ",,,
2780007755,HB COIL EMBO MATRIX 3D BSCI," $6,350.00 ",,,
2780007756,HB COIL EMBO MATRIX BSCI," $4,000.00 ",,,
2780007760,HB COIL EMBO HYDROCOIL 10 MICRPLX MICV TERU," $2,840.00 ",,,
2780007761,HB COIL EMBO HYDROCOIL 14 MICROVENT TERUMO," $4,950.00 ",,,
