CDM,Description,Standard Charge,Surgery Center/Procedure Room Charge,L&D Charge,Supply Charge Range
7614899900,HB  PANCREAS UNLISTED / ABLATION," $1,468.00 ",,,
7614908000,HB PARACENTESIS ABDOM INITIAL," $1,190.00 ",,,
7614908200,HB  PARACENTESIS ABDOM WO IMAGING," $1,190.00 ",,,
7614908300,HB  PARACENTESIS ABDOM + IMAGING," $1,190.00 ",,,
7614908400,HB  PERITONEAL LAVAGE +/- IMAGING," $1,190.00 ",,,
7614918000,HB  NEEDLE BIOPSY ABDOMINAL MASS," $2,130.00 ",,,
7614918500,HB FLUID COLLECT SCLEROTHERAPY WITH IMAGE GUIDANCE S&I," $3,340.00 ",,,
7614940000,HB  PERITONEOGRAM INJECTION, $150.00 ,,,
7614940500,HB CATH DRAIN FLUID VISCERAL PERCUTANEOUS," $4,400.00 ",,,
7614940600,HB CATH DRAIN FLUID PERITONEAL/RETROPERITONEAL PERCUTANEOUS," $4,400.00 ",,,
7614940700,HB CATH DRAIN FLUID PERITONEAL/RETROPERITONEAL TRANSVAGINA/TRANSRECTAL," $4,400.00 ",,,
7614941800,HB  IP CATH TUNNELLED PERQ INSERT," $2,569.00 ",,,
7614941900,HB  INSERT INTRAPERITONL CATH+PORT," $3,047.00 ",,,
7614942100,HB  CATH PLACE INTRAPERITONL PERM," $6,650.00 ",,,
7614942200,HB  CATH REMOVE INTRAPERITONL PERM," $1,914.00 ",,,
7614942300,HB  CATH CHANGE ABSCESS DRAIN," $2,268.00 ",,,
7614942400,HB  ABSCESSOGRAM INJECTION, $434.00 ,,,
7614942700,HB  PERITONEAL-VENOUS SHUNT EVAL INJECTION, $150.00 ,,,
7614944000,HB  GASTROSTOMY TUBE PLACE +FLUORO," $1,930.00 ",,,
7614944100,HB  DUODEN/JEJUNOSTOMY PERQ+FLUORO," $1,117.00 ",,,
7614944200,HB  CECOSTOMY/COLON TUB PERQ+FLUOR," $1,930.00 ",,,
7614944600,HB  CONVERT G-TUBE TO GJ-TUBE +FL," $1,930.00 ",,,
7614945000,HB  GASTROSTOMY /CECOSTMY CHG +FL, $910.00 ,,,
7614945100,HB  DUODEN/JEJUNOSTOMY CHG+FLUORO, $757.00 ,,,
7614945200,HB  GJ TUBE CHANGE +FLUORO," $1,030.00 ",,,
7614946000,HB REMOV GI OBSTRC BY MECH FLUORO, $644.00 ,,,
7614946500,HB  GI TUBE CHECK, $275.00 ,,,
7614999900,HB ABLAT ADB PERITONEUM OMENT LSN," $2,600.00 ",,,
7614999901,HB INSERT CATH STOMA ILEO POUCH," $2,600.00 ",,,
7615020000,HB  NEEDLE BIOPSY KIDNEY," $2,130.00 ",,,
7615038200,HB  REMOV/REPLC URETERAL STENT," $2,827.00 ",,,
7615038400,HB  REMOVE URETERAL STENT," $2,312.00 ",,,
7615038500,HB  CHANGE URETER STENT TRANSURETH," $4,180.00 ",,,
7615038600,HB  REMOVE URETER STENT TRANSURETH," $1,610.00 ",,,
7615038700,HB  REMOV/REPLC URETERAL STENT EXT," $1,366.00 ",,,
7615038900,HB  REMOVE NEPHROSTOMY TUBE, $728.00 ,,,
7615039000,HB  INJ / ASPIR RENAL CYST /PELVIS," $2,130.00 ",,,
7615039050,HB PYELOGRAM ANTEGRADE BILAT INJ," $4,260.00 ",,,
7615039500,HB  NEPHROSTOMY DILATION," $2,171.00 ",,,
7615039550,HB NEPHROSTOMY DILATION BILAT," $4,066.00 ",,,
7615039600,HB  MANOMETRIC STUDY NEPHROSTOMY, $174.00 ,,,
7615043000,HB NEPHROSTOGRAM INJECTION WITH IMAGE GUIDANCE NEW ACCESS," $1,860.00 ",,,
7615043100,HB NEPHROSTOGRAM INJECTION WITH IMAGE GUIDANCE EXISTING ACCESS," $1,860.00 ",,,
7615043200,HB NEPHROSTOMY PLACEMENT WITH IMAGE GUIDANCE S&I," $5,440.00 ",,,
7615043300,HB NEPHROSTOMY PLACEMENT WITH IMAGE GUIDANCE S&I NEW ACCESS," $5,440.00 ",,,
7615043400,HB NEPHROSTOMY CONVERT WITH IMAGE GUIDANCE S&I," $1,860.00 ",,,
7615043500,HB NEPHROSTOMY EXCHANGE WITH IMAGE GUIDANCE S&I," $1,860.00 ",,,
7615046300,HB HOSPITAL OUTPATIENT CLINIC ASSESSMENT & MANAGEMENT, $250.00 ,,,
7615059200,HB  RF ABLATION RENAL TUMOR(S)," $10,340.00 ",,,
7615059300,HB  CRYOABLATION RENAL TUMOR UNI," $6,699.00 ",,,
7615059350,HB CRYOABLATION RENAL TUMOR BI," $13,397.00 ",,,
7615060600,HB ENDOUMINAL BIOPSY WITH IMAGE GUIDANCE S&I," $5,340.00 ",,,
7615068400,HB  URETEROGRAM INJECTION, $150.00 ,,,
7615068450,HB URETEROGRAM BILAT INJECTION, $300.00 ,,,
7615068600,HB  MANOMETRIC STUDY URETEROSTOMY, $164.00 ,,,
7615068800,HB URETEROSTOMY TUBE CHANGE," $2,110.00 ",,,
7615068850,HB URETEROSTOMY TUBE CHANGE BILAT," $2,519.00 ",,,
7615069000,HB  LOOPOGRAM INJECTION, $150.00 ,,,
7615069300,HB URETERAL STENT PLACEMENT WITH IMAGE GUIDANCE S&I," $7,950.00 ",,,
7615069400,HB URETERAL STENT PLACEMENT WITH IMAGE GUIDANCE S&I NEW ACCESS WO SEP," $7,950.00 ",,,
7615069500,HB URETERAL STENT PLACEMENT WITH IMAGE GUIDANCE S&I NEW ACCESS W SEP," $7,950.00 ",,,
7615070500,HB URETERAL EMBOLIZATION WITH IMAGE GUIDANCE S&I," $4,875.00 ",,,
7615070600,HB URETERAL BALLN DILATION WITH IMAGE GUIDANCE S&I," $4,595.00 ",,,
7615094700,HB  LAP URETERONEOCYSTOTOMY+ STENT," $3,966.00 ",,,
7615110000,HB  SUPRAPUBIC ASPIR BY NEEDLE, $440.00 ,,,
7615110200,HB SUPRAPUBIC ASPIR  INSERT," $2,110.00 ",,,
7615160000,HB  CYSTOGRAM / VCUG INJECTION, $656.00 ,,,
7615161000,HB  RETROGRADE URETHROCYSTOGRM INJ, $541.00 ,,,
7615170000,HB  BLADDER IRRIGATION LAVAGE SIMPLE, $258.00 ,,,
7615170100,HB CATHETERIZATION BLADDER STRAIGHT, $170.00 ,,,
7615170200,HB CATHETERIZATION BLADDER FOLEY SIMPLE, $240.00 ,,,
7615170300,HB CATHETERIZATION BLADDER FOLEY COMPLEX, $480.00 ,,,
7615170500,HB  CYSTOSTOMY TUBE CHANGE, $291.00 ,,,
7615171000,HB  CHANGE CYSTOSTOMY TUBE COMPLEX, $839.00 ,,,
7615172500,HB  CYSTOMETROGRAM SIMPLE, $430.00 ,,,
7615179800,HB US MEASURE POSTVOID RES URINE/BLADDERCAP, $125.00 ,,,
7615200000,HB  CYSTOURETHROSCOPY," $1,610.00 ",,,
7615200100,HB  CYSTOURETHROSCOPY+IRRIGATION+CLOT EXTRACTION," $1,610.00 ",,,
7615200500,HB  CYSTOURETHROSCOPY+URETER CATH," $5,750.00 ",,,
7615201000,HB  VASOGRAM INJECT + CYSTOSCOPY," $1,610.00 ",,,
7615220400,HB  CYSTOURETHROSCOPY+BIOPSY," $2,653.00 ",,,
7615228100,HB  CYSTOURETHROSCOPY+CALIBRATION+/-DILAT," $4,080.00 ",,,
7615231500,HB  CYSTOURETHEROSCOPY+FB REMOVE COMPLEX," $2,171.00 ",,,
7615233200,HB  CYSTOURETHROSCOPY+STENT," $9,440.00 ",,,
7615235400,HB  CYSTO + BIOPSY URETER," $2,171.00 ",,,
7615326000,HB  EXCISE POLYP URETHRA DISTAL," $2,920.00 ",,,
7615360000,HB DILATE URETHRAL STRICTURE MALE INITIAL, $750.00 ,,,
7615360100,HB  DILATE URETHRAL STRICTURE MALE SUBSQ, $260.00 ,,,
7615366000,HB  DILATE URETHRA FEMALE+SUPPOSITORY INITL, $160.00 ,,,
7615366100,HB  DILATE URETHRA FEMALE+SUPPOSITORY SUBSQ, $156.00 ,,,
7615389900,HB RENAL ABLATION PROCEDURE, $240.00 ,,,
7615400000,HB  PREPUCE SLITTING DORSAL/LAT NEWBORN," $4,420.00 ",,,
7615400100,HB  PREPUCE SLITTING DORSAL/LAT NOT NEWBORN," $2,880.00 ",,,
7615405000,HB PENIS LESION DESTRUCT SIMPLE CHEM, $375.00 ,,,
7615405500,HB  PENIS LESION DESTRUCT SIMPLE ELCTRDSC," $1,683.00 ",,,
7615405600,HB PENIS LESION DESTRUCT SIMPLE CRYO, $200.00 ,,,
7615405700,HB  PENIS LESION DESTRUCT SIMPLE LASER," $1,683.00 ",,,
7615406000,HB  PENIS LESION DESTRUCT SIMPLE SURG EXCISN," $2,673.00 ",,,
7615406500,HB  PENIS LESION DESTRUCT EXTENSIVE," $1,683.00 ",,,
7615410000,HB  PENIS BIOPSY," $2,330.00 ",,,
7615415000,HB  CIRCUMCISION CLAMP NEWBORN," $3,280.00 ",,,
7615422000,HB  CORPORA CAVERNOSA PRIAPISM IRRIGATION, $440.00 ,,,
7615423000,HB  CORPORA CAVERNOSOGRAM INJECTN, $192.00 ,,,
7615423500,HB  CORPORA CAVERNOSA PRIAPISM  INJECTION, $248.00 ,,,
7615442000,HB CORPORA CAVERNOSA PRIAPISM OPERATION UNI OR BILAT," $5,750.00 ",,,
7615443000,HB CORPORA CAVERNOSA-CORPUS SPONGIOSUM SHUNT PRIAPISM UL," $9,470.00 ",,,
7615443700,HB TRAUMATIC CORPOREAL TEAR(S) REPAIR," $5,340.00 ",,,
7615445000,HB FORESKIN MANIPULATION," $2,760.00 ",,,
7615450000,HB  NEEDLE BIOPS TESTIS SEP PROC," $2,068.00 ",,,
7615510000,HB I&D SCROTAL WALL ABSCESS," $1,590.00 ",,,
7615525000,HB  VASECTOMY UNILATERAL OR BILATERAL," $1,930.00 ",,,
7615570000,HB NEEDLE BIOPSY PROSTATE," $2,110.00 ",,,
7615640500,HB  I&D VULVA PERINEAL ABSCESS, $739.00 ,,,
7615642000,HB  I&D BARTHOLIN GLAND ABSCESS, $443.00 ,,,
7615644000,HB MARSUPIALIZATN BARTHOLN GLAND CYST," $7,950.00 ",,,
7615650100,HB  VULVAR LESION DESTRUCTION SIMPLE," $1,700.00 ",,,
7615651500,HB VULVAR LESION DESTRUCTN EXTENSIVE," $1,891.00 ",,,
7615660500,HB  VULVA PERINEUM BIOPSY 1ST LSN, $515.00 ,,,
7615660600,HB  VULVA PERINEUM BIOPSY EA ADDL, $250.00 ,,,
7615682000,HB  COLPOSCOPY VULVA, $210.00 ,,,
7615682100,HB COLPOSCOPY VULVA, $355.00 ,,,
7615702000,HB  COLPOCENTESIS, $730.00 ,,,
7615706100,HB DESTRUCT VAGINAL LESION SIMPLE," $2,675.00 ",,,
7615706500,HB  DESTRUCT VAGINAL LESION EXTENSIVE," $2,632.00 ",,,
7615710000,HB  BIOPSY VAGINAL MUCOSA SIMPLE," $1,550.00 ",,,
7615710500,HB  BIOPSY VAGINAL MUCOSA EXTENSIVE," $2,900.00 ",,,
7615713000,HB VAGINAL SEPTUM EXCISION," $6,500.00 ",,,
7615713500,HB VAGINAL CYST OR TUMOR EXCISION," $4,970.00 ",,,
7615715000,HB  VAGINA IRRIGATION +/ -APPLY MED, $135.00 ,,,
7615716000,HB PESSARY FITTING & INSERT REMOVE, $195.00 ,,,
7615717000,HB DIAPHRAGM OR CERVICAL CAP FIT, $195.00 ,,,
7615718000,HB  INTRODUCE HEMOSTATIC AGENT VAGINA NON-OB, $380.00 ,,,
7615741000,HB PELVIC EXAM UNDER ANESTHESIA," $2,675.00 ",,,
7615741500,HB VAGINAL FB REMOVE," $2,675.00 ",,,
7615742000,HB COLPOSCOPY VAGINA W CERVIX IF PRSNT, $970.00 ,,,
7615742100,HB COLPOSCOPY VAGINA W CERVIX IF PRSNT+BIOPSY," $2,330.00 ",,,
7615745200,HB COLPOSCOPY CERVIX&VAG, $516.00 ,,,
7615745400,HB  COLPOSCOPY CERVIX&VAG+BIOPSY+CURRETAGE, $440.00 ,,,
7615745500,HB  COLPOSCOPY CERVIX&VAG+BIOPSY, $440.00 ,,,
7615745600,HB  COLPOSCOPY CERVIX&VAG +CURRETAGE, $990.00 ,,,
7615746000,HB  COLPOSCOPY CERVIX&VAG+LOOP ELECTR BIOPSY," $2,900.00 ",,,
7615746100,HB  COLPOSCOPY CERVIX&VAG+LOOP CONIZATION," $2,856.00 ",,,
7615750000,HB CERVICAL BIOPSY, $920.00 ,,,
7615750500,HB CERVICAL CURRETTAGE ENDOCERVICAL, $855.00 ,,,
7615751000,HB CERVICAL CAUTERIZE ELECTROTHERM," $2,195.00 ",,,
7615751100,HB CERVICAL CRYOTHERAPY, $360.00 ,,,
7615752000,HB  CERVICAL CONIZATION," $1,654.00 ",,,
7615752200,HB  CERVICAL CONIZATION LOOP ELECTRODE EXCIS," $2,900.00 ",,,
7615772000,HB UTERINE CERVIX PLASTIC REPAIR TRACHELORRHAPHY VAG APPROACH," $4,740.00 ",,,
7615780000,HB CERVICAL DILATE CANAL INSTRUMENT," $2,484.00 ",,,
7615810000,HB  ENDOMETRIAL SAMPLING BIOPSY, $210.00 ,,,
7615811000,HB  ENDOMETRIAL SAMPLING + COLPOSCOPY, $180.00 ,,,
7615812000,HB D&C DIAG OR THERAPEUTIC NON-OB," $1,654.00 ",,,
7615814500,HB  MYOMECTOMY 1-4 LSN <=250G VAG APPROACH," $5,290.00 ",,,
7615830000,HB IUD INSERTION, $260.00 ,,,
7615830100,HB IUD REMOVAL, $355.00 ,,,
7615834000,HB  HYSTEROSONO+/-SALPINGOGRAM INJ, $402.00 ,,,
7615834500,HB  FALLOPIAN TUBE CATH," $1,654.00 ",,,
7615855500,HB  HYSTEROSCOPY DIAGNOSTIC," $1,913.00 ",,,
7615855800,HB  HYSTEROSCOPY SURGICAL+BIOPSY," $2,287.00 ",,,
7615856500,HB HYSTEROSCOPY SURGICAL STERILIZE BILAT," $4,890.00 ",,,
7615860000,HB  FALLOPIAN TUBE LIGAT TRANSECT UNI BILAT," $4,940.00 ",,,
7615867400,HB UTERINE FIBROID ABLATION + US GUIDANCE RADIOFREQUENCY LAPAROSCOPY," $24,370.00 ",,,
7615880000,HB  DRAIN OVARIAN CYST(S) VAGINAL," $2,944.00 ",,,
7615882000,HB ABSCESS DRAIN OVARIAN VAGINAL APPROACH," $4,400.00 ",,,
7615882200,HB  ABSCESS DRAIN OVARIAN ABDOMINAL APPROACH," $4,400.00 ",,,
7615900000,HB  AMNIOCENTESIS, $705.00 ,,,
7615900100,HB AMNIOCENTESIS THERAPEUTIC INCLUDES US GUIDANCE, $705.00 ,,,
7615901200,HB  CORDOCENTESIS/PERQ UMBIL BLOOD SAMPL," $1,769.00 ",,,
7615901500,HB  CHORIONIC VILLUS SAMPLING, $761.00 ,,,
7615902000,HB  FETAL CONTRACTION STRESS TEST OXYTOCIN, $927.00 ,,,
7615902500,HB FETAL NONSTRESS TEST, $526.00 ,,,
7615903000,HB  FETAL SCALP BLOOD SAMPLING, $280.00 ,,,
7615905000,HB  FETAL MONITOR DURING LABOR, $402.00 ,,,
7615916000,HB  D&C POSTPARTUM," $1,654.00 ",,,
7615920000,HB  INSERT CERV DILATOR, $440.00 ,,,
7615930000,HB  EPISIOTMY OR TEAR REPR ONLY," $1,654.00 ",,,
7615932000,HB  APPLY CERCLAGE PREG-VAGINA," $2,660.00 ",,,
7615940000,HB  OB CARE VAG DELIVERY ANTE&POST," $2,010.00 ",,,
7615940900,HB  OB CARE VAGINAL ONLY," $4,170.00 ",,,
7615941000,HB  OB CARE  DELIVERY VAGINAL +POSTOP, $982.00 ,,,
7615941200,HB FETAL EXTERNAL CEPHALIC VERSION," $2,675.00 ",,,
7615941400,HB OB CARE  DELIVERY OF PLACENTA ONLY," $2,675.00 ",,,
7615942500,HB  OB CARE ANTEPARTUM ONLY 4-6 VISIT, $338.00 ,,,
7615942600,HB  OB CARE ANTEPARTUM ONLY  >7 VISITS, $800.00 ,,,
7615943000,HB  OB CARE POST PARTUM ONLY, $245.00 ,,,
7615951000,HB  OB CARE C-SECTN DELVR ANTE&POST," $2,237.00 ",,,
7615951400,HB CESAREAN DELIVERY ONLY," $5,470.00 ",,,
7615981200,HB TREAT INCOMPLETE ABORTION," $3,759.00 ",,,
7615982000,HB  TREAT MISSED ABORTION 1ST TRIMESTER," $2,900.00 ",,,
7615982100,HB  TREAT MISSED ABORTION 2ND TRIMESTER," $2,919.00 ",,,
7615984000,HB  INDUCED ABORTION BY D&C," $2,900.00 ",,,
7615984100,HB  INDUCED ABORTION BY D&E," $1,654.00 ",,,
7615986600,HB  MULTIFETAL PREGNCY REDUCTION," $2,510.00 ",,,
7615987100,HB  REMOVE CERCLAGE," $2,635.00 ",,,
7615989700,HB FETAL INVASIVE PROC+US GUIDE, $481.00 ,,,
7615989900,HB POSTPARTUM BLEED BLOOD PATCH, $580.00 ,,,
7616010000,HB  NEEDLE BIOPSY THYROID," $1,000.00 ",,,
7616030000,HB THYROID FNA ASPRIATION /INJECT, $695.00 ,,,
7616069900,HB ENDOCRINE ETHANOL ABLAT / OTH," $4,175.00 ",,,
7616102000,HB  BRAIN VENTRIC PUNCT REMOVE FLUID, $833.00 ,,,
7616105000,HB  CISTERNA/LAT CERV PUNCT WO INJ," $1,218.00 ",,,
7616105500,HB  MYELOGRAM CERVICAL PUNCTUR INJ," $1,600.00 ",,,
7616110500,HB BRAIN VENTRIC TWIST DRILL PUNCT," $1,810.00 ",,,
7616110700,HB BRAIN VENTRIC TWIST DRILL CATH INSERT, $640.00 ,,,
7616110800,HB BRAIN VENTRIC TWIST DRILL EVAC BLOOD," $1,810.00 ",,,
7616162300,HB  ENDOVASC TEMP BALLN OCCLUSION," $20,070.00 ",,,
7616162400,HB  TRANSCATH EMBOLIZATION CNS," $10,000.00 ",,,
7616162600,HB  TRANSCATH EMBOLIZATN HEAD/NECK," $20,070.00 ",,,
7616163000,HB  PTA INTRACRANIAL," $3,786.00 ",,,
7616163500,HB  STENT PLACE INTRACRAN INC PTA," $6,084.00 ",,,
7616164000,HB  PTA VASOSPASM 1ST VESSEL," $3,786.00 ",,,
7616164100,HB  PTA VASOSPASM ADDL SAME FAMILY," $2,886.00 ",,,
7616164200,HB  PTA VASOSPASM ADDL DIFF FAMILY," $2,886.00 ",,,
7616164500,HB PERQ ART TRLUML MECH THROMBEC &/INFUSION INTRACRANIAL," $18,140.00 ",,,
7616165000,HB ENDOVASC INTRACRANIAL PROLNG ADMIN RX AGENT ART 1ST," $12,090.00 ",,,
7616165100,HB ENDOVASC INTRACRANIAL PROLNG ADMIN RX AGENT ART EA ADD," $5,140.00 ",,,
7616171000,HB  OCCLUSION CEREBRAL AVM," $2,602.00 ",,,
7616216500,HB NEUROENDOSCOPY INTRACRANIAL PITUITARY TUMOR EXCISE TRANSNASAL/SPHEN," $26,990.00 ",,,
7616223000,HB CSF FLUID SHUNT REPLACE OR REVISE OSBTRUCTED VALVE OR DISTAL CATH," $9,870.00 ",,,
7616225200,HB REPROGRAM PROGRAMMABLE CEREBROSPINAL SHUNT, $400.00 ,,,
7616226300,HB  ADHESIOLYSIS PERQ MULT 2+ DAYS," $1,060.00 ",,,
7616226400,HB  ADHESIOLYSIS PERQ MULT 1 DAY," $1,344.00 ",,,
7616226700,HB  SPINAL DISK PERQ ASPIR DIAG," $1,040.00 ",,,
7616226800,HB  SPINAL CORD CYST PERQ ASPIR, $643.00 ,,,
7616226900,HB  SPINAL CORD BIOPSY PERQ NEEDLE, $904.00 ,,,
7616227000,HB  LUMBAR PUNCTURE DIAGNOSTIC, $829.00 ,,,
7616227200,HB  LUMBAR PUNCTURE THERAPEUTIC, $680.00 ,,,
7616227300,HB  EPIDURAL INJECT BLOOD PATCH, $930.00 ,,,
7616228000,HB  SUBARACH INJECTION INFUSION NEUROLYTIC, $784.00 ,,,
7616228100,HB  CERVICAL THORACIC EPIDURAL INJ INFUSION, $974.00 ,,,
7616228200,HB  LUMBAR SACRAL EPIDURAL INJ NEUROLYTIC, $974.00 ,,,
7616228400,HB  MYELOGRAM LUMBAR PUNCTURE INJ, $648.00 ,,,
7616228700,HB  SPINAL DISK DECOMPRESS," $3,246.00 ",,,
7616229000,HB  DISKOGRAM LUMBAR INJECTION," $1,227.00 ",,,
7616229100,HB  DISKOGRAM CERV/THOR INJ," $1,192.00 ",,,
7616229400,HB  TRANSCATH OCCLUSION SPINAL AVM, $925.00 ,,,
7616232000,HB INTERLAMNR EPIDURL INJ C/T WO IMAGING GUIDANCE," $1,770.00 ",,,
7616232100,HB INTERLAMNR EPIDURL INJ C/T W IMAGING GUIDANCE," $1,770.00 ",,,
7616232200,HB INTERSLAMNR EPIDURL INJ L/S WO IMAGING GUIDANCE," $1,770.00 ",,,
7616232300,HB INTERSLAMNR EPIDURL INJ L/S W IMAGING GUIDANCE," $1,770.00 ",,,
7616232400,HB INTERLAMINR EPIDURL INJ C/T +CATH WO IMAGING GUIDANCE," $2,230.00 ",,,
7616232500,HB INTERLAMINR EPIDURL INJ C/T +CATH W IMAGING GUIDANCE," $2,230.00 ",,,
7616232600,HB INTERSLAMNR EPIDURL INJ L/S +CATH WO IMAGING GUIDANCE," $2,230.00 ",,,
7616232700,HB INTERSLAMNR EPIDURL INJ L/S +CATH W IMAGING GUIDANCE," $2,230.00 ",,,
7616235000,HB  IMPLANT REVISE IMPLANTED CATH DRUG," $3,697.00 ",,,
7616235100,HB  IMPLANT REPLACE IMPLANTED CATH DRUG+LAM," $4,274.00 ",,,
7616235500,HB  REMOVE CATH INTRATHECAL EPIDURAL," $2,110.00 ",,,
7616236000,HB  IMPLANT REPLACE DRUG RESERVIOR," $3,697.00 ",,,
7616236100,HB  IMPLANT REPLACE DRUG PUMP NONPROGRM," $16,048.00 ",,,
7616236200,HB  IMPLANT REPLACE DRUG PUMP PRGRPMMABL," $16,048.00 ",,,
7616236500,HB  REMOVE SUBQ DRUG RESERVR PUMP," $2,878.00 ",,,
7616236700,HB ELCTR ANALYSIS PUMP WO REPROGRAM, $504.00 ,,,
7616236800,HB ELCTR ANLAYSIS PUMP+REPROGRAM, $789.00 ,,,
7616237000,HB ELECTRONIC ANALYSIS PROG IMPLANTED DRUG PUMP+PROG&REFILL MD SKILL, $950.00 ,,,
7616303000,HB  MICRO-DISECTOMY," $10,524.00 ",,,
7616365000,HB  NEURSTM ELCTRD IMPL PERCUTANEOUS EPIDURA," $9,077.00 ",,,
7616365500,HB  LAMINECTOMY FOR IMPLANT NEURSTM ELECTRIC," $7,724.00 ",,,
7616366300,HB  REMOVE REVISE NEURSTM ELECTRODE," $5,004.00 ",,,
7616368500,HB  INSERT REPLAC NEURSTM GNRTR RECVR SPINAL," $18,644.00 ",,,
7616368800,HB  REMOVE REVISE NEURSTM GNRTR RECVR SPINAL," $2,955.00 ",,,
7616440000,HB INJ ANESTH AGENT TRIGEM NERVE, $906.00 ,,,
7616440200,HB INJ ANESTH AGENT FACIAL NERVE, $432.00 ,,,
7616440500,HB  GREATER OCCIPITAL NERVE BLOCK, $540.00 ,,,
7616440800,HB  VAGUS NERVE BLOCK, $586.00 ,,,
7616441000,HB  PHRENIC NERVE BLOCK, $861.00 ,,,
7616441300,HB CERVICAL PLEXUS BLOCK," $1,910.00 ",,,
7616441500,HB  NERVE BLOCK SCALENE INJECTION," $2,230.00 ",,,
7616441600,HB  NERVE BLOCK BRACHIAL PLEX CONT INFUSION, $643.00 ,,,
7616441700,HB  NERVE BLOCK AXILLARY, $353.00 ,,,
7616441800,HB NERVE BLOCK SUPRASCAPULAR, $854.00 ,,,
7616442000,HB NERVE BLOCK INTERCOSTAL SGL," $1,095.00 ",,,
7616442100,HB  NERVE BLOCK INTERCOSTAL REGION," $1,060.00 ",,,
7616442500,HB  INJECTION ILIOINGUINAL NERVE," $1,141.00 ",,,
7616443000,HB  NERVE BLOCK PUDENDAL INJECT," $1,060.00 ",,,
7616443500,HB NERVE BLOCK PARACERVICAL, $650.00 ,,,
7616444500,HB  NERVE BLOCK PYRIFORMIS INJECT, $820.00 ,,,
7616444600,HB  NERVE BLOCK SCIATIC SINGLE, $943.00 ,,,
7616444700,HB  NERVE BLOCK FEMORAL SINGLE, $840.00 ,,,
7616444800,HB  NERVE BLOCK FEMORAL CONTINOUS INFUSION, $643.00 ,,,
7616444900,HB  NERVE BLOCK LUMBAR PLEXUS CONT INFUSION, $715.00 ,,,
7616445000,HB  INJ ANESTH OTHER PERIPH NERVE," $1,099.00 ",,,
7616446100,HB PVB THORACIC INJECTION SITE WITH IMAGE GUIDANCE SINGLE," $2,075.00 ",,,
7616446200,HB PVB THORACIC INJECTION SITE WITH IMAGE GUIDANCE 2ND & ADD," $1,305.00 ",,,
7616446300,HB PVB THORACIC CONT CATHETER INFUSION WITH IMAGE GUIDANCE," $2,075.00 ",,,
7616447900,HB  TRANSFORAMINL INJ C/T SGL," $1,600.00 ",,,
7616447950,HB TRANSFORAMINL INJ C/T SGL BI," $3,200.00 ",,,
7616448000,HB  TRANSFORAMINL INJ C/T ADD, $540.00 ,,,
7616448050,HB TRANSFORAMINL INJ C/T ADD BI," $1,080.00 ",,,
7616448300,HB  TRANSFORAMINL INJ LUMBAR SGL," $1,600.00 ",,,
7616448350,HB TRANSFORAMINL INJ LUMB SGL BI," $3,200.00 ",,,
7616448400,HB  TRANSFORAMINL INJ LUMBAR ADD, $576.00 ,,,
7616448450,HB TRANSFORAMINL INJ LUMB ADD BI," $1,152.00 ",,,
7616448600,HB TAP BLOCK UNILATERAL BY INJECTION," $1,140.00 ",,,
7616448700,HB TAP BLOCK UNILATERAL BY INFUSION," $1,890.00 ",,,
7616448800,HB TAP BLOCK BILATERAL BY INJECTION," $2,350.00 ",,,
7616448900,HB TAP BLOCK BILATERAL BY INFUSION," $2,690.00 ",,,
7616449000,HB  FACET JT INJ CERV/THOR 1 LVL," $1,668.00 ",,,
7616449100,HB  FACET JT INJ CERV/THOR 2 LVL, $941.00 ,,,
7616449200,HB  FACET JT INJ CERV/THOR 3+LVL, $956.00 ,,,
7616449300,HB FACET JT INJ LUMBAR/SACRAL 1 LVL," $1,548.00 ",,,
7616449400,HB  FACET JT INJ LUMBAR/SACR 2 LVL, $580.00 ,,,
7616449500,HB  FACET JT INJ LUMBAR/SACR 3+LVL, $580.00 ,,,
7616450500,HB  SPHENOPALATINE GANGLION BLOCK, $370.00 ,,,
7616450800,HB CAROTID SINUS BLOCK, $208.00 ,,,
7616451000,HB  STELLATE GANGLION BLOCK," $1,060.00 ",,,
7616451700,HB  SUPERIOR HYPOGASTRIC PLEX BLOC," $1,060.00 ",,,
7616452000,HB  PARAVERTEBRAL SYMPATHET LUMB THOR BLOCK," $1,060.00 ",,,
7616453000,HB CELIAC PLEXUS INJECTION," $1,513.00 ",,,
7616455000,HB APPLY TRANSCUTANEOUS NEURSTIM, $59.00 ,,,
7616455300,HB  NEURSTM ELCTRD IMPL CRANIAL N," $9,340.00 ",,,
7616455500,HB  NEURSTM ELCTRD IMPL PERIPHERAL N," $5,104.00 ",,,
7616456000,HB  NEURSTM ELCTRD IMPL AUTONOMIC N," $18,644.00 ",,,
7616456100,HB  NEURSTM ELCTRD IMPL SACRAL N," $9,340.00 ",,,
7616456800,HB  NEURSTM ELCTRD INCIS CRANIAL N," $29,179.00 ",,,
7616457500,HB  NEURSTM ELCTRD INCIS PERIPHERAL N," $12,160.00 ",,,
7616457700,HB  NEURSTM ELCTRD INCIS AUTONOMIC N," $18,644.00 ",,,
7616458000,HB  NEURSTM ELCTRD INCIS NEUROMUSCULAR," $12,066.00 ",,,
7616458100,HB  NEURSTM ELCTRD INCIS SACRAL N," $7,724.00 ",,,
7616458500,HB  REMOVE REVISE NEURSTM PERIPH ELECTRODE," $1,718.00 ",,,
