Kaweah Delta Health Care District,,
CDM Listing as of June 2018,,
,,
,,
ITEM NUMBER,DESCRIPTION, UNIT PRICE 
2502566,Dextrose 5% In Water (Advntg) (Stat), $-   
2502567,Iv Sterile Water 1000Ml, $46.85 
2502568,Sodium Chloride 3% (Stat), $-   
2502569,Depacon 500Mg Inj, $45.45 
2502570,Hum Growth Horm 10Mg Inj," $2,650.25 "
2502572,Oprelvekin 5Mg Inj," $1,930.60 "
2502574,Amphotericinblipid 50Mg, $212.97 
2502576,Ropivacaine 5Mg/Ml 30Ml I, $157.50 
2502577,Ropivacaine 2Mg/Ml 20Ml I, $1.35 
2502580,Cladribine Imglme10Ml Inj, $190.53 
2502582,Gemcitabine 1 Gram Inj, $54.69 
2502583,Aldesleukin 22Mu Inj," $12,197.83 "
2502584,Piperacillin/Tazo 2.25Gm, $21.58 
2502591,Azithromycin 500Mg Inj, $50.40 
2502592,Dextrose 10% Water 250 Ml (Stat), $-   
2502594,Ropivacaine 200Mg/100Ml I, $1.08 
2502614,Palivizumab 50Mg Inj," $5,169.25 "
2502625,Thyrotropin Inj," $5,427.35 "
2502626,Gentamicin Rx Consult (Stat), $-   
2502627,Tobramycin Mngmnt Per Pharmacy (Stat), $-   
2502628,Vancomycin Rx Consult (Stat), $-   
2502629,Infliximab Inj, $450.67 
2502633,Tirofiban 12.5Mg Premix, $45.36 
2502635,Ibutilide Fumarate Inj," $1,980.95 "
2502639,Ex Morphine 5Mg/1Ml Inj, $10.38 
2502640,Rituximab 100Mg/10Ml Vl," $3,197.85 "
2502641,Propofol Sdv, $1.74 
2502642,Doxorubicin Liposome Inj," $2,122.19 "
2502643,Isosulfan Blue 1Prc Inj, $65.45 
2502644,Quinu/Dalforpristin Inj," $1,225.63 "
2502645,Morphine Sulfate Pf Inj, $46.18 
2502646,Ms Sdv 50Mg/Ml 20Ml Inj, $0.64 
2502647,Baclofen Intrathecal Inj," $1,283.40 "
2502648,Docetaxel Inj, $103.41 
2502649,Fludarabine Phosphate Inj," $1,113.45 "
2502656,Fluconazole400Mg Premix, $20.20 
2502658,Insulin Lispro Human Inj, $731.24 
2502659,Activase 2Mg/Vial, $358.05 
2502660,Haloperidol 100 Mg Inj, $143.65 
2502661,Epogen 20 000U/Ml Vial," $2,445.75 "
2502662,Activase 12.5Mg Inj/Br, $340.21 
2502664,Ex Valium 10Mg/2Ml Inj, $27.29 
2502668,Trastuzmab Per 10Mg," $17,789.70 "
2502669,Dexrazoxane 500Mg Inj," $1,530.35 "
2502670,Sandostatin 0.1Mg/Ml, $13.88 
2502671,Octreotide 0.5Mg/Ml Amp, $13.87 
2502674,Pip/Tazo 4.5Gm Inj, $17.76 
2502675,Meropenem 500Mg Inj, $11.16 
2502676,Meropenem 1000Mg Inj, $11.16 
2502677,Gatifloxacin 400Mg Premix, $146.43 
2502681,Linezolid 600Mg Premix, $148.80 
2502751,Acyclovir/Ns Inj, $1.28 
2502752,Aminophylline/D5W Inj, $13.55 
2502753,Ampicillin250Mg/2.5Ml Inj, $9.70 
2502754,Ampicillin 250Mg/1Ml Inj, $15.30 
2502755,Calcium Gluc. Inj, $9.70 
2502756,Calcium Gluc. Oral (Stat), $-   
2502757,Ceftazadime/D5W Inj, $60.20 
2502758,Cefotaxime/Ns Inj Mdv, $20.75 
2502759,Cefotaxime Inj, $33.90 
2502760,Ceftriaxone/D2.4W Inj, $2.43 
2502761,Ceftriaxone Inj, $213.90 
2502762,Cefuroxime/D5W Inj, $95.35 
2502763,Cefuroxime Inj, $68.35 
2502764,Furosemide Inj, $23.20 
2502765,Indomethacin Inj," $1,475.75 "
2502766,Nafcillin/D5W Inj, $9.70 
2502767,Pen G Potass/D5W Inj, $9.70 
2502768,Vancomycin/Ns Inj, $9.70 
2502769,Zosyn/D5W Inj, $46.17 
2504000,Acetaminophen 120Mg Supp (Stat), $-   
2504001,Acetaminophen 650Mg Supp (Stat), $-   
2504002,Acetamin U-D 325Mg (Stat), $-   
2504003,Acetamin/Cod 30Mg U-D (Stat), $-   
2504008,Actifed Tab (Stat), $-   
2504011,Aldactazide (Generic), $-   
2504012,Spironolactone 25Mg Tab (Stat), $-   
2504014,Methyldopa 250Mg Unit Dos (Stat), $-   
2504016,Aldoril-15, $-   
2504017,Alka Seltzer, $-   
2504018,Alkeran Tab 2Mg, $63.20 
2504019,Allbee With C Cap (Stat), $-   
2504020,Alpha-Keri Bath Oil, $-   
2504021,Aluminum Hydrox 320Mg/5Ml, $-   
2504025,Amicar Oral Soln 30Ml (Stat), $-   
2504026,Aminocaproic Acid 500Mg T (Stat), $-   
2504029,Aminophyllin 200Mg U-D, $-   
2504034,Ancobon 500Mg Cap (Stat), $-   
2504037,Meclizine 25 Mg (Stat), $-   
2504040,Anusol Oint 30Gm (Stat), $-   
2504042,Anusol Rect Supp Hc (Stat), $-   
2504043,Anusol Hc Cr 28.4Gm (Stat), $-   
2504044,Hydralazine 10Mg Tab (Stat), $-   
2504045,Hydralazine 25Mg (Stat), $-   
2504046,Hydralazine 50Mg (Stat), $-   
2504051,Aristocort Tab 4Mg, $-   
2504053,Armour Thyroid 180Mg (Stat), $-   
2504055,Armour Thyroid 60Mg U-D (Stat), $-   
2504060,Artane 2Mg Tab U-D (Stat), $-   
2504061,Artane 5Mg Tablet (Stat), $-   
2504062,Asa 325Mg Tab (Stat), $-   
2504068,Asa 125Mg Rect Supp, $-   
2504069,Asa 300Mg Rect Supp (Stat), $-   
2504070,Asa 600Mg Rect Supp (Stat), $-   
2504072,Hydroxyzine Hci 30 Ml Liq (Stat), $-   
2504073,Hydroxyzine 25Mg Tab (Stat), $-   
2504074,Hydroxyzine 10Mg Tab (Stat), $-   
2504077,Lorazpam 1Mg U-D (Stat), $-   
2504081,Aveeno Coll Oatmeal (Stat), $-   
2504082,Nortriptyline 10Mg Cap (Stat), $-   
2504086,Sulfasalazine 500Mg Tab (Stat), $-   
2504087,B&O Supp (Stat), $-   
2504088,Bacid Cap (Stat), $-   
2504089,Bacitracin Top Oint 30Gm (Stat), $-   
2504090,Avitene Non-Woven Web (Stat), $-   
2504092,Sulfa (Stat), $-   
2504100,Diphenhydramine Elixir (Stat), $-   
2504101,Diphenhydramine 25Mg (Stat), $-   
2504102,Diphenhydramine 50Mg (Stat), $-   
2504106,Probenecid 500Mg (Stat), $-   
2504107,Dicylomine 10Mg (Stat), $-   
2504112,Betadine Oint 28Gm (Stat), $-   
2504114,Bisacodyl Tab 5Mg (Stat), $-   
2504118,Brethine 5Mg Unit Dose, $-   
2504119,Brethine 2.5Mg Unit Dose (Stat), $-   
2504122,Bumetanide 1Mg Tab (Stat), $-   
2504124,Butisol 30Mg Tab (Stat), $-   
2504128,Calamine Lotion (Stat), $-   
2504129,Verapamil 80Mg Tab (Stat), $-   
2504130,Verapamil 120Mg Tab (Stat), $-   
2504131,Calcium Carbonate 650Mg (Stat), $-   
2504132,Caladryl Lotion (Stat), $-   
2504133,Calcium Gluconate 500Mg, $-   
2504134,Calcium Lactate 650Mg (Stat), $-   
2504135,Campho-Phenique 30Ml, $-   
2504137,Captopril 25Mg (Stat), $-   
2504139,Sulcrafate 1Gm (Stat), $-   
2504141,Diltiazam 30Mg Tab (Stat), $-   
2504142,Diltiazem 60Mg Tab (Stat), $-   
2504145,Castor Oil (Stat), $-   
2504146,Clonidine 0.1Mg Tab (Stat), $-   
2504151,Ceenu 40Mg Cap, $-   
2504153,Lactulose Syrup (Stat), $-   
2504154,Cetacaine Spray 56Ml (Stat), $-   
2504156,Acetaminophen 80Mg Chew (Stat), $-   
2504167,Quinidine Sulf 200Mg (Stat), $-   
2504168,Quinidine Sulf 300Mg (Stat), $-   
2504170,Clindamycin 150Mg Cap (Stat), $-   
2504171,Clindamycin Sups 100Ml (Stat), $-   
2504173,Sulindac 200Mg Tablet (Stat), $-   
2504174,Sulindac 150Mg Tablet (Stat), $-   
2504175,Clonopin 2Mg Tab (Stat), $-   
2504176,Clonopin 0.5Mg Tab (Stat), $-   
2504178,Codeine Sulfate 30Mg Tab (Stat), $-   
2504182,Bentropine 0.5Mg Tab (Stat), $-   
2504183,Bentropine 2Mg (Stat), $-   
2504185,Docusate 100Mg/10Ml Liq, $-   
2504186,Docusate Sodium 100Mg (Stat), $-   
2504189,Colchicine 0.6Mg Tab (Stat), $-   
2504195,Compazine 25Mg Supp (Stat), $-   
2504196,Prochlorperazine 5Mg Tab (Stat), $-   
2504197,Prochlorperazine 10Mg Tab (Stat), $-   
2504202,Naldolol 40Mg U-D (Stat), $-   
2504203,Correctol Tab, $-   
2504205,Cortisporin Top 15Gm (Stat), $-   
2504207,Warfarin 2Mg Tab (Stat), $-   
2504208,Warfarin 2.5Mg Tab (Stat), $-   
2504209,Warfarin 5Mg Tab (Stat), $-   
2504210,Warfarin 7.5Mg Tab (Stat), $-   
2504211,Wafarin 10Mg Tab (Stat), $-   
2504213,Cuprimine 250Mg Cap (Stat), $-   
2504218,Cytomel 25Mcg Tab (Stat), $-   
2504224,Danocrine 100Mg Cap (Stat), $-   
2504225,Dantrium 50Mg Cap (Stat), $-   
2504226,Dantrium 25Mg Cap (Stat), $-   
2504227,Daranide 50Mg Tab, $-   
2504228,Daraprim 25Mg Tab (Stat), $-   
2504230,Darvocet-N 100 (Generic), $-   
2504240,Dexamethasone 0.75Mg Tab, $3.20 
2504241,Decamathasone Elixir, $9.70 
2504242,Declomycin 300Mg Tab (Stat), $-   
2504243,Declomycin 150Mg Tab (Stat), $-   
2504244,Meperidine 50Mg Tab (Stat), $-   
2504245,Depakene Syrup (Stat), $-   
2504246,Depakene 250Mg Cap (Stat), $-   
2504247,Dermoplast Top (Stat), $-   
2504250,Desitin Oint 37.5Gm, $-   
2504251,Desitin Oint 120 (Stat), $-   
2504252,Trazadone 50Mg U-D (Stat), $-   
2504262,Diamox Sequel 500Mg (Stat), $-   
2504263,Acetazolamide 250Mg Tab (Stat), $-   
2504264,Dibenzyline 10Mg Cap (Stat), $-   
2504266,Didronel 200Mg Tab (Stat), $-   
2504269,Dilantin Infatab 50Mg (Stat), $-   
2504270,Phenytoin 100Mg Cap (Stat), $-   
2504271,Phenytoin Susp 125Mg (Stat), $-   
2504273,Hydromorphone 2Mg Tab (Stat), $-   
2504277,Disalcid 500Mg Tab (Stat), $-   
2504278,Oxybutin 5Mg Tab (Stat), $-   
2504282,Pn Diuril 50Mg/Ml Oral Su (Stat), $-   
2504286,Methadone 10Mg Tab (Stat), $-   
2504287,Methadone 5Mg Tab (Stat), $-   
2504288,Dome-Paste Bandage, $-   
2504289,Domeboro Tab Topical (Stat), $-   
2504292,Donnatal Elixir (Stat), $-   
2504293,Donnatal Tab, $-   
2504295,Non-Formulary Item, $-   
2504298,Bisacodyl Supp (Stat), $-   
2504300,Dyazide Cap U-D (Stat), $-   
2504306,Dicloxacillin 250Mg Cap (Stat), $-   
2504307,Dyrenium 50Mg Cap (Stat), $-   
2504309,E.E.S. 400 Susp (Stat), $-   
2504310,Aspirin Ec 325Mg Tab (Stat), $-   
2504311,Efudex 5% 25Gm Cr (Stat), $-   
2504315,Amitriptyline 25 Mg (Stat), $-   
2504316,Amitriptyline Hcl 10Mg (Stat), $-   
2504318,Amitriptyline Hcl 50Mg (Stat), $-   
2504329,Epifoam 1% 10Gm (Stat), $-   
2504330,Epsom Salt 4Lb (Stat), $-   
2504333,Meprobamate 400Mg, $-   
2504339,Lithium Carboate 300Mg Ca (Stat), $-   
2504340,Estradiol 2Mg Tab (Stat), $-   
2504341,Ethyl Chloride 120Ml Spry (Stat), $-   
2504342,Eucerin 120Gm (Stat), $-   
2504345,Ex-Lax Tab, $-   
2504349,Feosol Elixir, $-   
2504351,Ferrous Sulfate 15Mg/1 Ml (Stat), $-   
2504353,Ferrous Sulfate 300Mg Tab (Stat), $-   
2504355,Fiorinal Tab (Stat), $-   
2504356,Metronidazole 500Mg U-D (Stat), $-   
2504357,Metronidazole 250Mg U-D (Stat), $-   
2504358,Cyclobenzaprine 10Mg Tab (Stat), $-   
2504360,Florinef .1Mg Tab (Stat), $-   
2504363,Folic Acid 1Mg Tab (Stat), $-   
2504364,Fungizone 3% Cr 20Gr, $-   
2504368,Furadantin 100Mg Tab, $-   
2504371,Gentamicin 1% 15Gm Oint (Stat), $-   
2504372,Gavislon Oral Susp (Stat), $-   
2504373,Gavislon Tab (Stat), $-   
2504374,Gelfilm Ophthalmic Gel (Stat), $-   
2504375,Surgifoam 50 (Stat), $-   
2504376,Surgifoam 12 (Stat), $-   
2504377,Surgifoam 100 (Stat), $-   
2504382,Glucotrol 5Mg Tab (Stat), $-   
2504383,Glyoxide 15Ml, $-   
2504384,Glycerin 120Ml (Stat), $-   
2504385,Glycerin Supp Adult (Stat), $-   
2504387,Glycerin Supp Infant (Stat), $-   
2504388,Triazolam 0.25Mg Tab, $-   
2504391,Haloperidol 1Mg U-D (Stat), $-   
2504392,Haloperidol 5Mg U-D (Stat), $-   
2504395,Dexamethasone 0.5Mg Tab, $4.85 
2504396,Dexamethasone 4Mg Tab (Stat), $-   
2504399,Hycodan 5Ml (Stat), $-   
2504404,Hydroxyurea 500Mg Cap (Stat), $-   
2504405,Hydrocort .5% Cr 30Gm (Stat), $-   
2504406,Hydrocort 1% Cr 30Gm (Stat), $-   
2504407,Hydrocort 10Mg Tab (Stat), $-   
2504408,Hydrocort 20Mg Tab (Stat), $-   
2504410,Hydrochlorothiazide 50Mg (Stat), $-   
2504411,Hydrochlorothiazide 25Mg (Stat), $-   
2504414,Hydrogen Peroxide 240Ml (Stat), $-   
2504415,Chlorthalidone 50Mg Tab (Stat), $-   
2504419,Ilosone Susp 125Mg 30Ml, $-   
2504423,Loperamide 2Mg Cap U-D (Stat), $-   
2504424,Azathioprine 50Mg Tab, $13.30 
2504425,Propranolol 80Mg La Cap (Stat), $-   
2504427,Propranolol 120Mg La Cap (Stat), $-   
2504428,Propranolol 10Mg Tab (Stat), $-   
2504429,Propranolol 40Mg Tab (Stat), $-   
2504430,Indomethacin 25Mg Cap U-D (Stat), $-   
2504431,Indomethacin 50Mg U-D (Stat), $-   
2504437,Isoniazid 300Mg Tab (Stat), $-   
2504438,Isoniazid 100Mg Tab (Stat), $-   
2504439,Isoniazid 300Mg/30 Ml Sus (Stat), $-   
2504441,Isosorbide 2.5Mg Sl Tab, $-   
2504442,Isosorbide Tembid 40Mg Ca (Stat), $-   
2504443,Isosorbide 5Mg Tab (Stat), $-   
2504444,Isosorbide 10Mg Tab (Stat), $-   
2504450,Kaopectate Susp 240Ml, $-   
2504452,Kayexalate 10 Gm Pow, $-   
2504455,Cephalexin Susp 250Mg U-D (Stat), $-   
2504457,Keflex Cap 250Mg (Stat), $-   
2504458,Cephalexin Cap 500Mg (Stat), $-   
2504460,Triamcinolone 0.1% Oint (Stat), $-   
2504461,Triamcinolone .025% 15Gm (Stat), $-   
2504462,Triamcinolone .1% Cr (Stat), $-   
2504463,Triamcinolone .025% 60Ml, $-   
2504467,Keri Lot 195Ml (Stat), $-   
2504472,Lanoxicaps .1 Mg Cap, $-   
2504473,Digoxin Pd Elx 0.5Mg/1Ml (Stat), $-   
2504474,Digoxin .25Mg Tab (Stat), $-   
2504475,Digoxin 0.125Mg Tab (Stat), $-   
2504480,Amoxicillin 125Mg Sus100M (Stat), $-   
2504481,Amoxicillin 250Mg Sus100M (Stat), $-   
2504483,Amoxicillin 500Mg Cap (Stat), $-   
2504484,Furosemide Sol 10Mg 30Ml, $-   
2504485,Furosemide 40Mg Tab (Stat), $-   
2504486,Furosemide 20Mg Tab (Stat), $-   
2504488,Leukeran 2Mg Tab (Stat), $-   
2504490,Chlordiazepoxide 5Mg Cap (Stat), $-   
2504492,Chlordiazepoxide 25Mg Cap (Stat), $-   
2504493,Lidex .05% Oint 30Gm (Stat), $-   
2504496,Lioresal 10Mg Tab (Stat), $-   
2504497,Diphenoxylate/Atrp (Stat), $-   
2504498,Lomotil Liquid (Stat), $-   
2504499,Gemfibrozil 600 Mg (Stat), $-   
2504500,Metoprolol 50Mg Tab (Stat), $-   
2504501,Clotrimazole 1% Cr 15Gm (Stat), $-   
2504503,Lubriderm Lotion, $-   
2504504,Maprotline 25Mg (Stat), $-   
2504511,Nitrofurantoin 50Mg Cap, $-   
2504512,Nitrofurantoin 25Mg Cap, $-   
2504513,Nitrofurantoin 100Mg Cap, $-   
2504522,Matulane 50Mg Cap (Stat), $-   
2504526,Methylprednisolone 15Mg T (Stat), $-   
2504527,Methylprednisolone 4Mg Ta (Stat), $-   
2504528,Megesterol 20Mg Tab (Stat), $-   
2504529,Megestrol 40Mg Tab (Stat), $-   
2504531,Thioridazine 25Mg Tab (Stat), $-   
2504532,Thioridazine 10Mg Tab (Stat), $-   
2504533,Thioridazine 50Mg Tab, $-   
2504536,Phytonadione 5Mg Tab (Stat), $-   
2504542,Mestinon Timespan 180Mg (Stat), $-   
2504544,Psyllium Pwk Pkt (Stat), $-   
2504548,Metprel Syrup 30Ml, $-   
2504549,Methorgine .2Mg Tab (Stat), $-   
2504551,Methocarbamol 500Mg Tab (Stat), $-   
2504553,Miconazole 2% Top Cream (Stat), $-   
2504556,Mom W/Cascara 15Ml, $-   
2504558,Prazosin 1Mg Cap (Stat), $-   
2504560,Minipres 5Mg Cap (Stat), $-   
2504561,Minocin 100Mg Cap (Stat), $-   
2504569,Ibuprofen 400Mg Tab (Stat), $-   
2504570,Ibuprofen 600Mg Tab (Stat), $-   
2504572,Myambutol 400Mg Tab (Stat), $-   
2504573,Mycelex 10Mg Troc (Stat), $-   
2504575,Mycolog Cr 15Gm (Stat), $-   
2504577,Nystatin Oint 15Gm (Stat), $-   
2504578,Nystatin Cr 15Gm (Stat), $-   
2504579,Nystatin 500Mu Tab (Stat), $-   
2504580,Nysatatin Top Pwd 15Gm (Stat), $-   
2504584,Myleran 2Mg Tab, $107.37 
2504585,Simethacone Drops 30Ml (Stat), $-   
2504587,Simethacone 80Mg Tab (Stat), $-   
2504588,Mysoline 50Mg Tab (Stat), $-   
2504589,Mysoline 250Mg Tab (Stat), $-   
2504594,Naproxen 375Mg Tab (Stat), $-   
2504595,Naproxen 250Mg Tab (Stat), $-   
2504596,Prenatal Vit Cap (Stat), $-   
2504597,Thiothixene 2Mg Cap (Stat), $-   
2504598,Thiothixene 5Mg Cap (Stat), $-   
2504607,Neoloid 120Ml, $-   
2504609,Neomycin 500Mg Tab (Stat), $-   
2504610,Triple Antibiotic Oint 30 (Stat), $-   
2504611,Neosporin Oint .94Gm, $-   
2504616,Neutra-Phos Cap, $-   
2504618,Niacin 50Mg Tab (Stat), $-   
2504619,Niacin 100Mg Tab (Stat), $-   
2504620,Nicotine 500Mg Tab, $-   
2504626,Nitroglycerin .4Mg Tab Sl (Stat), $-   
2504628,Nitroglycerin .6Mg Tab Sl, $-   
2504629,Ketoconazole 200Mg Tablet (Stat), $-   
2504632,Tamoxifen 10Mg Tab (Stat), $-   
2504637,Norpace 100Mg Cap (Stat), $-   
2504638,Norpace 150Mg Cap (Stat), $-   
2504639,Norpramin 25Mg Tab (Stat), $-   
2504642,Nupercainal 1% Oint 30Gm (Stat), $-   
2504646,Hydrocortisone 1% Lot (Stat), $-   
2504651,Prednisone 1Mg Tab, $9.70 
2504657,Calcium 250/Vit D 125 Tab (Stat), $-   
2504661,Pancrease Cap, $-   
2504662,Parafon Forte Tab (Stat), $-   
2504663,Paregoric Tinc 5Ml (Stat), $-   
2504665,Parlodel 2.5Mg Tab (Stat), $-   
2504670,Pediazole Susp 100Ml, $-   
2504675,Percocet-5 Tab (Stat), $-   
2504677,Peri-Colace Syrup 30Ml, $-   
2504679,Periactin Syrup 30Ml, $-   
2504680,Periactin 4Mg Tab (Stat), $-   
2504683,Persantine 50Mg Tab (Stat), $-   
2504684,Dipyridamole 25Mg Tab (Stat), $-   
2504686,Phazyme Tab, $-   
2504687,Phenergan 12.5Mg Supp (Stat), $-   
2504688,Phenergan 25Mg Supp (Stat), $-   
2504689,Phenergan 50Mg Supp (Stat), $-   
2504690,Phenergam 25Mg Tab (Stat), $-   
2504692,Phenergan Ped W/Dm 5Ml (Stat), $-   
2504695,Phenergan Vc W/Cod 30Ml, $-   
2504697,Phenobarb Elixir 20Mg/5Ml (Stat), $-   
2504698,Phenobarb 60Mg Tab, $-   
2504705,Hydroxychloroquine 200Mg (Stat), $-   
2504711,Poly Vi Sol Dr 50Ml (Stat), $-   
2504713,Pontocaine 2%Sol 30Ml Top (Stat), $-   
2504715,Potassium Chlor 10% 15Ml (Stat), $-   
2504716,Potassium Chlor U-D 40Meq (Stat), $-   
2504717,Potassium Iodide Sol 1Ml (Stat), $-   
2504719,Prednisone 5Mg Tab, $1.94 
2504720,Prednisone 20Mg Tab, $0.49 
2504721,Premarin 0.3 Mg/Tab (Stat), $-   
2504723,Premarin 1.25Mg Tab (Stat), $-   
2504724,Premarin .625Mg Tab (Stat), $-   
2504725,Prep H Supp (Stat), $-   
2504732,Procan Sr 500Mg Tab, $-   
2504733,Nifedipine 10Mg Cap (Stat), $-   
2504734,Proctofoam 15Gm Aer (Stat), $-   
2504736,Prolixin 2.5Mg Tab (Stat), $-   
2504737,Prolixin 1Mg Tab (Stat), $-   
2504741,Procainamide 250Mg Cap, $-   
2504744,Propylthiouracil Tab 50Mg (Stat), $-   
2504748,Proventil 2Mg Tab, $-   
2504749,Medroxyprogesterone 10Mg (Stat), $-   
2504751,Pyrazinamide 500Mg Tab (Stat), $-   
2504752,Pyridium 100Mg Tab (Stat), $-   
2504753,Pyridium 200Mg Tab (Stat), $-   
2504754,Pyridoxine 50Mg Tab (Stat), $-   
2504756,Quinaglute 324Mg Tab (Stat), $-   
2504758,Quinidex Ext 300Mg (Stat), $-   
2504765,Metoclopramide 10Mg Tab (Stat), $-   
2504767,Rifampin 300Mg Cap (Stat), $-   
2504770,Methylphenidate 10Mg Tab (Stat), $-   
2504771,Methylphenidate 5Mg Tab (Stat), $-   
2504772,Robaxin 750Mg Tab (Stat), $-   
2504773,Guaifenesin 300Mg/15Ml L (Stat), $-   
2504777,Rolcaltrol .25Mcg Cap (Stat), $-   
2504783,Seconal 100Mg Cap, $-   
2504784,Senokot Tab (Stat), $-   
2504787,Tmp/Sulfa Reg Tab (Stat), $-   
2504789,Oxazapam 15Mg Cap (Stat), $-   
2504791,Oxazapam 10Mg Cap (Stat), $-   
2504796,Silvadene 400Gm Cr (Stat), $-   
2504797,Silvadene 50Gm Cr (Stat), $-   
2504798,Silver Nitrate Appl (Stat), $-   
2504800,Sinemet 10/100 Tab (Stat), $-   
2504801,Sinemet 25/100 Tab (Stat), $-   
2504802,Sinemet 25/250 (Stat), $-   
2504803,Doxepin 10Mg Cap (Stat), $-   
2504804,Doxepin 25Mg Cap (Stat), $-   
2504810,Sod Bicarb 650Mg Tab (Stat), $-   
2504811,Sod Bicarb 325Mg Tab (Stat), $-   
2504812,Sodium Chloride 1Gm Tab (Stat), $-   
2504816,Carisoprodol/Asa Comp, $-   
2504817,Carisoprodol350 Mg (Stat), $-   
2504820,Sorbitol Sol 70% 30Cc (Stat), $-   
2504825,Aspirin 81Mg Tab (Stat), $-   
2504826,Trifluperazine 5Mg Tab (Stat), $-   
2504827,Trifluperazine1Mg Tab (Stat), $-   
2504830,Pseudoephedrine 60Mg Tab (Stat), $-   
2504831,Sudafed 30Mg Tab (Stat), $-   
2504832,Sulfadiazine 500Mg Tab (Stat), $-   
2504835,Tetracycline 250Mg Cap (Stat), $-   
2504836,Tetracycline 500Mg Cap (Stat), $-   
2504838,Docusate Ca 240Mg Cap (Stat), $-   
2504840,Amantadine 100Mg Cap (Stat), $-   
2504841,Synalar .025% 15Gm Cr (Stat), $-   
2504845,Levothyroxine 0.05Mg T (Stat), $-   
2504846,Levothyroxine 0.15Mg T (Stat), $-   
2504847,Levothyroxine 0.1Mg T (Stat), $-   
2504848,Levothyroxine 0.2Mg T (Stat), $-   
2504855,Talwin Nx Tab, $-   
2504857,Tapazole 5Mg Tab (Stat), $-   
2504865,Carbamazepine Chew 100Mg (Stat), $-   
2504866,Carbamazepine 200Mg Tab (Stat), $-   
2504871,Atenolol 50Mg Tab (Stat), $-   
2504875,Benzonatate 100Mg Cap (Stat), $-   
2504876,Theophylline Sa 300Mg Tab (Stat), $-   
2504877,Theophylline Sa 200Mg Tab, $-   
2504879,Theophylline Oral Soln (Stat), $-   
2504881,Therap Multivit Liq 15 Ml (Stat), $-   
2504883,Therap Multivit W/Min (Stat), $-   
2504884,Therap Multivit Pl (Stat), $-   
2504885,Thiamine 100Mg Tab (Stat), $-   
2504893,Thorazine 25Mg Tab (Stat), $-   
2504894,Thorazine 50Mg Tab (Stat), $-   
2504896,Thrombostat 5Mu Top (Stat), $-   
2504898,Thyroid 30Mg Tab (Stat), $-   
2504900,Thyroid 120Mg Tab, $-   
2504907,Tinactin 1% Cr 15Gm (Stat), $-   
2504911,Imipramine 10Mg Tab (Stat), $-   
2504912,Imipramine 50Mg Tab (Stat), $-   
2504913,Imipramine 25Mg Tab (Stat), $-   
2504920,Nitroglycerin Patch 0.4/H (Stat), $-   
2504921,Nitroglycerin Patch 0.2/H (Stat), $-   
2504922,Nitroglycerin Patch 0.1/H (Stat), $-   
2504923,Transderm-Scop (Stat), $-   
2504924,Clorazepate 7.5Mg Tab (Stat), $-   
2504929,Tri-Vi-Sol Liq 1 Ml (Stat), $-   
2504931,Triavil 2-10 (Generic), $-   
2504932,Triavil 2-25 Tab (Generic, $-   
2504933,Triavil 4-10 Tab (Generic, $-   
2504935,Perphenazine 2Mg Tab (Stat), $-   
2504936,Trilafon 8Mg/Tab (Stat), $-   
2504939,Amoxicillin 250Mg Cap (Stat), $-   
2504941,Trimpex 100Mg Tab (Stat), $-   
2504946,Tussionex Susp 5Ml, $-   
2504947,Apap W/Cod Elixir 5Ml (Stat), $-   
2504949,Urechloine 10Mg Tab (Stat), $-   
2504950,Bethanecol 25Mg Tab (Stat), $-   
2504952,Urispas 100Mg Tab (Stat), $-   
2504954,Penicillin Vk 250Mg 100Ml (Stat), $-   
2504956,Penicillin Vk 250Mg Tab (Stat), $-   
2504957,Penicillin Vk 500Mg Tab (Stat), $-   
2504960,Valisone .1% Oint 15Mg (Stat), $-   
2504961,Diazepam 5Mg Tab (Stat), $-   
2504962,Diazepam 2Mg Tab (Stat), $-   
2504970,Doxycycline 100Mg Cap (Stat), $-   
2504975,Pindolol 5Mg Tab (Stat), $-   
2504979,Vit A-D Oint 5Gm (Stat), $-   
2504981,Vit C 250Mg Tab (Stat), $-   
2504982,Vit C 500Mg Tab (Stat), $-   
2504983,Vit E 100U Cap (Stat), $-   
2504984,Vit E 400U Cap (Stat), $-   
2504997,Alprazolam .25Mg Tab (Stat), $-   
2504998,Alprazolam .5Mg Tab (Stat), $-   
2504999,Lidocaine Jelly 2% 30Gm (Stat), $-   
2505000,Lidocaine Oint 5% 35Gm (Stat), $-   
2505001,Lidocaine 4% Top 50Ml (Stat), $-   
2505006,Zaroxolyn 5Mg Tab (Stat), $-   
2505007,Zaroxolyn 2.5Mg (Stat), $-   
2505008,Zinc Oxide Oint 30Gm (Stat), $-   
2505009,Zinc Sulfate 220Mg Cap (Stat), $-   
2505010,Zovirax 5% Oint 30 Gram (Stat), $-   
2505011,Allopurinol 100Mg Tab (Stat), $-   
2505015,Ns Enema (Stat), $-   
2505016,Chlorpheniramine 4Mg Tab (Stat), $-   
2505017,Erythromycin 250Mg Base (Stat), $-   
2505018,Griseofulvin U/F 250 Mg, $-   
2505019,Saliva Substitute (Stat), $-   
2505022,Trental 400Mg (Stat), $-   
2505024,Actidose/Sorbitol25Gm/120 (Stat), $-   
2505025,Normal Saline Mouthwash (Stat), $-   
2505030,Glyburide 5Mg (Stat), $-   
2505031,Golytly (Stat), $-   
