"Ketchikan, AK",,
PeaceHealth:  Ketchikan Medical Center,,
Hospital department charges for Services and Supplies,,
,,
,,
Charge Code,Short Description,Charge Each
2780000200,SCREW BN LP CORT 3.5 38MM T15 NONLOCK LOWPRO NONSTRL SILVER,110.39
2780000200,SCREW BN LSSS SS 24MM 3.5MM SHLDR CORT WASHR STRL,133.00
2780000200,SCREW BN LTBLU 4MM 1.5MM MATRIXMIDFACE ORBT FLR TI ER,146.64
2780000200,SCREW BN MAXDRI 5MM 1.8MM DFS EMERG NEURO,64.60
2780000200,SCREW BN MAXDRI EMERG 1.8MM 4MM TI-61L-4V,64.60
2780000200,SCREW BN MAXTORQUE 4.0X50MM SELF DRL LONG THREAD,552.90
2780000200,SCREW BN MED SPNL CAP LOCK,85.50
2780000200,SCREW BN MICRO 1.5MMX4MM TI-6AL-4V NEURO DRILL FREE MAX,64.60
2780000200,SCREW BN MICRO 4MM CRANMXF,109.02
2780000200,SCREW BN MINI MNSTR 3.5X38MM HEAD,297.83
2780000200,SCREW BN MINI MNSTR 3.5X40MM HEAD,297.83
2780000200,SCREW BN MINI MNSTR 3.5X42MM HEAD,297.83
2780000200,SCREW BN MNTR TI 4.35X35MM OCT SPINE MDLN FX SYS,"1,217.90"
2780000200,SCREW BN MNTR TI 4X18MM OCT SPINE FIXA,"1,217.90"
2780000200,SCREW BN MTNR TI 3.5X26MM OCT SPN LG SHANK,"1,217.90"
2780000200,SCREW BN MTRXRIB TI 10MM 2.9MM SELF TAP LOCK,299.21
2780000200,SCREW BN NAIL-EX TI 5X78MM FEM TIB LOCK STRDR RCS CANN IM,376.47
2780000200,SCREW BN NCB 5MM 30MM FCL,338.18
2780000200,SCREW BN NEXGN KNEE LOCK,154.85
2780000200,SCREW BN NEXGN SS SHRT KNEE SPRG 5IN 1 INST RL,329.65
2780000200,SCREW BN NLOCK 3.0X14MM,606.10
2780000200,SCREW BN NON LOCK 4.5X34MM,157.70
2780000200,SCREW BN NON LOCK 4.5X36MM,157.70
2780000200,SCREW BN NON LOCK 4.5X40MM,157.70
2780000200,SCREW BN NON LOCK 5.5X38MM ORTHOLOC,157.70
2780000200,SCREW BN NON LOCK 5.5X40MM ORTHOLOC,157.70
2780000200,SCREW BN NON LOCK 5.5X45MM ORTHOLOC,157.70
2780000200,SCREW BN NONLOCK 3.0X24MM,606.10
2780000200,SCREW BN OBELISC TI SPNL LOCK,190.00
2780000200,SCREW BN OD 4MM 48MM CANC LOCK,273.60
2780000200,SCREW BN ORTH 4MMX16MM CANC LOPRO NLOCK,66.50
2780000200,SCREW BN OSTEOLOCK TI 30X6.5MM CANCELLOUS HIP HEX HEAD,123.50
2780000200,SCREW BN OSTEOLOCK TI 6.5X20MM CANC HIP HEX HD,123.50
2780000200,SCREW BN PED 5.5X35MM FORTRESS,"1,282.50"
2780000200,SCREW BN PEDCL 4.0 X 40MM SOLERA,"1,671.05"
2780000200,SCREW BN PEDCL 4.0X45 SOLERA MULTIAX CD HORIZON,"1,671.05"
2780000200,SCREW BN PEDCL 4.5X35MM SOLERA,"1,671.05"
2780000200,SCREW BN PEDCL 4.5X40MM SOLERA,"1,671.05"
2780000200,SCREW BN PEDCL 4.5X45MM SOLERA,"1,671.05"
2780000200,SCREW BN PEDCL 5.5MM 35MM SOLERA MULTA CD HZN,"1,671.05"
2780000200,SCREW BN PEDCL 5.5MM 40MM SOLERA MULTA CD,"2,110.52"
2780000200,SCREW BN PEDCL 5.5MM 40MM SOLERA MULTA CD HZN,"1,671.05"
2780000200,SCREW BN PEDCL 5.5MM 45MM SOLERA MULTA CD HZN,"1,671.05"
2780000200,SCREW BN PEDCL 5MM 30MM SOLERA,"1,671.05"
2780000200,SCREW BN PEDCL 5MM 35MM SOLERA,"1,671.05"
2780007100,SCREW BN PEDCL 5MM 40MM SOLERA MULTIAX CD HORIZON,"1,671.05"
2780000200,SCREW BN PEDCL 6.5MM 35MM SOLERA MULTA CD,"2,110.52"
2780000200,SCREW BN PEDCL 7.5MM 55MM SOLERA MULTA CD,"2,110.52"
2780000200,SCREW BN PEDCL 8.5X80 SOLERA MULTACD HZN,"1,671.05"
2780000200,SCREW BN PEDICLE 4.5MM 35MM SHANK PLIF,997.50
2780000200,SCREW BN PEDICLE 5.0 X 35MM SHANK PLIF,997.50
2780000200,SCREW BN PEDICLE 5MM 40MM SHANK PLIF,997.50
2780000200,SCREW BN PEG 2.5MMX32MM CANC,193.80
2780000200,SCREW BN PEG 2.5MMX34MM CANC,193.80
2780000200,SCREW BN PEG 2.5MMX36MM F/THR,193.80
2780000200,SCREW BN PERC LCK,166.25
2780000200,SCREW BN PLATE 3.5X20MM LOCK,540.66
2780000200,SCREW BN PLATE 3.5X24 LOCK,540.66
2780000200,SCREW BN PLATE 3.5X26 LOCK,540.66
2780000200,SCREW BN PLATE 3.5X28 LOCK,540.66
2780000200,SCREW BN PLATE 3.5X30MM COMPR,394.04
2780000200,SCREW BN PLATE 3.5X32MM COMPR,394.04
2780000200,SCREW BN PLATE 3.5X35 LOCK,540.66
2780000200,SCREW BN POLY 6.5X35MM TI MALIBU THORLMBR PEDCL,"1,092.50"
2780000200,SCREW BN POLY 6.5X55MM TI MALIBU THORLMBR PEDCL,"1,092.50"
2780000200,SCREW BN POLYAX 4.5X5.5X25MM TI ROD ARMADA,"1,246.88"
2780000200,SCREW BN POLYAXIAL 5.5X30MM PRECEPT,"1,662.50"
2780000200,SCREW BN POLYAXIAL 5.5X35MM PRECEPT,"1,662.50"
2780000200,SCREW BN R3CON PLATE 2.7X11MM NLOCK GORILLA,250.80
2780000200,SCREW BN R3CON PLATE 2.7X12MM NLOCK GORILLA,250.80
2780000200,SCREW BN R3CON PLATE 2.7X13MM NLOCK GORILLA,250.80
2780000200,SCREW BN R3CON PLATE 2.7X14MM NLOCK GORILLA,250.80
2780000200,SCREW BN R3CON PLATE 2.7X15MM NLOCK GORILLA,250.80
2780000200,SCREW BN R3CON PLATE 2.7X16MM NLOCK GORILLA,250.80
2780000200,SCREW BN REDUCN 5.5X35MM TI LUMBR ARMADA,"1,413.13"
2780000200,SCREW BN REDUCN 5.5X40MM TI LUMBR ARMADA,"1,413.13"
2780000200,SCREW BN RELINE SPINE MOD TULIP NONSTRL LATEXFR,522.50
2780000200,SCREW BN ROI-C 8X12X14MM,"2,612.50"
2780000200,SCREW BN SET STD 32THR OD.25IN,313.50
2780000200,SCREW BN SILVER 3MM MATRXMID FACE CRANMXF TI SELFDRL NSTRL,151.04
2780000200,SCREW BN SILVER 3MM MATRXMID FACE CRANMXF TI SELFDRL NSTRL,146.64
2780000200,SCREW BN SLF TAP VAR 3.3X12MM OPTIO-C,332.50
2780000200,SCREW BN SOLERA 5.5 X 40MM CNN,"2,280.15"
2780000200,SCREW BN SOLERA 5.5 X 45MM CNN,"2,280.15"
2780000200,SCREW BN SOLERA 7.5 X 45MM CAN,"2,280.15"
2780000200,SCREW BN SPHERX PPS 5.5X40MM,997.50
2780000200,SCREW BN SPHERX SPNL PPS LOCK 5.5 MM ROD,95.00
2780000200,SCREW BN SPNL 4.5MM 20MM PLYAX QUARTEX,"1,330.00"
2780000200,SCREW BN SPNL 4.5MM 22MM PLYAX QUARTEX,"1,330.00"
2780000200,SCREW BN SPNL 4.5MM 24MM POLYAX QUARTEX,"1,330.00"
2780000200,SCREW BN SPNL 4.5MM 26MM POLYAX QUARTEX,"1,330.00"
2780000200,SCREW BN SPNL 40MM 5.5MM SHANK PEDICLE ASSY,997.50
2780000200,SCREW BN SPNL 40MM 6.5MM SHANK PEDICLE ASSY,997.50
2780000200,SCREW BN SPNL 4MM 22MM MTNR TI OCT FIXA,"1,217.90"
2780000200,SCREW BN SPNL 4MM 26MM MTNR TI OCT FIXA,"1,217.90"
2780000200,SCREW BN SPNL 5.5X30MM 2S POLYAX RELINE,"1,496.25"
2780000200,SCREW BN SPNL 5.5X45MM 5.5/6.0 SOLERA,"1,671.05"
2780000200,SCREW BN SPNL 6.25 MM ROD,665.00
2780000200,SCREW BN SPNL ALT 6.5X55MM,332.50
2780000200,SCREW BN SPNL ATL 6.5X50MM,332.50
2780000200,SCREW BN SPNL KIT REPOSE SYS,"4,742.40"
2780000200,SCREW BN SPNL LOCK 6.25 MM ROD,95.00
2780000200,SCREW BN SS 3.5MM X 28MM CORT SELF TAP LOW PRO STRDR NONSTRL,54.49
2780000200,SCREW BN SS 3.5X24MM LOPRO CORT LOCK ARTHREX,218.50
2780000200,SCREW BN SS 3X16MM CANC LOW PRO DISP,66.50
2780000200,SCREW BN SS 4.5X100MM CORT SELF TAP,84.30
2780000200,SCREW BN SS 4MM X 22MM LOWPRO CANC ORTH NONLCKNG,66.50
2780000200,SCREW BN SS 4MM X 48MM LOWPRO LG/THR CANN,313.50
2780000200,SCREW BN SS 4X18MM CANC ORTH LOWPRO NONLCK ANKL,66.50
2780000200,SCREW BN SS 4X42MM LOWPRO LNG THR CANN DISP,313.50
2780000200,SCREW BN SS 4X44MM LOWPRO L/T CANN,313.50
2780000200,SCREW BN SS 6.5X50MM CANN CHRLT CAROLINE JNS,"3,182.50"
2780000200,SCREW BN SS LAG 20X22X12.7MM DHS/DCS CANN THRD NONSTRL,751.47
2780000200,SCREW BN STD 3.6X12MM VAR STRL,304.00
2780000200,SCREW BN SURFIX LOCK,345.80
2780000200,SCREW BN SYNAPSE TI SPNL LOCK TRNSCONN NONSTRL,93.10
2780000200,SCREW BN T10 F/THR 10MM 3.5MM,249.77
2780000200,SCREW BN T10 F/THR 12MM 3.5MM,249.77
2780000200,SCREW BN T10 F/THR 14MM 3.5MM,243.20
2780000200,SCREW BN T10 F/THR 16MM 3.5MM,249.77
2780000200,SCREW BN T10 F/THR 18MM 3.5MM,249.77
2780000200,SCREW BN T10 F/THR 20MM 3.5MM,249.77
2780000200,SCREW BN T10 F/THR 22MM 3.5MM,249.77
2780000200,SCREW BN T10 F/THR 40MM 3.5MM,249.77
2780000200,SCREW BN T2 TI 5 X60MM STRL PROX FEM SHFT P/THR IM NAIL,507.68
2780000200,SCREW BN T2 TI 5 X65MM STRL FEM TIB LOCK P/THR IM NAIL,507.68
2780000200,SCREW BN T2 TI 5 X75MM STRL TIB LOCK P/THR IM NAIL,507.68
2780000200,SCREW BN T2 TI 5 X80MM STRL TIB LOCK P/THR IM NAIL,507.68
2780000200,SCREW BN T2 TI 5 X90MM STRL ORTHO SHFT P/THR IM NAIL,507.68
2780000200,SCREW BN T2 TI 5X40MM CNDRL LOCK P/THR STRL IM NAIL,533.88
2780000200,SCREW BN T2 TI 8MMM TIB COMPR STRL IM NAIL,494.86
2780000200,SCREW BN T2 TI STND 8MM FEM COMPR STRL IM NAIL,490.16
2780000200,SCREW BN TEAL 10MM 2MM CRANFCL TI SELF TAP ER +DR RCS,105.10
2780000200,SCREW BN TEAL 12MM 2MM CRANFCL TI SELF TAP ER +DR RCS,105.10
2780000200,SCREW BN TEAL 14MM 2MM CRANFCL TI SELF TAP ER +DR RCS,105.10
2780000200,SCREW BN TEAL 4MM 2MM CRANFCL TI SELF  TAP ER +DR RCS,105.10
2780000200,SCREW BN TEAL 6MM 2MM CRANFCL TI SELF  TAP ER +DR RCS,105.10
2780000200,SCREW BN TEAL 8MM 2.4MM CRANFCL TI ER +DR RCS STRL,116.00
2780000200,SCREW BN TEAL 8MM 2MM CRANFCL TI SELF  TAP ER +DR RCS,105.10
2780000200,SCREW BN TFNA 80MM 10.35MM TI CANN FENESTRATED,"1,531.88"
2780000200,SCREW BN TFNA 80MM STRL,"1,562.52"
2780000200,SCREW BN TFNA 85MM STRL,"1,562.52"
2780000200,SCREW BN TFNA 90MM STRL,"1,562.52"
2780000200,SCREW BN TFNA 95MM STRL,"1,562.52"
2780000200,SCREW BN TI  7.0X16X45MM ANKL CANN DARCO,"2,281.90"
2780000200,SCREW BN TI  7.0X16X50MM FT S/THR CANN DARCO,"2,281.90"
2780000200,SCREW BN TI  7.0X16X55MM FT S/THR CANN DARCO,"2,281.90"
2780000200,SCREW BN TI  7.0X16X65MM FT S/THR CANN DARCO,"2,281.90"
2780000200,SCREW BN TI 10.5X105MM LAG CEPHALOMEDULLARY NAT,976.94
2780000200,SCREW BN TI 10.5X115MM LAG CEPHALOMEDULLARY NAT,976.94
2780000200,SCREW BN TI 11MM 2.3MM LKG MAXDRIVE,240.14
2780000200,SCREW BN TI 11MM 2MM LKG MXLFC MAXDRIVE,218.01
2780000200,SCREW BN TI 11MM 2MM MINI MAXDRIVE,94.39
2780000200,SCREW BN TI 13MM 2.3MM LKG MAXDRIVE,240.14
2780000200,SCREW BN TI 13MM 2.5MM MAXLFCL MAXDRIVE ER,124.18
2780000200,SCREW BN TI 2.0X14MM ORTHO SELFTAP SELFDRL SNAP OFF CHAR,712.50
2780000200,SCREW BN TI 2.4MM 16MM LOCK,237.50
2780000200,SCREW BN TI 2.4MM 18MM LOCK,237.50
2780000200,SCREW BN TI 2.4MM 20MM LOCK,237.50
2780000200,SCREW BN TI 2.4MM 22MM LOCK,237.50
2780000200,SCREW BN TI 2.4MM 24MM LOCK,237.50
2780000200,SCREW BN TI 2.4MM 26MM LOCK,237.50
2780000200,SCREW BN TI 2.4MM 28MM LOCK,237.50
2780000200,SCREW BN TI 2.7X13MM FOOT SELFTAP SELFDRL SNAPOFF CHAR,712.50
2780000200,SCREW BN TI 2MM 10MM LOWPRO CANNLTD PRTL THRD,266.00
2780000200,SCREW BN TI 2MM 12MM LOWPRO CANNLTD PRTL THRD,266.00
2780000200,SCREW BN TI 2MM 14MM LOWPRO CANNLTD PRTL THRD,266.00
2780000200,SCREW BN TI 2MM 8MM LOWPRO CANNLTD PRTL THRD,266.00
2780000200,SCREW BN TI 3.2MM 28MM TWNFX ORTH SELF TAP COMPR,886.67
2780000200,SCREW BN TI 3.5 X 28MM LOCK,285.00
2780000200,SCREW BN TI 3.5 X 32MM LOCK,285.00
2780000200,SCREW BN TI 3.5MM 18MM LOCK W/WASHER STRL,655.50
2780000200,SCREW BN TI 3.5MM 22MM LOCK W/WASHER STRL,703.00
2780000200,SCREW BN TI 3.5X20MM LOCK W/ WSHR STRL,703.00
2780000200,SCREW BN TI 36MM 4MM LOCK SELF TAP AXSOS 3,412.11
2780000200,SCREW BN TI 4.2MM 16MM ANT CSPINE SELFDRL FIXA RL,285.00
2780000200,SCREW BN TI 4.5X26MM CORTX,74.94
2780000200,SCREW BN TI 4.5X28MM CORTX,74.94
2780000200,SCREW BN TI 4.5X30MM CORTX AXSOS,74.94
2780000200,SCREW BN TI 4.5X30MM ORTHOLOC 3DI NONLOCK,157.70
2780000200,SCREW BN TI 4.5X32MM CORTX,74.94
2780000200,SCREW BN TI 4.5X34MM CORT STRL HI TIB OSTM PLATE,161.50
2780000200,SCREW BN TI 4.5X34MM CORTX AXSOS,74.94
2780000200,SCREW BN TI 4.5X46MM CORTX AXSOS,74.94
2780000200,SCREW BN TI 4.5X55MM CORTX,74.94
2780000200,SCREW BN TI 4.5X58MM CORT HI TIB OSTEO PLATE STRL,161.50
2780000200,SCREW BN TI 4.5X65MM CORTX AXSOS,74.94
2780000200,SCREW BN TI 4.5X80MM CORTX,74.94
2780000200,SCREW BN TI 40MM 4MM LOCK SELF TAP AXSOS 3,412.11
2780000200,SCREW BN TI 42.5MM 5MM F/THR FIXA CORT ALLOY,350.70
2780000200,SCREW BN TI 4MM 38MM LOW PRO LONG THR,66.50
2780000200,SCREW BN TI 4MMX15MM CRNT INTLOCK ST,290.95
2780000200,SCREW BN TI 5.5MM 25MM CAPSR PS2 PEDCL SPNL POLYAX,955.95
2780000200,SCREW BN TI 5.5MM 45MM CAPSR PS2 PEDCL SPNL POLYAX,955.95
2780000200,SCREW BN TI 5.5MM 50MM CAPSR PEDCL SPNL POLYAX SPN WAVE,955.95
2780000200,SCREW BN TI 5.5MMX25MM SVRGN INTRBD FUSN LUMBR,332.50
2780000200,SCREW BN TI 5.5MMX30MM SVRGN,332.50
2780000200,SCREW BN TI 5.5MMX50MM VA XL THORLMBR INTRBD FUSN,570.00
2780000200,SCREW BN TI 55MM 4MM LOCK SELF TAP AXSOS 3,412.11
2780000200,SCREW BN TI 5MM 2.0MM LKG MAXDRIVE,218.01
2780000200,SCREW BN TI 5MM 2.3MM LKG MAXDRIVE,240.14
2780000200,SCREW BN TI 5X10MM LOCK AXSOS 3 PERISPROTHETIC,502.66
2780000200,SCREW BN TI 5X12MM LOCK AXSOS 3 PERISPROTHETIC,502.66
2780000200,SCREW BN TI 5X8MM LOCK AXSOS 3 PERISPROTHETIC,502.66
2780000200,SCREW BN TI 6.0MMX45MM P/THR LOWPRO,"1,510.50"
2780000200,SCREW BN TI 6.5X40MM CANC STRL HI TIB OSTM PLATE,161.50
2780000200,SCREW BN TI 6.5X40MM SPNL POLYAX CANN,"1,330.00"
2780000200,SCREW BN TI 6.5X45MM SPNL POLYAX CANN,"1,330.00"
2780000200,SCREW BN TI 6.5X55MM CANC STRL HI TIB OSTM PLATE,161.50
2780000200,SCREW BN TI 60MM 4MM LOCK SELF TAP AXSOS 3,412.11
2780000200,SCREW BN TI 65MM 4MM LOCK SELF TAP AXSOS 3,412.11
2780000200,SCREW BN TI 6X35MM CANC F/THR,110.83
2780000200,SCREW BN TI 6X40MM CANC F/THR,110.83
2780000200,SCREW BN TI 6X50MM CANC F/THR,110.83
2780000200,SCREW BN TI 6X55MM CANC F/THR F/THR,110.83
2780000200,SCREW BN TI 6X60MM CANC F/THR,110.83
2780000200,SCREW BN TI 6X65MM CANC F/THR,110.83
2780000200,SCREW BN TI 7.3MM 90MM NONFEN N-FORCE,452.20
2780000200,SCREW BN TI 7.3MM 95MM NONFEN N-FORCE,"1,311.00"
2780000200,SCREW BN TI 7MM 2.0MM LKG MAXDRIVE,218.01
2780000200,SCREW BN TI 7MM 2.3MM LKG MAXDRIVE,240.14
2780000200,SCREW BN TI 7X35MM ACL/PCL CANN SFT BLNT THRD ARTH STRL,180.50
2780000200,SCREW BN TI 9MM 2.3MM LKG MAXDRIVE,240.14
2780000200,SCREW BN TI 9MM 2.5MM MAXLFCL MAXDRIVE ER,24.84
2780000200,SCREW BN TI 9MM 2MM MICRO DRILLFR MAXDRIVE,97.77
2780000200,SCREW BN TI CANN 4.0X42MM NONSTRL,449.58
2780000200,SCREW BN TI CANN 4.0X42MM STRL,449.58
2780000200,SCREW BN TI CANN 4.0X48MM,449.58
2780000200,SCREW BN TI CANN 6.5X100MM,700.91
2780000200,SCREW BN TI CANN SIJ 12.5X40MM,"5,700.00"
2780000200,SCREW BN TI CANN SIJ 12.5X50MM SIMMETRY,"5,700.00"
2780000200,SCREW BN TI CANN SIJ 8.5X45MM SIMMETRY,"5,700.00"
2780000200,SCREW BN TI CANN SIJ 8.5X55M SIMMETRY,"5,700.00"
2780000200,SCREW BN TI CANN SL 8.5X40MM SIMMETRY,"5,700.00"
2780000200,SCREW BN TI CANN SL J 8.5X60MM SIMMETRY,"5,700.00"
2780000200,SCREW BN TI CANN SLJ 12.5X55MM SIMMETRY,"5,700.00"
2780000200,SCREW BN TI CANN SLJ 12.5X60MM SIMMETRY,"5,700.00"
2780000200,SCREW BN TI CANN SLJ 8.5X50MM SIMMETRY,"5,700.00"
2780000200,SCREW BN TI FULL THRD 5X47MM PROX FEM LOCK STRL,482.35
2780000200,SCREW BN TI LOCK 3.5MM 30MM,444.90
2780000200,SCREW BN TI LOCK 3.5MM 32MM,433.20
2780000200,SCREW BN TI LOCK 3.5MM 34MM,444.90
2780000200,SCREW BN TI LOCK 3.5MM 42MM,444.90
2780000200,SCREW BN TI MICRO SELFDRL POWRGP,109.02
2780000200,SCREW BN TI MICRO SELFDRL POWRGP 3.5MM,109.02
2780000200,SCREW BN TI SPNL,161.50
2780000200,SCREW BN TUFFNECK 2.7X15MM LOCKING,343.33
2780000200,SCREW BN TUFFNECK 2.7X15MM NLOCK,279.11
2780000200,SCREW BN TUFFNECK 2.7X17MM NLOCK,279.11
2780000200,SCREW BN TUFFNECK 2.7X18MM LOCKING,343.33
2780000200,SCREW BN TUFFNECK 2.7X18MM NLOCK,279.11
2780000200,SCREW BN TUFFNECK 2.7X20MM LOCKING,343.33
2780000200,SCREW BN TUFFNECK 2.7X20MM NLOCK,279.11
2780000200,SCREW BN TWIST OFF 2.5MM 16MM CANC ANKL FT SELFDRL SELF TAP,665.00
2780000200,SCREW BN TWIST OFF 2MM 14MM CANC ANKL FT SELFDRL SELF TAP,684.19
2780000200,SCREW BN UCSS CORT LAG 4MM 44MM TI ALLOY CANN,"1,312.43"
2780000200,SCREW BN ULNA CORT 3.5MM 10MM RAYHACK LOW PRO,228.00
2780000200,SCREW BN ULNA CORT 3.5MM 12MM RAYHACK LOWPRO,228.00
2780000200,SCREW BN UNIPLT TI 13MM ANT CSPINE SLF TAP,285.00
2780000200,SCREW BN VALOR 5MMX90MM IMPLANT KIT,437.00
2780000200,SCREW BN VARIAX 2.7MM TI,330.94
2780000200,SCREW BN VARIAX SS 3.5X18MM ELB SLFTAP LOCK,229.48
2780000200,SCREW BN VARIAX T7 2.3X16MM,223.44
2780000200,SCREW BN VARIAX T7 2.3X28MM LOCK,301.28
2780000200,SCREW BN VARIAX TI 12X2.7MM DIST CRSSPN LCK,330.94
2780000200,SCREW BN VARIAX TI 12X2.7MM DIST CRSSPN LCK,335.62
2780000200,SCREW BN VARIAX TI 18X2.7MM DIST CRSSPN LCK,335.62
2780000200,SCREW BN VARIAX TI 2.3X16MM DIST RADL T7 LOCK STRL,301.28
2780000200,SCREW BN VARIAX TI 2.3X18MM T7 DIST RADL LOCK STRL,301.28
2780000200,SCREW BN VARIAX TI 2.3X20MM DIST RAD CROSS PIN LOCK STRL,322.24
2780000200,SCREW BN VARIAX TI 2.7X20MM ELB LOCK SLFTAP PLATE SYS,444.90
2780000200,SCREW BN VARIAX TI 2.7X38MM ELB LOCK SLFTAP PLATE SYS,444.90
2780000200,SCREW BN VARIAX TI 2.7X42MM ELB LOCK SLFTAP PLATE SYS,444.90
2780000200,SCREW BN VARIAX TI 2.7X46MM ELB LOCK SLFTAP PLATE SYS,444.90
2780000200,SCREW BN VARIAX TI 2.7X50MM ELB LOCK SLFTAP PLATE SYS,229.48
2780000200,SCREW BN VARIAX TI 20X2.7MM DIST CRSSPN LCK,335.62
2780000200,SCREW BN VARIAX TI 3.5X22MM ELB LOCK SLFTAP,229.48
2780000200,SCREW BN VARIAX TI 3.5X55MM ELB SLFTAP LOCK PLATE SYS,223.44
2780000200,SCREW BN VARIX II 2.3X36MM RAD DIST CX PIN STRL LOCK SYS,322.24
2780000200,SCREW BN VARIX II 2.3X38MM RAD DIST CX PIN STRL LOCK SYS,322.24
2780000200,SCREW BN VARIX TI 2.7X16MM RAD WRST HND CX PIN NONLOCK PLATE,330.94
2780010300,SCREW BN VNGRD KNEE FEM,133.00
2780000200,SCREW BN VRBLE 4.0 X14MM DBL LEAD,190.00
2780000200,SCREW BN VRBLE 4.5 X14MM SNG LEAD,190.00
2780000200,SCREW BN VUEPOINT 4.0X20MM POST CERV SPINE MULTA SYS,"1,163.75"
2780000200,SCREW BN WRIST 15MM SPHERICAL HEAD,418.00
2780010300,SCREW BN WRIST 18MM SPHERICAL HEAD,449.54
2780010300,SCREW BN WRIST 26MM CARPAL,449.54
2780000200,SCREW BN4X46MM LOWPRO LNG THR SS CORT,66.50
2780000200,SCREW BNE  2.7X16MM LCK ORTHOPRO,361.00
2780000200,SCREW BNE  2.7X26MM NONLCK ORTHOPRO,361.00
2780000200,SCREW BNE 3.5MMX40MM TI LOCK,703.00
2780000200,SCREW BNE 3.5X36MM LOPRO LCK,218.50
2780000200,SCREW BNE 38MM 3.5MM LK CORTICL DJJ,267.33
2780000200,SCREW BNE 4.0MM 38MM CANCEL LOCKING,273.60
2780000200,SCREW BNE 4.0X28MM NONLCK,363.09
2780000200,SCREW BNE 50MM 5.5MM REDUCT,"1,413.13"
2780000200,SCREW BNE 55MM 4.0MM LK CANCEL,273.60
2780000200,SCREW BNE 60MM 6.5MM POLYAXIAL,"1,246.88"
2780000200,SCREW BNE 75MM 4.5 MM CORTICAL SELF TAP SOLID,83.60
2780000200,SCREW BNE COMPRESSION 2.5X26MM,723.90
2780000200,SCREW BNE DLTL RAD 2.7MM 14MM CRSS PIN LCKNG,335.62
2780000200,SCREW BNE DSTL RD 2.3MM 26MM CRSS PIN LCKNG,335.62
2780000200,SCREW BNE LOPRO 4X50MM CANC NONLCk,66.50
2780000200,SCREW BNE MATRXMIDFACE TI 6MM SLF DRIL PK5 SYN,148.20
2780000200,SCREW BNE MOTIONLOC 4X24MM LNG NCB,212.93
2780000200,SCREW BNE MOTIONLOC 4X26MM LNG NCB,212.93
2780000200,SCREW BNE MOTIONLOC 4X28MM LNG NCB,212.93
2780000200,SCREW BNE PERILOC SS 35MM 2.7MM CORTICL SLF TAP LK,181.94
2780000200,SCREW BNE POLYAXIAL 4.0MMX14MM,"1,092.50"
2780000200,SCREW BNE PRMD 6.5X35MM ANT,836.48
2780000200,SCREW BONE 1.2MM X 12MM,218.88
2780000200,SCREW BONE 1.2MM X 14MM,218.88
2780000200,SCREW BONE 2.3X18MM HAND LOCK SELF TAP CRSSPN,260.70
2780000200,SCREW BONE 6.5X40MM TRANSVERSE,290.95
2780000200,SCREW CANC NCB FT 4.5X32MM,225.45
2780000200,SCREW CANN 4.0MM 50MM,313.50
2780000200,SCREW CANN 4.5MM 40MM 14MM,433.68
2780000200,SCREW CANN 4.5MM 60MM 31MM THRD HDED,433.68
2780000200,SCREW CANN 7MM 82MM 17MM SHRT THRD HDED,752.40
2780000200,SCREW CANN 7MM 84MM 17MM SHRT THRD HDED,752.40
2780000200,SCREW CANN 7MM 86MM 17MM SHRT THRD HDED,752.40
2780000200,SCREW CAP MINIT,142.50
2780000200,SCREW CERV 4.2X14MM SD F XTEND,285.00
2780000200,SCREW CERV 4.6X14MM ST V XTEND,190.00
2780000200,SCREW CERV 4.6X16MM ST V XTEND,190.00
2780000200,SCREW CLOSED TULIP LOCK TI,95.00
2780000200,SCREW CNTR 6.5MM 24MM,266.00
2780010300,SCREW CNTR 6.5MM 28MM,266.00
2780000200,SCREW CNTR 6.5MM 32MM,266.00
2780000200,SCREW CORT 3.5X12MM INTEGRA,182.40
2780000200,SCREW CORT 3.5X12MM SURFIX,666.90
2780000200,SCREW CORT 3.5X16MM SURFIX,666.90
2780000200,SCREW CORT 3.5X18MM SURFIX,703.00
2780000200,SCREW CORT 4.0MM 32MM NCB FCL SCRETITANIUM NONSTRL,212.93
2780000200,SCREW CORT 4.0MM 34MM NCB FCL SCRETITANIUM NON STERILE,212.93
2780000200,SCREW CORT 4.0MM 36MM NCB FCL SCRETITANIUM NONSTRL,212.93
2780000200,SCREW CORT 4.0MM 38MM NCB FCL SCRETITANIUM NONSTRL,212.93
2780000200,SCREW CORT 4.0MM 42MM NCB FCL SCRETITANIUM NONSTRL,212.93
2780000200,SCREW CORT 4.0X30MM FCL SCRETITANIUM NONSTRL NCB,212.93
2780000200,SCREW CORT 5.0MM 46MM NCB FCL SCRETITANIUM NONSTRL,338.18
2780000200,SCREW CORT 5.0MM 48MM NCB FCL SCRETITANIUM NONSTRL,338.18
2780000200,SCREW CORT 5.0MM 50MM NCB FCL SCRETITANIUM NONSTRL,338.18
2780000200,SCREW CORT 5.0MM 54MM NCB FCL SCRETITANIUM NONSTRL,338.18
2780000200,SCREW CORT 5.0MM 58MM NCB FCL SCRETITANIUM NONSTRL,338.18
2780000200,SCREW CORT 5.0MM 60MM NCB FCL SCRETITANIUM NONSTRL,338.18
2780000200,SCREW CORT 5X30MM NCB SELF TAPPING,294.35
2780000200,SCREW CORT 5X40MM NCB SELF TAPPING,294.35
