"Ketchikan, AK",,
PeaceHealth:  Ketchikan Medical Center,,
Hospital department charges for Services and Supplies,,
,,
,,
Charge Code,Short Description,Charge Each
218999,LAB DRUG SCREEN ANTIDEPRESSANTS SEROTONERGIC 3-5,59
219007,LAB DRUG SCREEN ANTIDEPRESSANTS TRICYL/CYCLIC  6>,93
219009,LAB DRUG SCREEN ANTIDEPRESSANTS NOS,148
219013,LAB DRUG SCREEN ANTIDEPRESSANTS NOS 4-6,59
219021,LAB DRUG SCREEN ANTIPSYCHOTICS NOS 7>,261
218635,LAB DRUG SCREEN BARBITUATES CONFIRMATION,305
218637,LAB DRUG SCREEN BENZODIAZEPINES 1-12,50
219025,LAB DRUG SCREEN BENZODIAZEPINES 1-12 CONFIRMATION,74
219029,BUPRENORPHINE,257
219031,LAB DRUG SCREEN BUPRENOPHINE CONFIRMATION,59
218647,LAB DRUG SCREEN CANNABINOIDS NATURAL,273
218639,LAB DRUG SCREEN COCAINE,520
219039,FENTANYL,386
219041,LAB DRUG SCREEN GABAPENTIN NON-BLOOD,245
219043,HEROIN METABOLITE,413
219045,LAB DRUG SCREEN KETAMINE AND NORKETAMINE,245
218641,LAB DRUG SCREEN METHODONE CONFIRMATION,285
219049,LAB DRUG SCREEN METHYLENEDIOXYAMPHETAMINES,59
219051,LAB DRUG SCREEN METHYLPHENIDATE,203
218643,LAB DRUG SCREEN OPIATES 1>,459
219053,OPIODS AND OPIATE ANALOGS 1 OR 2,59
221632,OPIODS AND OPIATE ANALOGS 5>,59
221634,OXYCODONE,59
219061,LAB DRUG SCREEN PREGABALIN,203
219063,PROPOXYPHENE,59
219065,SEDATIVE HYPNOTICS,278
219067,SKELETAL MUSCLE RELAXANTS 1 OR 2,203
219069,LAB DRUG SCREEN SKELETAL MUSCLE RELAXANTS 3>,59
219073,LAB DRUG SCREEN TAPENTADOL,376
219075,LAB DRUG SCREEN TRAMADOL,144
219077,LAB DRUG SCREEN STEREOISOMER ANALYSIS SINGLE DRUG CLASS,60
218645,LAB DRUG(S) OR SUBST(S) QUAL/QUAN NOS 1-3,87
219081,LAB DRUG(S) OR SUBST(S) QUAL/QUAN NOS 7>,59
129422,LAB ACTH STIM PANEL,251
129472,"LAB URINALYSIS,AUTOMATED W/MICROSCOPY",65
129474,"LAB URINALYSIS,NON-AUTO,W/O MICROSCOPY",42
129476,"LAB URINALYSIS,AUTOMATED,W/O MICRO",46
129482,"LAB URINALYSIS, MICROSCOPIC ONLY",42
129492,LAB DMD(DYSTROPHIN) DELETION ANALYSIS,977
129496,"LAB APC GENE ANALYSIS, FULL SEQ","2,730"
129498,"LAB APC GENE ANALYSIS, FAMILIAL",980
129500,"LAB APC GENE ANALYSIS, DUP/DEL",700
129504,LAB BCR/ABL1 MAJOR BREAKPOINT,463
129506,LAB BCR/ABL1 MINOR BREAKPOINT,563
129508,LAB BCR/ABL1 GENE OTHER BP,733
129512,LAB BRAF GENE,217
129516,LAB BRCA1&2 185&5385&6174 VAR,"1,540"
129522,LAB BRCA1 GENE KNOWN FAM VARIANT,"1,313"
129524,LAB BRCA2 GENE FULL SEQUENCE,648
129526,LAB BRCA2 GENE KNOWN FAM VARIANT,"1,313"
224592,LAB CALR MUTATION ANALYSIS,554
129528,LAB CFTR COMMON VARIANTS,796
129538,LAB CYP2C19 GENE COM VARIANTS,974
129540,LAB CYP2D6 GENE COM VARIANTS,"1,508"
129542,LAB CYP2C9 GENE COM VARIANTS,585
129548,LAB F2 GENE,220
129550,LAB FACTOR V GENE ANALYSIS,277
129558,LAB FLT3 GENE,554
221948,LAB TYROSINE KINASE DOMAINE,278
129572,LAB HFE GENE,385
129578,LAB IGH GENE REARRANGE AMP METH,770
129580,LAB IGH GENE REARRANG DIR PROBE,199
129582,LAB IGH VARI REGIONAL MUTATION,"1,145"
129584,LAB STR MARKERS SPECIMEN ANAL,980
129592,LAB JAK2 GENE,420
129594,LAB KRAS GENE,676
129602,"LAB MGMT, METHYL ANALYSIS",436
223531,PROMOTER METHYLATION ANALYSIS,673
129606,LAB MTHFR GENE,315
129608,LAB MLH1 GENE FULL SEQ,"2,158"
129610,LAB MLH1 GENE KNOWN VARIANTS,865
129612,LAB MLH1 GENE DUP/DELETE VARIANT,637
129614,LAB MSH2 GENE FULL SEQ,"1,336"
129616,LAB MSH2 GENE KNOWN VARIANTS,"1,182"
129618,LAB MSH2 GENE DUP/DELETE VARIANT,747
129620,LAB MSH6 GENE FULL SEQ,962
129622,LAB MSH6 GENE KNOWN VARIANTS,"1,078"
129624,LAB MSH6 GENE DUP/DELETE VARIANT,833
129626,LAB MICROSATELLITE INSTABILITY,"1,319"
129634,LAB NPM1 GENE,819
129636,LAB PML/RARALPHA COM BREAKPOINTS,951
129638,LAB PML/RARALPHA 1 BREAKPOINT,"1,441"
129640,LAB PMS2 GENE FULL SEQ ANALYSIS,"2,610"
129642,LAB PMS2 KNOWN FAMILIAL VARIANTS,617
129644,LAB PMS2 GENE DUP/DELET VARIANTS,741
129646,"LAB PTEN GENE ANALYSIS, FULL SEQ","2,007"
129648,"LAB PTEN GENE ANALYSIS, FAMILIAL",194
129650,"LAB PTEN GENE ANALYSIS, DUP/DEL",789
129662,LAB TRB GENE REARRANGE AMPLIFY,952
129664,LAB TRB GENE REARRANGE DIRPROBE,226
129666,LAB TRG GENE REARRANGEMENT ANAL,918
129670,LAB VKORC1 GENE,309
129672,LAB HLA I & II TYPING LR,"1,832"
129674,LAB HLA I & II TYPE VERIFY LR,"1,097"
129676,LAB HLA I TYPING COMPLETE LR,"1,006"
129678,LAB HLA I TYPING 1 LOCUS LR,508
129680,LAB HLA I TYPING 1 ANTIGEN LR,328
129682,LAB HLA II TYPING AG EQUIV LR,999
129684,LAB HLA II TYPING 1 LOCUS LR,475
129686,LAB HLA II TYPE 1 AG EQUIV LR,418
129688,LAB HLA I & II TYPING HR,"1,574"
129690,LAB HLA I TYPING COMPLETE HR,"1,529"
129692,LAB HLA I TYPING 1 LOCUS HR,807
129694,LAB HLA I TYPING 1 ALLELE HR,419
129696,LAB HLA II TYPING 1 LOC EA,481
129698,LAB HLA II TYPING 1 ALLELE HR,497
129700,LAB MOPATH PROCEDURE LEVEL 1,234
129702,LAB MOPATH PROCEDURE LEVEL 2,480
129704,LAB MOPATH PROCEDURE LEVEL 3,526
129706,LAB MOPATH PROCEDURE LEVEL 4,505
129708,LAB MOPATH PROCEDURE LEVEL 5,962
129710,LAB MOPATH PROCEDURE LEVEL 6,"1,055"
129712,LAB MOPATH PROCEDURE LEVEL 7,990
228934,GEN SEQ ANALYS HEMATOLYMPHOID NEO 5-50 GENE,"2,169"
129718,LAB  UNLISTED MOLECULAR PATH PROC,242
129740,LAB UNLISTED MULITANALYTE ASSAY,295
129748,"LAB KETONES, QUANTITATIVE",40
129756,LAB ADRENOCORT.HORMONE(ACTH),288
129760,"LAB ALBUMIN,SERUM,PLASMA OR WHOLE BL",68
129762,"LAB ALBUMIN, URINE/OTHER, QUANT, EACH",45
129764,LAB ALBUMIN URINE MICRO QUANT,138
129772,LAB ALDOLASE,117
129774,LAB ALDOSTERONE,297
129778,"LAB ALPHA-1-ANTITRYPSISN,TOTAL",185
129782,"LAB ALPHA-FETOPROTEIN, SERUM",101
129802,"LAB AMINO ACIDS,6 OR MORE,QUANT,EA","1,124"
129804,LAB AMMONIA,194
129810,LAB AMYLASE,89
129814,LAB ANDROSTENEDIONE,78
129820,LAB ANGIOTENSIN I CONV ENZYME (ACE),160
129822,"LAB APOLIPOPROTEIN, EACH",179
129824,LAB ARSENIC,194
129832,LAB BETA-2 MICROGLOBULIN,172
129834,"LAB BILE ACIDS, TOTAL",73
129838,"LAB BILIRUBIN, TOTAL",68
129840,"LAB BILIRUBIN, DIRECT",68
129846,LAB BLOOD OCCULT SCREENING 1-3,45
129848,"LAB BLOOD OCCULT,QUAL OTHER SOURCES",43
129850,LAB BLOOD OCCULT DIAGNOSTIC 1-3,40
129852,"LAB BLOOD OCCULT,FECAL,QUAL 1-3",24
129858,LAB VITAMIN D 25 HYDROXY,180
129860,LAB CALCITONIN,247
129862,"LAB CALCIUM, TOTAL",72
129864,"LAB CALCIUM,IONIZED",187
129868,"LAB CALCIUM, 24HR URINE",117
129874,LAB CALCULI-STONE ANALYSIS,189
129882,"LAB CARBOXYHEMOGLOBIN,QUANTITATIVE",179
129886,LAB CARCINOEMBRYONIC ANTIGEN (CEA),171
129890,LAB CAROTENE,37
129896,"LAB CATECHOLAMINES,FRACTION 24HR UR",277
129900,LAB CERULOPLASMIN,146
129902,LAB CHEMILUMINESCENT ASSAY,85
129908,"LAB CHLORIDE,URINE",63
129914,"LAB CHOLESTEROL,SERUM/WHOLE BLOOD,TOT",65
129934,LAB CHROMIUM,157
129936,LAB CITRATE,411
129940,LAB COLLAGEN CROSS LINKS,85
129942,LAB COPPER,50
129946,"LAB CORTISOL,FREE",228
129948,"LAB CORTISOL, TOTAL",239
129954,LAB COLUMN CHROMOTOGRAPHY QUANT,522
129960,"LAB CREATINE KINASE (CK,CPK), TOTAL",87
129964,"LAB CREATINE KINASE, MB FRACTION ONLY",153
129968,"LAB CREATININE, BLOOD",195
129970,"LAB CREATININE,OTHER SOURCE",70
129972,"LAB CREATININE, CLEARANCE",130
129974,LAB CRYOFIBRINOGEN,26
129976,"LAB CRYOGLOBULIN,QUAL OR SEMI-QUANT",99
129980,LAB VITAMIN B12 CYANOCOBALAMIN,199
129984,LAB CYSTATIN C,63
129988,LAB DEHYDROEPINADROSTERONE,243
129990,LAB DEHYDROEPIANDROSTERONE SULFATE,228
130004,"LAB VITAMIN D1,25 DIHYDROXY",262
229864,"PANCREATIC ELASTASE, FECAL, QUAL/SEMI-QUANT",58
130016,LAB ERYTHROPOIETIN,68
130018,LAB ESTRADIOL,286
130022,"LAB ESTROGEN,TOTAL",223
130024,LAB ESTRIOL,127
130026,LAB ESTRONE,323
130030,LAB ETHYLENE GLYCOL,274
130034,LAB FECAL FAT QUALITATIVE,68
130036,LAB FECAL FAT QUANTATIVE,122
130044,LAB FERRITIN,111
130046,LAB FETAL FIBRONECTIN,621
130052,"LAB FOLIC ACID, SERUM",151
130054,"LAB FOLIC ACID, RBC",237
130068,"LAB GAMMAGLOBULIN, IGA,IGD,IGG,IGM,EA",125
130070,"LAB GAMMAGLOBULIN, IGE",179
130072,"LAB GAMMAGLOBULIN SUBCLASSES IGG, EA",172
130076,"LAB GASES, BLOOD, ANY COMBINATION",210
130080,"LAB BLOOD GASES, O2 SAT ONLY",127
130088,LAB GASTRIN,317
130090,LAB GLUCAGON,44
130092,LAB GLUCOSE BODY FLUID OTHER THAN BLD,85
130096,"LAB GLUCOSE,QUANT,BLOOD;EXCEPT REAGNT STRIP",54
130100,"LAB GLUCOSE,POST GLUCOSE DOSE",75
130120,"LAB GLUTAMYLTRANSFERASE,GAMMA(GGT)",44
130128,LAB GLYCATED PROTEIN,95
130130,"LAB GONADOTROPIN,FOLLICLE STIMULATING HORMONE",190
130132,"LAB GONADOTROPIN, LUTEINIZING HORMONE",189
130138,"LAB HAPTOGLOBIN, QUANTITATIVE",190
130142,"LAB HELICOBACTER PYLORI,UREASE ACTVTY",167
130148,"LAB HEAVY METAL, QUANTITATIVE, EACH",243
130152,"LAB HEMOGLOBIN FRAC/QUANT,CHROMATOGRAPHY",122
130160,"LAB HEMOGLOBIN,GLYCATED",55
130164,"LAB HEMOGLOBIN,METHEMOGLOBIN,QUANT",154
130170,"LAB HEMOGLOBIN,SULFHEMOGLOBIN,QUANT",172
130184,LAB HISTAMINE,273
130186,LAB HOMOCYSTINE,152
130192,"LAB HYDROXYINDOLEACETIC ACID, 5 HIAA",144
130194,"LAB HYDROXYPROGESTERONE,17",378
130202,"LAB IMMUNOASSAY, MULTI STEP,QUAL OR SEMIQUANT",123
130206,"LAB IMMUNOASSAY, QUANT BY RADIOIMMUNOASSAY",185
130208,"LAB IMMUNOASSAY, QUANT, NOS",123
130210,"LAB INSULIN, TOTAL",151
130212,"LAB INSULIN,FREE",42
130216,LAB IRON,87
130218,LAB IRON BINDING CAPACITY,116
130228,LAB LACTATE (LACTIC ACID),195
130230,"LAB LACTATE DEHYDROGENASE (LD),(LDH)",82
130232,"LAB LACTATE DEHYDRO,ISOENZ SEP,QUANT",48
130234,"LAB LACTOFERRIN,FECAL,QUAL",135
130244,LAB LEAD,165
130256,LAB LIPASE,91
130258,LAB LIPOPROTIEN (A),50
130260,LAB LIPOPROTEIN PHOSPHOLIPASE,155
130262,LAB LIPOPROTEIN BLOOD ELECTROPHOR,44
130264,"LAB LIPOPROTEIN BLOOD, HR FACTOR",113
130266,LAB LIPOPROTEIN BLOOD BY NMR,123
130270,"LAB LIPOPROTEIN,DIRECT,VLDL CHOLESTRL",53
130272,"LAB LIPOPROTEIN,DIRECT,LDL CHOLESTERL",71
130276,LAB MAGNESIUM,99
130288,"LAB MERCURY,QUANT",222
130290,LAB METANEPHRINE,447
130312,LAB NATRIURETIC PEPTIDE,448
130314,"LAB NEPHELOMETRY, EACH ANALYTE NES",211
130320,LAB NUCLEOTIDASE 5-,160
130328,"LAB ORGANIC ACID, SINGLE, QUANT",317
130332,"LAB OSMOLALITY, BLOOD",88
130334,"LAB OSMOLALITY, URINE",91
130338,LAB OXALATE,189
130344,LAB PARATHORMONE,286
130346,"LAB PH, BODY FLUID, NOS",78
130350,LAB PHENCYCLIDINE,373
130352,"LAB CALPROTECTIN, FECAL",689
130366,"LAB PHOSPHATASE, ALKALINE",72
130370,"LAB PHOSPHATASE,ALKALINE,ISOENZYMES",191
130378,LAB PHOSPHORUS,64
130380,"LAB PHOSPHORUS INORGANIC, URINE",117
130384,"LAB PORPHOBILINOGEN,RANDOM UR",81
130390,"LAB PORPHYRINS,URINE, QUANT/FRACTION",48
130396,"LAB POTASSIUM,SERUM,PLASMA OR WHOLE",62
130398,"LAB POTASSIUM, URINE",63
130400,LAB PREALBUMIN,210
130406,LAB PREGNENOLONE,282
130410,LAB PROGESTERONE,120
130412,LAB PROCALCITONIN (PCT),355
130414,LAB PROLACTIN,199
130420,LAB PROSTATE SPECIFIC AG DIAGNOSTIC,133
130422,"LAB PSA,FREE",188
130424,"LAB PROTEIN,TOTAL,EXCEPT REFRACT;SERM,PLSM,BLOOD",51
130426,"LAB PROTEIN,TOTAL,EXCEPT REFRACT; URINE",54
130428,"LAB PROTEIN,TOTAL,EXCEPT REFRACT;OTHER SOURCE",106
130434,"LAB PROTEIN,ELECTROPHOR FRACT QUANT, SERUM",95
130436,"LAB PROTEIN,ELECTROPHOR FRACT QUANT, OTHER FLUIDS",146
130438,"LAB PROTEIN,WSTRN BLOT INTERP/REPORT",95
130446,LAB PROINSULIN,52
130448,LAB VITAMIN B6,53
130462,"LAB RECEPTOR ASSAY, NON-ENDOCRINE",98
130464,LAB RENIN,242
130466,LAB RIBOFLAVIN (VIT B-2),168
130468,LAB SELENIUM,46
130470,LAB SEROTONIN,299
130472,LAB SEX HORMONE BINDING GLOBULIN,90
130478,"LAB SODIUM,SERUM,PLASMA OR WHOLE BLD",64
130480,"LAB SODIUM, URINE",64
130482,"LAB SODIUM, OTHER SOURCE",26
130484,LAB SOMATOMEDIN,131
130494,"LAB SUGARS,SINGLE,QUAL,EACH SPEC",25
130502,"LAB SULFATE, URINE",65
130504,"LAB TESTOSTERONE, FREE",246
130506,"LAB TESTOSTERONE, TOTAL",155
130508,LAB THIAMINE (VIT B-1),217
130514,LAB THYROGLOBULIN,169
130516,"LAB THYROXINE, TOTAL",95
130520,"LAB THYROXINE, FREE",95
130524,LAB THYROID STIMULATING HORMONE (TSH),222
130526,LAB THYROID STIMULATING IMMUNOGLOBULN,207
130528,LAB VITAMIN E (TOCOPHEROL ALPHA),207
130532,"LAB TRANSFERASE,ASPARTATE AMINO (AST) (SGOT)",72
130534,"LAB TRANSFERASE,ALANINE AMINO (ALT) (SGPT)",73
130536,LAB TRANSFERRIN,145
130538,LAB TRIGLYCERIDES,83
130540,LAB THYROID HORMONE (T3 OR T4) UPTAKE/BIND RATIO,132
130542,"LAB TRIIODOTHYRONINE T3, TOTAL",149
130544,"LAB TRIIODOTHYRONINE T3, FREE",123
130546,"LAB TRIIODOTHYRONINE T3, REVERSE",215
130548,"LAB TROPONIN, QUANTITATIVE",242
130560,"LAB UREA NITROGEN,QUANTITATIVE",54
130564,"LAB UREA NITROGEN, URINE",88
130568,"LAB URIC ACID, BLOOD",61
130570,"LAB URIC ACID, OTHER SOURCE",63
130580,LAB VANILLYLMANDELIC ACID (VMA) URINE,79
130586,LAB VITAMIN A,169
130588,"LAB VITAMIN, NOT OTHERWISE SPECIFIED",265
130590,LAB VITAMIN K,198
130596,LAB ZINC,167
130598,LAB C-PEPTIDE,227
130600,"LAB GONADOTROPIN,CHORIONIC(HCG),QUANT",205
130602,"LAB GONADOTROPIN,CHORIONIC(HCG), QUAL",109
130608,"LAB BLOOD GAS, OPEN HEART PANEL",44
130612,"LAB BLOOD COUNT,AUTO DIFF WBC COUNT",30
130614,LAB MANUAL DIFF,39
130616,"LAB BLOOD COUNT, SMEAR W/O MANUAL DIFF WBC",32
130620,"LAB HEMATOCRIT,SPUN",29
130622,LAB HEMATOCRIT,39
130624,LAB HEMOGLOBIN,39
130626,"LAB COMPLETE CBC,W/AUTO DIFF WBC",79
130628,"LAB COMPLETE CBC, AUTOMATED",65
130630,"LAB BLOOD COUNT,MANUAL CELL COUNT EA",20
130632,"LAB BLOOD COUNT,RBC ONLY",15
130636,"LAB BLOOD COUNT, RETICULOCYTE, AUTOMATED",71
130640,"LAB BLOOD COUNT,WBC",34
130642,"LAB BLOOD COUNT, PLATELET AUTO",60
130644,LAB RETICULATED PLATELET ASSAY,131
130654,"LAB CLOTTING,FACTOR V,LABILE FACTOR",449
130658,"LAB CLOTTING, FACTOR VIII, 1 STAGE",197
130660,LAB FACTOR VIII RELATED ANTIGEN,265
130662,"LAB CLOTTING, FACTOR VIII, VW FACTOR, RISTOCETIN COFCTR",219
130664,"LAB CLOTTING, FACTOR VIII, VW FACTOR ANTIGEN",92
130670,"LAB CLOTTING, FACTOR X (STUART-PROWER)",268
130684,"LAB CLOTTING INHIBIT OR ANTICOAG ;ANTITHROMBIN III, ACTIVITY",153
130690,"LAB CLOTTING INHIBIT OR ANTICOAG, PROTEIN C, ACTIVITY",179
130692,"LAB CLOTTING INHIBIT OR ANTICOAG, PROTEIN S, TOTAL",73
130694,"LAB CLOTTING INHIBIT OR ANTICOAG, PROTEIN S, FREE",280
130696,LAB ACTIVATED PROTEIN C RESISTANCE,225
130710,"LAB FDP, SLIDE, SEMIQUANT",208
130718,LAB D-DIMER QUANT,283
130722,"LAB FIBRINOGEN,ACTIVITY",125
130744,"LAB HGB/RBC FETAL,FETOMAT HEMORR,DIFF",97
130746,"LAB HGB/RBC FETAL,FETOMAT HEMORR, ROSETTE",92
130750,LAB HEPARIN ASSAY,299
130774,LAB PROTHROMBIN TIME,52
130776,"LAB PRO TIME,SUB,PLASMA FRACTION,EA",33
130780,"LAB RUSSELL VIPER VENOM TIME,DILUTED",190
130786,"LAB SED RATE, ERYTHROCYTE; AUTOMATED",37
130796,"LAB THROMBOPLASTIN TIME, PARTIAL (PTT), PLASMA OR WHOLE BLD",82
130798,"LAB THROMBOPLASTIN TIME, PARTIAL (PTT),SUB, PLASMA FRACT, EACH",86
130802,LAB UNLISTED HEMATOLOGY/COAG PROC,163
130806,"LAB ALLERGEN SPECIFIC IGG QUANT/SEMI QUANT, EACH ALLERGEN",7
130808,"LAB ALLERGEN SPECIFIC IGE QUANT/SEMI QUANT, EACH ALLERGEN",37
130812,"LAB ANTIBODY ID,LEUKOCYTE ANTIBODIES",234
130814,"LAB ANTIBODY ID,PLATELET ANTIBODIES",599
130818,LAB ANTINUCLEAR ANTIBODIES (ANA),120
130820,"LAB ANTINUCLEAR ANTIBODIES (ANA),TITER",202
130822,"LAB ANTISTREPTOLYSIN O,TITER",146
130828,LAB C-REACTIVE PROTEIN,70
130830,LAB C-REACTIVE PROTEIN;HIGH SENSITIVITY,52
130832,LAB BETA 2 GLYCOPROTEIN I ANTIBODY EA,122
130834,"LAB CARDIOLIPIN ANTIBODY,EA LG CLASS",250
130838,LAB CELL ENUMER IMMUNO AND ID,"1,119"
130844,"LAB COLD AGGLUTININ,TITER",119
130846,"LAB COMPLEMENT,ANTIGEN,EACH COMPONENT",164
130850,"LAB COMPLEMENT,TOTAL HEMOLYTIC",273
130856,"LAB CYCLIC CITRULLINATED PEPTIDE, ANTIBODY",97
130858,"LAB DEOXYRIBONUCLEASE,ANTIBODY",58
130860,"LAB DEOXYRIBONUCLEASE,ANTIBODY;NATIVE OR DBL STRAND",188
130864,"LAB EXTRACTABLE NUCLEAR ANTIGEN,EACH",65
130868,"LAB FLUORESC NONINF ANTIBOD,SCREEN,EA","1,478"
130870,"LAB FLUORESC NONINF AGENT ANTIBOD,TITER,EA",447
130876,"LAB IMMUNO TUMOR ANTIGN,QUAL/SEMIQUAN",90
130878,"LAB IMMUNO TUMOR ANTGN,QUANT,CA 15-3",96
130880,"LAB IMMUNO TUMOR ANTGN,QUANT,CA 19-9",286
130882,"LAB IMMUNO TUMOR ANTGN,QUANT,CA 125",131
130886,"LAB HETEROPHILE ANTIBODIES,SCREENING",72
130892,"LAB IMMUNO TUMOR ANTGN,OTHER,QUANT,EA",183
130894,"LAB IMMUNO INFECT ANTIB,QUANT,NOS",215
130906,LAB IMMUNE COMPLEX ASSAY,236
130908,LAB IMMUNOFIXATION ELECTROPHORESIS SERUM,194
130910,"LAB IMMUNOFIXATION ELECTROPHORESIS, OTHER FLUIDS",237
130912,LAB INHIBIN A,247
130914,LAB INSULIN ANTIBODIES,131
130916,LAB INTRINSIC FACTOR ANTIBODIES,216
130918,LAB ISLET CELL ANTIBODY,713
130928,"LAB B CELLS,TOTAL COUNT",194
130930,"LAB MONONUCLR CELL AG,QUANT NOS,EACH",98
130932,"LAB NK CELLS,TOTAL COUNT",199
130934,"LAB T CELLS,TOTAL COUNT",224
130936,"LAB T CELLS, ABSOLUTE CD4/CD8",253
130938,"LAB T CELLS, ABSOLUTE CD4",141
130940,"LAB MICROSOMAL ANTIBODIES,EACH",154
130948,LAB NUCLEAR MATRIX PROTEIN 22,66
130956,"LAB RHEUMATOID FACTOR,QUANTITATIVE",77
130958,LAB QUANTIFERON TB GOLD,145
130970,"LAB SKIN TEST,TUBERCULOSIS,INTRADERMA",73
130974,"LAB SYPHILIS TEST,QUAL",59
130982,LAB ASPERGILLIS ANTIBODY,59
130984,"LAB BACTERIUM ANTIBODY,NSE",39
130986,LAB BARTONELLA ANTIBODY,101
130988,LAB BLASTOMYCES ANTIBODY,45
130992,LAB B.BURGDORFERI (LYME DISEASE) ANTIBODY CONFIRM TEST,175
130994,LAB B.BURGDORFERI (LYME DISEASE) ANTIBODY,37
131004,LAB CHLAMYDIA ANTIBODY,38
131006,"LAB CHLAMYDIA ANTIBODY,IGM",71
131008,LAB COCCIDIOIDES ANTIBODY,109
131010,LAB COXIELLA BRUNETTI ANTIBODY,33
131014,LAB CYTOMEGALOVIRUS ANTIBODY,193
131016,LAB CYTOMEGALOVIRUS ANTIBODY IGM,61
131018,LAB DIPTHERIA ANTIBODY,69
131030,"LAB EPSTEIN-BARR VIRAL ANTIBODY,EA",192
131032,"LAB EPSTEIN-BARR VIRAL ANTIBODY, NUCLEAR ANTIGEN",224
131034,"LAB EPSTEIN-BARR VIRAL ANTIBODY, VIRAL CAPSID",186
131040,"LAB FUNGUS ANTIBODY,NSE",108
131042,LAB GIARDIA LAMBLIA ANTIBODY,76
131046,"LAB HELMINTH ANTIBODY,NSE",59
131054,"LAB HTLV/HIV ANTIBODY, CONFIRM",88
131060,"LAB HERPES SIMPLEX,TYPE I ANTIBODY",86
131062,"LAB HERPES SIMPLEX,TYPE 2 ANTIBODY",122
131066,LAB HIV-1 ANTIBODY,186
131068,LAB HIV 2 ANTIBODY,50
131070,"LAB HIV, TYPE 1 & 2 ANTIBODY, SINGLE ASSAY",131
131072,"LAB HEPATITIS B CORE ANTIBODY,TOTAL",131
131074,"LAB HEPATITIS B CORE ANTIBODY,IGM",149
131076,LAB HEPATITIS B SURFACE ANTIBODY,146
131078,LAB HEPATITIS BE ANTIBODY,48
131080,"LAB HEPATITIS A ANTIBODY,TOTAL",178
131082,LAB HEPATITIS A ANTIBODY IGM,155
131088,LAB LEGIONELLA ANTIBODY,45
131102,LAB MUMPS VIRUS ANTIBODY,190
131104,LAB MYCOPLASMA ANTIBODY,277
131110,LAB PARVOVIRUS ANTIBODY,185
131114,"LAB PROTOZOAL ANTIBODY, NSE",56
131122,LAB RUBELLA ANTIBODY,212
131124,LAB RUBEOLA ANTIBODY,189
131130,"LAB ANTIBODY,TETANUS",68
131132,LAB TOXOPLASMA ANTIBODY,133
131134,"LAB TOXOPLASMA ANTIBODY, IGM",157
131136,LAB TREPONEMA PALLIDUM ANTIBODY,133
131140,LAB VARICELLA ZOSTER ANTIBODY,127
131142,LAB WEST NILE VIRUS IGM ANTIBODY,169
131144,LAB WEST NILE VIRUS ANTIBODY,107
131146,"LAB VIRUS ANTIBODY, NSE",97
131150,LAB THYROGLOBULIN ANTIBODY,101
131152,LAB HEPATITIS C ANTIBODY,126
131164,"LAB HLA TYPING,A,B,OR C,SINGLE ANTIGN",285
131196,LAB UNLISTED IMMUNOLOGY PROCEDURE,74
131198,LAB ANTIBODY SCREEN-SERUM,299
131200,"LAB ANTIBODY ELUTION,EACH ELUTION",153
131202,"LAB ANTIBODY ID,RBC,EACH PANEL/SERUM",823
131204,"LAB ANTIHUMAN GLOBULIN TEST,DIRECT,EA",134
131214,"LAB BLOOD TYPING ABO, SERUM",72
131216,LAB BLOOD TYPING RH,72
131218,LAB BLOOD TYPING;ANTIGEN TEST DONOR BLOOD,163
131224,"LAB BLD TYPING,RH PHENOTYPING,COMPLET",77
131230,"LAB COMPATIBILITY EA,IMMEDIATE SPIN",434
131232,"LAB COMPATIBILITY EA,INCUBATION TECH",434
131234,"LAB COMPATIBILITY EA,ANTIGLOBULIN",434
131236,"LAB COMPATIBILITY EA, ELECTRONIC",96
131238,"LAB FRESH FROZEN PLASMA,THAWING,EA",536
131256,"LAB PRETX RBC,INCUBATION CHEMICAL AGN",73
131276,"LAB CONCENTRATION,FOR INFECT AGENTS",99
131278,"LAB CULT BACT,BLD W/ID OF ISOLATES",136
131280,"LAB CULT BACT,STOOL,PRELIM EXAM",125
131282,"LAB CULT BACT,STOOL,ADDNL PATHOGENS",110
131284,"LAB CULT BACT,OTHER SOURCE,ID OF ISOL",115
131286,"LAB CULT BACT,QUANT,AEROBIC,OTHER SRC",73
131290,"LAB CULT BACT, ANAEROBIC W/ISO & PRE ID,ANY SOURCE,EXCEPT BLD",229
131292,"LAB CULT BACT, ANAEROBIC,ADDNL METHODS, EA",126
131294,"LAB CULT BACT, AEROBIC,ADDNL METHODS, EA",108
131296,"LAB CULT PRESUMPT,PATHOGEN,SCRN ONLY",90
131300,"LAB CULT BACT,QUANT COLONY CT,URINE",95
131302,"LAB CULT BACT,ISOL/PRESUM ID URINE",82
131304,"LAB CULT,PRESUMPTIVE FUNGUS",103
131306,"LAB CULT FUNGI,OTHER SOURCE",152
131308,"LAB CULT, FUNGUS, BLOOD",338
131310,"LAB CULT,FUNGI,DEFINITIVE ID,YEAST",144
131312,"LAB CULT FUNGI,DEFINITIVE ID,MOLD",346
131318,"LAB CULT TUBERCLE ANY SRC,PRESUM ID",164
131324,"LAB CULT TYPING,GLC OR HPLC METHOD",50
131326,"LAB CULT TYPING,IMMUNOLOGIC,NONFLUORE",69
131328,"LAB CULT TYPING,ID NUCLEIC ACID PROBE",374
