Lakeland Community Hospital,,
Standard Charges,,
,,
SVCCD,Description,Price
111969,ALBUTEROL 2MG\5ML OL,$4.50 
111971,AMIODARONE 200MG T,$10.50 
111972,FLECAINIDE 100MG T,$7.50 
111976,ENALAPRIL 5MG T,$5.50 
111977,ENALAPRIL 10MG T,$5.50 
111988,GUAIFEN 600MG SRT,$12.00 
111992,NTG 0.3MG\HR TDP,$10.50 
111993,BISOPRO\HCTZ 5\6.25,$7.50 
111996,GUANFACINE 1MG T,$7.50 
111999,PROPRAN 60MG SRC,$25.00 
112002,TERAZOSIN 1G T,$5.50 
112004,TERAZOSIN 5MG T,$7.50 
112006,LISINOPRIL 5MG T,$12.00 
112007,LISINOPRIL 10MG T,$12.00 
112011,TRIAM\HCTZ 37.5\25,$12.00 
112013,GEMFIBROZIL 600MG T,$7.50 
112014,DILTIAZEM 60MG SRC,$5.50 
112018,DILTIAZEM 120MG SRC,$5.50 
112024,NIMODIPINE 30MG C,$15.00 
112026,NIFEDIPINE 30MG SRT,$7.50 
112031,VERAPAMIL 180 SRT,$4.50 
112032,METRONID V GEL 0.75,$201.00 
112034,WARFARIN SOD 1MG T,$12.00 
112037,DILTIAZEM 240 SRC,$5.50 
112041,DILTIAZEM 300MG SRC,$7.50 
112051,WARFARIN SOD 4MG T,$12.00 
112054,TORSEMIDE 20MG T,$4.50 
112055,PIN-X 50MG/ML 30ML B,$28.00 
112056,A & D OINT 45GM,$4.50 
112057,ACETAZOLAM 250MG T,$10.50 
112062,MIOCHOL E 1:100 OS 2,$194.50 
112067,TINC BENZ SPRAY APP,$8.00 
112068,EUCERIN CR 120GM,$2.50 
112069,NICOTINE 21MG TDP,$3.50 
112073,ATROP OS 1% 5ML,$54.50 
112074,NICOTINE 7MG TDP,$17.50 
112076,NICOTINE 14MG TDP,$3.50 
112081,BETHANECHOL 25MG T,$5.50 
112086,BSS OS 15ML,$40.50 
112089,CALAMINE LOT 120ML,$2.50 
112096,ANTI BENZ OXY OT 15M,$51.50 
112106,CYCLOPEN OS 1% 2ML,$57.00 
112109,CYCLOPEN OS 2% 2ML,$57.00 
112111,CYPROHEPTADINE 4MG T,$3.00 
112122,DIPHENHDR CS 12.5\5M,$3.00 
112123,DIPHENDYR 25MG C,$0.50 
112126,DIPHENHYDR CR 1% 15G,$4.50 
112142,FLUORESC STRIP EA,$16.00 
112143,LAMISIL 1% 15GM CR,$6.50 
112151,LUBRIDERM 120ML LOT,$4.50 
112157,FLAVOXATE 100MG T,$3.00 
112173,HALLS COUGH DR RL,$0.50 
112179,PHENYLEPH NSS 0.5 30,$4.50 
112189,PILOCARP OS 1% 15ML,$38.50 
112191,PILOCARP OS 2% 15ML,$61.50 
112192,PILOCARP OS 4% 15ML,$65.50 
112199,PROMETH 25MG T,$12.00 
112201,PYRIDOSTIG 180MG,$24.50 
112202,PYRIDOSTIG BR 60MG,$10.50 
112207,SILVER NIT STK APP,$12.00 
112222,TETRAHYD 0.05 15ML O,$3.50 
112223,TIMOLOL OS 0.25% 5ML,$84.00 
112226,TIMOLOL 0.5% 5ML OS,$90.50 
112229,CAVILON BARRIER FILM,$74.00 
112234,ZINC OXIDE 30GM CR,$12.00 
112247,ISMN 30MG T,$12.00 
112251,DIVALPROEX 500 TBEC,$12.00 
112256,PROPOXY HCL 65MG C,$12.00 
112262,VALPROATE 250\5 5ML,$5.50 
112264,SOD POLYSTRENE 15GM\,$7.50 
112266,MIN OIL ENEMA 120ML,$14.50 
112267,PIROXICAM 10MG C,$8.50 
112268,LAMOTRIGINE 25MG T,$7.50 
112269,LEVOFLOX 250MG T,$11.00 
112271,LEVOFLOX 500MG T,$39.50 
112273,PENTOSAN PSS 100MG,$14.50 
112278,TIZANIDINE 4MG T,$7.50 
112279,CARVEDILOL 3.125MG T,$7.50 
112283,METHADONE 5MG T,$14.00 
112284,METHADONE 10MG T,$13.50 
112289,SERTRALINE 100MG T,$12.00 
112294,ALB/IPRATR 14.7G AER,$10.00 
112297,BUPROPR 150MG SRT,$5.50 
112299,LEVOTHYROX 0.125MG T,$5.50 
112304,TAMSULOS 0.4MG SRC,$9.50 
112306,VENLAFAXINE 37.5 SRT,$7.50 
112308,VALACYCLOV 500MG T,$22.50 
112318,ZING SULF 220MG C,$3.00 
112321,IRBESARTAN 150MG T,$14.00 
112322,TRIFLUORPER 1MG T,$6.50 
112329,LAMIVUDINE 150MG T,$14.50 
112332,BUPROPR 100MG SRT,$5.50 
112338,OXYCODONE 10MG SRT,$24.50 
112342,AZELASTINE NAS 34G,$245.50 
112352,ONDANSETRON 4MG T,$15.00 
112357,PRAMIPEX 0.25MG T,$7.50 
112358,PRAMIPEX 1MG T,$7.50 
112363,CARVEDILOL 12.5MG T,$7.50 
112366,BRIMONID 0.2% OS 5ML,$122.50 
112368,BRINZOLAM 1% OS 10ML,$121.00 
112369,CLOPIDOGREL 75MG T,$19.00 
112373,QUETIAPINE 100MG T,$19.00 
112376,ROPINIROLE 0.25MG T,$6.50 
112377,ROPINIROLE 1MG T,$8.00 
112383,METFORMIN 850MG T,$7.50 
112387,REPAGLINIDE 0.5MG T,$5.50 
112388,ESTRADIOL 0.05 TP7D,$24.50 
112392,MOMETAS CR 0.1% 15GM,$60.00 
112397,TOLTERODINE 2MG T,$12.00 
112399,HCOD IBUPR 200\\7.5,$14.50 
112402,CITALOPRAM 20MG T,$10.50 
112407,PILOCARP OS 3% 15ML,$10.00 
112413,GLUCOSE 40% 15G GEL,$23.50 
112419,NEO\POLY DEX 3.5GM O,$51.00 
112422,MIDAZOL 2MG\ML 1ML O,$41.00 
112424,BISOPR\HCTZ 2.5\6.25,$7.50 
112426,QUININE SULF 325MG T,$13.00 
112432,DORZOL\TIMOL 2\0.5 O,$121.00 
112444,CELECOXIB 100MG C,$12.00 
112446,MIDODRINE 5MG T,$9.50 
112454,TRANDOLAPR 4MG T,$4.50 
112456,MISOPROS 100 MCG T,$4.50 
112459,SCOPOL 1.5MG TDP,$27.50 
112461,BISOPR\HCTZ 10\6.25,$7.50 
112463,RALOXIFENE HCI 60MG,$10.50 
112466,OLOPATAD 0.1% 5ML OS,$64.50 
112467,CANDESAR 16MG T,$7.50 
112472,REPAGLINIDE 1MG T,$20.00 
112473,FEXOFENAD 60MG T,$7.50 
112482,ROSIGLIT MAL 4MG T,$14.00 
112489,MAGIC MOUTHWASH,$28.00 
112517,RISPERIDO 0.25MG T,$9.50 
112518,MELOXICAM 7.5MG T,$9.50 
112521,PIOGLITAZONE 15MG T,$15.00 
112523,LEVALBUT 0.63\3ML AE,$10.00 
112528,AMILORIDE 5MG T,$4.50 
112532,TACROLIMUS 1MG C,$14.50 
112536,FENOFIBRATE 200MG T,$11.00 
112537,OXYBUTYNIN 5MG SRT,$14.00 
112541,CILOSTAZOL 100MG T,$10.50 
112542,COLESTIPOL 1GM T,$4.00 
112546,DIPYR\ASA 25/200 SRC,$17.00 
112547,OFLOX 0.3% OS 5ML,$60.00 
112551,OXYCODONE IR 5MG C,$12.00 
112552,VENLAFAX 75MG SRT,$14.00 
112554,CARVEDILOL 6.25MG T,$7.50 
112558,TRIFLURIDIN 7.5ML OS,$311.00 
112566,FOLTX TAB 1EA,$3.50 
112579,ACYCLOVIR 200/5 5ML,$8.00 
112584,PERINDOPRIL 4MG T,$7.50 
112587,MYCOPHEN 250MG T,$14.50 
112592,MODAFINIL 100MG T,$18.00 
112597,ZANAMIVIR 5MG AER,$396.00 
112599,OSELTAMIR PHOS 75MG,$23.50 
112603,ANASTROZOLE 1MG T,$24.50 
112604,CEFDINIR 300MG T,$17.50 
112608,OMEGA-3 ACID ETHYL,$4.50 
112614,CIPROFLOX0.3%10ML OS,$157.00 
112619,RIVASTIGMINE 1.5MG C,$9.50 
112621,ENTACAPONE 200MG T,$17.50 
112626,LINEZOLID 600MG T,$489.50 
112632,BUDESON .5MG\2 RSP,$34.50 
112633,LEVOTHYROX 0.075MG T,$5.50 
112637,TOPIRAMATE 25MG T,$8.00 
112638,LOTEPREDNOL 0.5% 5ML,$430.50 
112639,GALANTAMINE 4MG T,$10.00 
112644,OFLOX 0.3% OTIC 5ML,$157.00 
112647,EPROSART MES 600MG T,$19.00 
112649,MONTELUK 5MG CHEW T,$12.00 
112659,PROTRIPTYLINE 10MG T,$21.50 
112662,ZIPRASIDONE 20MG C,$14.00 
112664,ZIPRASIDONE 40MG C,$14.00 
112666,ZIPRASIDONE 60MG C,$18.00 
112671,PROPAFENONE 150MG T,$7.50 
112672,LOSARTAN K 50MG T,$6.50 
112678,TERCONAZOLE VS 80MG,$228.00 
112682,TOBRA DEX OO 3.5GM,$624.00 
112683,FLUCONAZ 100MG T,$29.50 
112688,TRAMADOL 50MG T,$4.00 
112689,METFORMIN 500MG T,$5.50 
112693,DONEPEZIL 5MG T,$19.00 
112698,MESALAMINE 250 SRC,$8.00 
112707,TRIMETH 10ML OS,$22.50 
112711,ALENDRONATE 10MG T,$10.50 
112713,MIRTAZAPINE 15MG T,$9.50 
112714,GLIMEPIRIDE 2MG T,$4.50 
112716,GLIMEPIRIDE 4MG T,$4.50 
112718,CETIRIZINE 10MG T,$3.50 
112719,IPRATROP BR NS 0.06,$81.00 
112723,SUMATRIPTAN 25MG T,$14.50 
112727,OLANZAPINE 5MG TAB,$34.00 
112729,BICALUTAMIDE 50MG T,$43.50 
112733,OLANZAPINE 10MG TAB,$34.00 
112734,MOEXIPRIL 7.5MG T,$5.50 
112739,ZAFIRLUCAST 20MG T,$7.50 
112742,TERBINAFINE 250MG T,$27.50 
112747,FLUCON 10\ML 35ML,$5.50 
112749,DORZOLAMID 2% OS 5ML,$313.00 
112753,BISOPROLOL 5MG T,$9.50 
112757,LATANOPROST OF 2.5ML,$306.00 
112766,LANSOPRAZOLE 30 SRC,$14.50 
112768,COLLOIDAL OATMEAL,$1.00 
112771,MONTELUKAST 10MG T,$14.00 
112779,METOPROLOL 25MG T,$5.50 
112784,AMOXIL PED 50ML/MG,$4.50 
112793,NATEGLINIDE 120MG T,$5.50 
112797,ANALGESIC BALM 15-15,$4.50 
112799,DOXAZOSIN 2MG T,$5.50 
112802,CARBAMIDE PEROX 6.5%,$3.50 
112807,HYDROCORT 10MG T,$22.50 
112808,PANCRELIPASE C,$5.50 
112809,DEXAMETH 0.5MG ELIX,$12.00 
112816,FLURAZEPAM HCL 15MG,$14.00 
112817,GLIPIZIDE 10MG T,$5.50 
112818,GLIPIZIDE XL 10MG TA,$6.50 
112824,HCOD APAP 5 500MG T,$12.00 
112827,HYZAAR 50 12.5MG T,$7.50 
112828,LEVETIRACET 500MG T,$7.50 
112829,LACTASE ENZ 3000U T,$0.50 
112831,LEVOTHYROX 0.025MG T,$1.50 
112833,METOCLOP HCL 5MG T,$12.00 
112837,PSYLLIUM PACK,$2.50 
112842,PREDNISONE 5MG(0.2),$4.50 
112844,LISINOPRIL 20MG T,$12.00 
112847,PANTOPRAZOLE 40MG T,$22.50 
112851,THEOPH 300MG TRC,$5.50 
112857,METOPROL XL 50MG T,$10.00 
112861,SIMVASTATIN 20MG T,$14.00 
112872,SARNA 7.5OZ LOTION,$10.00 
112873,ZINC OXIDE 40%,$2.50 
112877,CLOTRIMAZOLE 1% CR45,$8.00 
112879,PROPOX\APAP 100\650,$12.00 
112881,CARVEDIOL 25MG T,$7.50 
112884,ENOXAPARIN 10MG(6) J,$42.50 
112888,OXYCODONE 20MG SRT,$24.50 
112891,ROPINIROLE 0.5MG T,$4.50 
112894,LACRILUBE 3.5GM OI,$12.00 
112896,CARB METH OS 0.5%,$0.50 
112907,METFORMIN 500MG XR T,$5.50 
112911,FAMOTIDINE 40MG T,$2.50 
112919,ENTEX PSE T,$10.00 
112937,SIMVASTATIN 40MG T,$14.00 
112938,COLESEVEL HCL 625MG,$5.50 
112939,ALENDRONATE 70MG T,$44.50 
112944,THEOPH 200MG TRC,$5.50 
112946,CEPHALEX 250\5 100ML,$14.00 
112951,AMLODIPINE 2.5MG T,$5.50 
112964,MOXIFLOX 400MG T,$46.50 
112968,METOPROL XL 25MG T,$10.00 
112983,PEG 3350 17GM POWDER,$2.50 
112993,APAP/COD 5ML,$14.00 
113003,FEXOFEN 180MG T,$7.50 
113004,ALPRAZOLAM 1MG T,$20.00 
113012,AMANTAD 10MG OL,$19.00 
113013,ZOLPIDEM TAR 10MG T,$14.50 
113021,OXCARBAZEP 150MG T,$7.50 
113032,AMOX/CLAV 40MG SUS,$10.00 
113037,ARTIFICIAL TEARS,$4.50 
113041,ASPERCREME 10%,$3.50 
113043,ASPIRIN EC 81MG T,$0.50 
113047,ATORVAST 20MG T,$24.50 
113057,AMOX/CLAV 875 MG T,$14.00 
113067,MUPIROCIN 22GM OI,$66.50 
113068,MENTHYL SAL\MENTHOL,$8.50 
113076,BETAXOLOL 10MG T,$12.00 
113083,SOD\CIT 30CC OL,$7.50 
113096,CARMEX OINT,$3.00 
113099,CEFPROZIL 250MG,$4.00 
113109,CEPACOL LOZ EACH,$1.50 
113121,CHARCOAL 260MG C,$3.00 
113123,CHLORASEPTIC SPRAY,$3.50 
113126,CHLORPHEN 4MG T,$0.50 
113128,CHOLESTYRAM 4MG POW,$7.50 
113133,CLARITIN-D 120\5 T,$4.50 
113147,CORTISPORIN OIN 15GM,$186.50 
113157,DEMECLOCY 150MG T,$10.00 
113172,BROMPHEN EX T,$11.00 
113174,MISC PHARM NON-BILL,$5.50 
113179,DONEPEZIL HCL 10MG T,$19.00 
113188,ENALAPRIL 2.5MG T,$5.50 
113194,ESTR CONJ 0.9MG T,$12.00 
113196,ETODOLAC 400MG T,$12.00 
113202,FENTANYL TD 100MCG\H,$128.50 
113217,CALC POLY 625MG T,$0.50 
113224,FLUPHENAZINE .5MG EL,$11.00 
113236,GENTAM .3% OS 15ML,$43.50 
113259,HYDROCORT .5% 30ML O,$3.50 
113261,HYDROCORT 1% CR\OI,$4.50 
113267,HYDROCHLORO 25MG T,$4.00 
113269,HYDROXYZINE 10MG T,$8.00 
113318,MEGESTROL 20MG T,$12.00 
113326,METRONID 500MG T,$17.50 
113334,CLARITIN D-24 T,$4.50 
113344,NADOLOL 20MG T,$12.00 
113352,ESOMEPRAZOLE 40MG T,$9.00 
113367,NORVASC 5MG T,$5.50 
113377,BROMOCRIPT 2.5MG C,$19.00 
113382,PEN VK 500MG T,$6.50 
113389,PHENOBARB 60MG T,$12.00 
113399,PRAVASTATIN 20MG T,$14.00 
113421,RANITIDINE 15MG OL,$12.00 
113431,QUETIAPINE 25MG T,$16.00 
113453,NACL 1GM T,$0.50 
113463,SUMATRIP 50MG T,$70.00 
113473,TETRACYCLINE 500MG C,$5.50 
113476,CLORAZ\DIK 3.75MG T,$9.00 
113484,TRAZODONE 100MG T,$4.50 
113492,EPINEPH 2.25% SOOL,$10.50 
113494,VASELINE,$1.00 
113498,VENLAFAX 75MG T,$12.50 
113536,BIMATOPROST .03% OS,$223.00 
113537,METHIMA 5MG T,$5.50 
113541,MEDROXYPR 5MG T,$9.50 
113548,TRANDO\VERAP 4\240 T,$11.00 
113553,ATORVAST 40MG T,$4.50 
113554,EST\PROG T (ACTIVELL,$192.50 
113559,GI COCKTAIL,$17.50 
113564,BENZTROP MES 0.5MG T,$5.50 
113568,THROBMIN 20000UNITS,"$1,899.00 "
113572,VANCOMYCIN 125MG C,$19.00 
113589,DOXAZOSIN 4MG T,$5.50 
113607,POLY VI DROPS,$10.00 
113609,TOPIRAMATE 100MG T,$14.50 
113612,VIT A 8000 UNITS,$0.50 
113617,MONTELUK 4MG T,$12.00 
113618,LAMICTAL 100MG T,$27.50 
113621,TRANDOLAPR 2MG T,$11.00 
113633,SEVELAMER 800MG T,$14.00 
113634,ZOLMITRIPTAN 5MG T,$153.50 
113638,DICLOXACILN 250MG C,$15.00 
113643,RID SPRAY,$3.50 
113644,RID SHAMPOO,$0.50 
113647,HYDROCORT 2.5% OI,$6.50 
113649,GABAPENTIN 600MG T,$4.50 
113651,CETIRIZINE 1MG\ML,$7.50 
113658,RIZATRIPTAN 10MG T,$50.00 
113662,CARBAMAZ 200MG SRT,$5.50 
113666,ZIPRASIDONE 80MG C,$27.50 
113673,LIBRAX 2.5-5MG C,$4.00 
113688,ESTR\METH 0.625-1.25,$5.50 
113689,ESTR\METH 1.25-2.5 T,$4.50 
113691,FE SUL EC 325MG T,$0.50 
113692,FE SUL SA 160MG T,$0.50 
113693,GUAIFEN 200MG SRT,$5.50 
113696,HETASTARCH 500ML,$236.50 
113699,HYCODAN SYRUP 5ML OL,$9.50 
113701,ISONIAZID 100MG T,$12.00 
113708,METHOTREX 2.5MG T,$10.50 
113718,NIACIN 500MG SRC,$0.50 
113721,BACITRACIN 0.9GM PKT,$0.50 
113736,PAROXETINE 10MG T,$14.00 
113741,ETODOLAC  500MG T,$8.50 
113746,FLECAINIDE 50MG T,$7.50 
113756,HCOD APAP 10\650MG T,$12.00 
113772,ZIDOVUDINE 300MG T,$14.50 
113791,LEFLUNOMIDE 20MG T,$25.00 
113796,WARFARIN 3MG T,$12.00 
113797,WARFARIN 6MG T,$12.00 
113817,LOPERAMIDE 1MG/5 OL,$0.50 
113827,TRAVAPROST 2.5ML OS,$209.50 
113831,ETH EST\NORGES 30\.4,$8.50 
113841,ESTR CONJ VAG CR 1.5,$680.00 
113854,AMLODIPINE 10MG T,$5.50 
113856,METOPROL 100MG XR T,$10.00 
113869,HCOD APAP10\300 15ML,$27.50 
113878,OXYCODONE 5MG T,$2.50 
113883,LIDODERM 5% PATCH,$24.50 
113888,NATEGLINIDE 60MG T,$10.00 
113893,CARBAMAZ 300MG XRC,$9.00 
113899,INDAPAMIDE 1.25MG T,$3.50 
113903,FER SU 15MG 1ML 50ML,$25.00 
113907,FLUPHENAZINE 10MG T,$7.50 
113911,ERYTH 0.5% OO 1GM,$19.00 
113917,SEVELAMER 400MG T,$4.50 
113923,GAVISON 5ML,$5.50 
113933,DRONABINOL 2.5MG C,$14.00 
113949,PRAVASTATIN 40MG T,$14.50 
113968,NEOSPORIN PLUS 15GM,$4.50 
113976,PEG\ELECTR 4000ML,$24.50 
113984,VIT B COMPLEX W\C T,$0.50 
113986,CARBAMAZ 100 MG T,$5.50 
113991,VERAPAMIL 40MG T,$4.50 
114004,BAC POLY B OO,$144.50 
114006,ETHYL CHL SPY 3.5OZ,$13.00 
114021,PROMETH COD 5ML OL,$12.00 
114033,SORBITOL SOL 70% 30M,$0.50 
114037,TORSEMIDE 100MG TAB,$4.50 
114049,HYDROCORT ENEMA 100M,$27.50 
114068,EYE STREAM 4 OZ,$4.50 
114078,BISMUTH SUBS T,$0.50 
114082,RESINOL 15GM OI,$6.50 
114083,NEFAZOD 150MG T,$4.50 
114084,NEFAZOD 200MG T,$4.50 
114088,FLEXTRA DS 500\50MG,$4.50 
114094,CARDEC DM DPS 30ML,$4.50 
114097,CARDEX S 4\60\5ML,$3.50 
114107,BENZO 20% GEL,$6.50 
114116,PROGESTERONE 100MG C,$11.00 
114122,BENAZEPRIL 20MG T,$5.50 
114123,CYANCOBAL 100MCG T,$0.50 
114129,EXEMESTANE 25MG T,$28.50 
114134,DIVALPROEX ER 500MG,$9.00 
114136,DIVALPRO SPRNKL 125M,$12.00 
114146,QUETIAPINE 200MG T,$19.00 
114149,PHENYL\CHLOR 30ML OL,$187.00 
114177,CALCIUM CARB 500MG T,$0.50 
114203,NEO BAC PMX OI PACT,$0.50 
114206,VIT D 5000 UNITS,$4.50 
114208,LIOTHYRONINE 5MCG T,$11.00 
114211,TIAGABINE 4MG T,$19.00 
114221,LEVETIRACETAM 250MG,$7.50 
114229,KETOTIFEN 0.25% OS 5,$69.00 
114246,CO ENZYYME Q10 30MG,$1.50 
114253,ACIDOPHILUS T,$9.00 
114254,L ARGININE 500MG C,$3.00 
114263,CHLOROPHYL 100MG T,$0.50 
114264,TELMISARTAN 80MG T,$12.00 
114283,DAKINS SOL .5% 480ML,$10.50 
114293,LETROZOLE 2.5MG T,$11.00 
114297,MELATONIN 3MG T,$6.50 
114304,GLIPIZIDE XL 2.5MG T,$4.50 
114306,SALSALATE 500MG T,$10.00 
114307,VENALFAX 150MG SRC,$15.00 
114319,FLUCONAZ 40MG\ML OL,$92.50 
114322,ZONISAMIDE 100MG C,$23.00 
114327,OXCARBAZEP 300MG T,$7.50 
114331,TIMOLOL MAL 10MG T,$10.00 
114354,AMOX\CLAV 600 SUSP,$14.00 
114356,PAROXETIN 12.5MG CR,$14.00 
114379,SERTRALINE 25MG T,$5.50 
114391,FEXOFENADINE 30MG T,$7.50 
114403,OLANZAPINE 5MG ODT,$34.00 
114404,OLMESARTAN 20MG T,$6.50 
114405,VELTASSA 8.4G PACKET,$140.50 
114409,RISEDRONATE 35MG T,$2.50 
114421,CARDEX DM SYRP 5ML,$9.50 
114424,CARBAMAZ 100/5 5ML,$4.50 
114431,BALSALAZIDE 750MG C,$17.50 
114437,ESCITALOPRAM 10MG T,$9.50 
114447,ORPHEN ER 100MG T,$9.50 
114451,BENEFIBER 80GM,$0.50 
114452,MOEXIPRIL 15MG T,$8.50 
114488,ASA/APAP/CAFF C,$0.50 
114499,PIMOZIDE 1MG T,$6.50 
114501,BOUDREAUXS PASTE 4OZ,$12.50 
114504,AMOX\KCLAV XR 1000MG,$15.00 
114508,TELMISARTAN 40MG T,$12.00 
114513,OSELTAMIVR 12MG\ML O,$24.50 
114514,PIMECROLIMUS 1% CR,$63.50 
114516,ARIPIPRAZOLE 10MG T,$30.00 
114537,ESCITALOPRAM 20MG T,$9.50 
114547,MORPHINE 15MG TAB,$13.00 
114556,AMYL NITRATE 0.3ML,$10.50 
114566,DANAZOL 100MG C,$16.00 
114568,DILTIAZEM 180MG SRC,$4.50 
114582,HEMOCYTE PLUS T,$6.50 
114592,BENZOCAINE GEL 7.5%,$6.50 
114607,ACET 650MG/20.3 SUSP,$1.00 
114608,ACET/COD ELIX 12.5ML,$3.50 
114626,BUDESONIDE 3MG C,$20.00 
114629,PROMETH DM 5ML OL,$1.50 
114653,DEXTROMETH HBR 5ML,$0.50 
114673,EZETIMIBE 10MG T,$9.50 
114681,A & D OINT 5GM U/D,$10.00 
114692,POT CL 10% 20MEQ 30M,$19.00 
114708,AZITHRO 200/5 30ML,$14.00 
114730,PULMOCARE RTH 1500ML,$40.50 
114737,DIVALPRO ER 250MG T,$9.00 
114739,METRONID .75% CR 45,$393.00 
114740,HYDROXYCHLOR 200MG T,$7.50 
114741,TROLAM SAL 10% 60GM,$6.50 
114748,PRIVATE ROOM DETOX,"$2,083.00 "
114749,SEMI PRIV ROOM DETOX,"$2,083.00 "
114753,K PHOS 500 T,$19.00 
114757,IPRATROPIUM BR 0.2%,$10.00 
114764,DYCLONINE 2MG LOZ 18,$0.50 
114771,DIMETAPP DN ELIX 5ML,$0.50 
114793,LACTOBAC ACIDOPHIL C,$4.50 
114795,PRAMOX HC 1% 30GM CR,$89.50 
114796,NYSTATIN 15GM OI,$24.50 
114797,OXYBUTYNIN 3.9MG TDP,$112.50 
114804,VIT A&D 5000\400 UNI,$0.50 
114809,CARBINOXAMINE 30ML,$4.50 
114813,MVI W\C CHILD T,$0.50 
114828,CLINDAMY 75/5 100ML,$93.50 
114841,FLEET ENEMA PEDI,$4.50 
114844,LACTASE 9000U T,$0.50 
114849,HURRICAINE 20% AE 60,$27.50 
114851,DIAZOXIDE 300MG(5) J,$74.50 
114876,COLLAGENASE OINT 1G,$12.00 
114886,VERAPAMIL 100MG C,$9.50 
114890,AMOX\KCLAV 250/5 100,$10.00 
114893,TOBRA DEX OS 2.5ML,$247.00 
114896,SALMET XINA 50MCG 28,$144.50 
114897,RACEPINEPHRINE SOLN,$10.50 
114901,CHLORTHALIDONE 50G T,$9.00 
114940,SILVER SD 1% 50GM CR,$84.50 
114958,MIDRIN C,$12.00 
114968,MOXIFLOX .5% OS 3ML,$160.50 
114969,PHENYELP 2.5% 5ML OS,$27.50 
115003,POV IOD 120ML SOLN O,$2.50 
115030,DOCUSATE NA 100MG\10,$0.50 
115039,RENACIDIN 500ML SOLN,$206.50 
115054,OXYCO APAP 7.5\325MG,$8.00 
115055,ROSUVASTATIN 10MG T,$24.00 
115068,BUPROPRIO XL 150MG T,$26.50 
115070,ROSUVASTATIN 20MG T,$24.00 
115072,UROCITK,$8.00 
115078,FLUTIC PRO 44\13 A,$10.00 
115079,FLUTIC PRO 110/13 A,$10.00 
115081,FLUTIC PRO 200\13 A,$10.00 
115087,POLY VIT DROPS 50ML,$13.50 
115088,ALFUZOSIN 10MG T,$22.00 
115089,ABILIFY 5MG TAB,$32.00 
115096,CHARC ACT AQ 50 GM,$56.00 
115099,VALSARTAN 40MG TAB,$4.00 
115103,MEMANTINE 5MG TABLET,$7.00 
115104,METAXALONE 800MG T,$12.00 
115113,FEXOFEN\PSE 120\60 T,$9.50 
115114,MEMANTINE 10MG T,$7.50 
115137,IMIQUIMOD CR 5% PKT,$31.00 
115145,PROPAFENONE 225MG T,$12.50 
115146,LEVOFLOX 750MG T,$39.50 
115156,CYANOCOBAL 1000MCG T,$0.50 
115157,FLUVOXAMINE 100MG T,$14.50 
115171,MEGESTER 400MG\10ML,$13.50 
115175,FLUCYTOSINE 500MG C,$59.50 
115195,CEFUROX 250/5 100ML,$12.00 
115196,CHERRY SYRUP 5ML,$0.50 
115205,GUAIFEN-DM SR T,$1.00 
115207,SENOKOT T,$0.50 
115230,OLANZAPIN 10MGJ,$59.00 
115231,KPHOS\DIBASIC 250MG,$6.50 
115265,TERBINAF 1% 30GM CR,$48.50 
115276,MICONAZOLE 2% CR 30G,$9.00 
115289,NEOMYCIN PWD 10GM,$33.50 
115291,ADDERALL 20 MG TAB,$21.00 
115314,TUCK'S PADS 12'S,$8.00 
115318,CHLORAL HYD 500MG RS,$19.00 
115323,BRIMONIDINE 0.15% 5M,$114.00 
115327,LEVOBUN 0.25% OS 5ML,$60.00 
115364,STALEVO 100MG T,$17.50 
115365,OLANZ\FLUOX 6\25MG C,$70.00 
115366,DULOXETINE 30MG C,$10.00 
115385,ENDAL HAD 1ML,$13.00 
115387,ACYCLOVIR OINT 5% 15,$633.50 
115388,CORTISPO OT SUS 10ML,$84.50 
115392,PHENYLEPH 0.25% 15ML,$4.50 
115394,SOTALOL AF 80MG T,$14.00 
115407,DULOXETINE 60MG C,$10.00 
115408,DULOXETINE 20MG C,$10.00 
115414,ONDANSETRON1MG(4)ODT,$46.00 
115422,CYCLOSPORIN 0.05% OS,$20.00 
115423,VALSARTAN 80MG T,$6.50 
115426,STALEVO 50MG T,$12.00 
115431,UREA CRAM 40% 7OZ,$23.00 
115435,FENOFIBRATE 48MG T,$7.50 
115436,FENOFIBRATE 145MG T,$7.50 
115441,GLUCERNA RTH 1L,$33.00 
115446,TWOCAL HN 240ML,$2.00 
115454,ACETYLCYS10%4ML INH,$17.00 
115455,ACETYLCYS10%30MLINH,$28.50 
115456,ALBUT/IPRAT 0.5/2.5,$12.50 
115457,GI COCKTAIL 60ML,$29.50 
115489,HEMOST SURGICEL 2 X,$286.50 
115491,HYDROXYZINE 10MG\5ML,$12.00 
115492,ACAMPROSATE 333MG T,$11.00 
115497,LIDOCAINE VISC 2% 10,$33.50 
115501,DEEP SEA NS SPRAY 45,$3.50 
115505,CETAPHIL 240ML,$9.00 
115517,KETOROL 0.5% OS 3ML,$137.00 
115522,NIACIN 500NG T,$0.50 
115528,DARIFENACIN 7.5MG SR,$12.50 
115532,ACET 100/ML 15ML DPS,$0.50 
115554,ESZOPICLONE 1MG T,$12.00 
115556,FENOFIBRATE 54MG T,$11.00 
115560,TIOTROPIUM BROM KIT,$186.50 
115567,DUTASTERIDE 0.5MG C,$10.00 
115576,LIDOCAINE 2% JELLY 5,$12.00 
115592,METHOTREX 50MG J,$23.50 
