Lakeland Community Hospital,,
Standard Charges,,
,,
SVCCD,Description,Price
511062,MERCURY BLD QUANT,$207.00 
511063,METANEPHRINES,$382.00 
511064,METANEPHRINES FRACT,$626.50 
511065,METHADONE QUANT,$56.00 
511070,MUCIN CLOT SYNOVIAL,$39.50 
511075,MYOGLOBIN BLD,$114.00 
511076,MYOGLOBIN URINE,$114.00 
511077,NATRIURETIC PEPTIDE,$191.50 
511078,LIGHT CHAINS KAPPA N,$58.00 
511083,NICOTINE BLD,$114.50 
511084,NICOTINE URINE,$114.50 
511090,MOLECULAR EXTRACT HP,$54.50 
511091,MOLECULAR ENZ DIGEST,$31.00 
511093,MOLECULAR SEPARATION,$54.50 
511096,MOLECULAR AMP SINGLE,$93.00 
511104,MOLECULAR INTERP REP,$54.50 
511105,NUCLEOTIDASE 5,$110.50 
511113,METHYLMALONIC ACID Q,$598.50 
511116,HYDROCODONE QN,$227.50 
511123,PROPOXYPHENE DARVON,$1.50 
511125,OSMOLALITY BLD,$122.00 
511126,OSMOLALITY UR,$122.00 
511128,OXALATE,$70.50 
511133,PTH INTACT,$238.00 
511136,PH BODY FLUID,$32.00 
511149,NEWBORN SCREEN (PKU),$121.00 
511152,ACID PHOSPHATASE PRO,$125.00 
511153,ALK PHOS (ALP),$86.50 
511154,ALK PHOS HEAT STABLE,$39.00 
511155,ALK PHOS ISOENZYMES,$493.00 
511156,PHOSPHATIDYLGLY (PG),$125.00 
511157,PHOSPHORUS BLD,$86.50 
511159,PHOSPHORUS UR,$106.00 
511161,PORPHOBILINOGEN UR Q,$33.00 
511163,PORPHYRINS UR QUANT,$83.00 
511166,POTASSIUM BLD,$75.50 
511168,POTASSIUM UR,$86.50 
511169,PREALBUMIN,$65.50 
511172,PREGNENOLONE,$97.50 
511173,17 HYDROXPREGNEN,$124.00 
511174,PROGESTERONE,$135.50 
511175,PROLACTIN,$153.50 
511177,PROS SPEC AG (PSA),$150.50 
511179,PROS SPEC AG FREE,$98.00 
511180,TOTAL PROTEIN BLD,$62.00 
511181,TOTAL PROTEIN URINE,$111.50 
511182,TOTAL PROTEIN BODY F,$111.50 
511183,TOTAL PROTEIN CSF,$111.50 
511185,BENCE JONES PROTEIN,$227.00 
511187,PROTEIN ELECTRO SERU,$81.00 
511189,PROTEIN ELECTRO URIN,$87.50 
511202,PROINSULIN,$290.50 
511208,PROGESTERONE RECEP (,$498.00 
511210,ACETYLCHOLINE RECPTO,$172.00 
511212,RENIN,$166.50 
511214,SELENIUM,$130.50 
511215,SEROTONIN,$223.00 
511217,SIALIC ACID,$172.00 
511219,SODIUM BLD,$75.50 
511220,SODIUM UR,$86.50 
511224,SOMATOMEDIN C IGF-1,$315.50 
511240,SP GRAV BODY FLUID,$29.00 
511242,FECAL REDUCING SUBST,$35.50 
511244,TESTOSTERONE FREE,$181.00 
511246,TESTOSTERONE TOTAL,$62.50 
511248,TRANSKETOLASE,$713.00 
511249,VITAMIN B1 THIAMINE,$423.00 
511250,THIOCYANATES,$63.00 
511251,THYROGLOBULIN,$86.50 
511252,T4 TOTAL,$69.50 
511254,T4 FREE,$57.00 
511257,TSH,$168.50 
511258,THYROID STIM IMMUNO,$221.00 
511259,VITAMIN E,$65.50 
511261,AST (SGOT),$86.50 
511262,ALT (SGPT),$86.50 
511263,TRANSFERRIN,$87.50 
511264,TRIGLYCERIDES,$126.00 
511265,TRIGLYCERIDES OTHER,$126.00 
511266,T3 UPTAKE,$69.50 
511267,T3 TOTAL,$63.50 
511268,T3 FREE,$63.50 
511269,T3 REVERSE,$592.00 
511270,TROPONIN QUANT,$169.50 
511275,BUN,$86.50 
511278,UREA CLEARANCE,$144.50 
511279,URIC ACID BLD,$75.50 
511280,URIC ACID BODY FLD,$86.50 
511281,URIC ACID UR,$86.50 
511283,UROBILINOGEN UR QUAL,$189.50 
511285,VMA URINE,$70.50 
511287,ADH (VASOPRESSIN),$220.00 
511288,VITAMIN A,$86.50 
511291,VITAMIN K,$298.00 
511293,ISOPROPYL ALCOHOL,$89.50 
511294,METHANOL,$60.00 
511296,VOLATILES,$113.50 
511297,D-XYLOSE ABSORPTION,$289.50 
511298,ZINC BLOOD,$87.50 
511300,C-PEPTIDE,$115.50 
511301,HCG BETA QUANTITATIV,$106.00 
511305,HCG QUALITATIVE SERU,$62.00 
511309,BLEEDING TIME,$75.50 
511311,MANUAL DIFFERENTIAL,$50.50 
511312,BLOOD MORPH SMEAR,$23.00 
511316,HEMATOCRIT,$45.00 
511317,HEMOGLOBIN,$52.50 
511319,CBC AUTO DIFF,$126.00 
511320,CBC AUTO NO DIFF,$118.50 
511321,MANUAL PLATELET COUN,$146.50 
511323,RETIC COUNT MANUAL,$159.00 
511324,RETIC COUNT AUTO,$46.00 
511325,EOSINOPHIL COUNT BLD,$45.00 
511326,WBC COUNT BLD AUTO,$45.00 
511327,PLATELET AUTO,$52.50 
511333,FACTOR 5 LEIDEN,$558.00 
511337,FACTOR 8 RISTOCETIN,$573.00 
511338,FACTOR 8 VW AG,$374.50 
511339,FACTOR 8 VONWILLEBRA,$251.50 
511345,FACTOR 13 SOLUBILITY,$507.00 
511346,ANTITHROMBIN 3 ACT,$204.00 
511347,ANTITHROMBIN 3 AG,$127.50 
511348,PROTEIN C AG,$87.50 
511349,PROTEIN C ACTIVITY,$139.50 
511350,PROTEIN S ANTIGEN TO,$111.50 
511351,PROTEIN S ACTIVITY,$562.00 
511352,PROTEIN S ANTIGEN FR,$146.50 
511361,FDP SEMIQUANT,$111.50 
511364,D-DIMER SEMI,$111.50 
511365,D-DIMER QUANT,$219.50 
511366,FIBRINOGEN ACTIVITY,$122.00 
511371,PLASMINOGEN,$160.00 
511375,KB STAIN (FETAL BLEE,$237.00 
511376,FETAL SCREEN (ROSETT,$237.00 
511380,HEPARIN ASSAY,$220.00 
511382,LEUKO ALK PHOS STAIN,$74.00 
511386,OSMOTIC FRAGILITY IN,$463.50 
511388,PLT AGGREGATE ADP,$178.50 
511392,PROTIME,$62.00 
511393,PT SUBSTITUTION MIXI,$86.50 
511395,RUSSELL VIPER DILUTE,$373.50 
511398,SED RATE WESTERGREN,$86.50 
511399,SED RATE AUTO,$109.00 
511401,SICKLE CELL SCREEN,$29.00 
511402,THROMBIN TIME,$103.00 
511404,TISSUE THROMBO INHIB,$342.50 
511405,APTT,$75.50 
511406,APTT - SALINE,$86.50 
511408,DRVVT CONFIRM,$52.50 
511409,APTT 1:1 NORMAL PLAS,$86.50 
511410,VISCOSITY,$79.50 
511413,BRUCELLA ABORT AGG,$72.00 
511416,PARATYPHOID A AGG,$72.00 
511417,PARATYPHOID B AGG,$72.00 
511418,PROTEUS OX19 AGG,$72.00 
511419,PROTEUS OX2 AGG,$72.00 
511420,PROTEUS OXK AGG,$72.00 
511423,SALMONELLA AGG,$160.00 
511425,TYPHOID H AGG,$72.00 
511426,TYPHOID O AGG,$72.00 
511428,CRUDE ALLERGEN EXTRA,$51.00 
511436,PLATELET ANTIBODIES,$90.72 
511437,PLT AB HEPARIN INDUC,$713.00 
511441,ANA QUAL SCREEN,$72.00 
511443,ASO TITER,$33.00 
511444,ASO QUAL SCREEN,$94.50 
511445,BB PHYS DIFF XM,$713.00 
511448,C-REACTIVE PROTEIN,$106.00 
511449,C-REACTIVE PROTEIN H,$57.00 
511451,BETA 2 GLYCOPROT1 AB,$49.50 
511452,BETA-2 GLYCOPRO1 AB,$90.00 
511453,BETA-2 GLYCOPROT1 AB,$90.00 
511454,CARDIOLIPIN AB IGA,$295.00 
511455,CARDIOLIPIN AB IGG,$145.00 
511456,CARDIOLIPIN AB IGM,$145.00 
511457,CARDIOLIPIN AB TOTAL,$295.00 
511463,COLD AGGLUTININ QUAN,$122.00 
511465,COMPLEMENT C1 EST IN,$570.50 
511468,COMPLEMENT C2,$56.00 
511469,COMPLEMENT C3,$470.50 
511470,COMPLEMENT C4,$336.50 
511479,COMPLEMENT TOT (CH50,$126.00 
511490,DNA ANTIBODY DOUBLE,$60.00 
511491,DNA ANTIBODY SINGLE,$89.50 
511495,RNP ANTIBODY,$89.50 
511496,SCLERODERMA 70 AB,$141.00 
511497,SJOGRENS A AB (SSA),$141.00 
511498,SJOGRENS B AB (SSB),$96.50 
511499,SMITH ANTIBODY,$89.50 
511501,ANCA CYTOPLASMIC FA,$67.00 
511503,ANTI SM MUSCLE AB QL,$67.00 
511504,CENTROMERE AB SCR,$305.00 
511507,ENDOMYSIAL AB QUAL,$58.50 
511516,MITOCHONDRIAL AB QUA,$67.00 
511519,PARIETAL AB QUAL,$67.00 
511521,RETICULIN AB IGA SCR,$67.00 
511522,RETICULIN AB IGG SCR,$67.00 
511525,SMOOTH MUSC AB QUAL,$172.00 
511528,ANCA AB TITER,$67.00 
511532,ENDOMYSIAL AB IGA TI,$328.00 
511555,CA 15-3,$364.50 
511556,CA 27-29,$118.50 
511557,CA 19-9,$60.00 
511558,CA 125,$122.00 
511559,MONO SCR (HETEROPHIL,$39.50 
511605,SQUAMOUS CELL CA AG,$125.00 
511628,IMMUNOELECT BLD,$164.50 
511629,IMMUNOELECT UR,$258.50 
511647,IMMUNOFIX ELECTRO,$83.00 
511649,IMMUNOFIX ELECTRO UR,$118.50 
511650,INHIBIN A,$104.00 
511651,INSULIN AB,$265.50 
511652,INTRINSIC FACT AB,$81.00 
511653,ISLET CELL AB,$359.00 
511660,T CELLS CD4 8 RATIO,$315.50 
511664,LIVER-KIDNEY MICRO A,$202.50 
511667,THYROID PEROXIDASE A,$51.50 
511670,CRYPTOCOCCAL AG LATE,$112.00 
511673,RA FACTOR QUAL,$70.50 
511684,RPR QUAL,$39.50 
511686,VDRL CSF QUAL,$39.50 
511687,RPR QUANT,$32.00 
511691,ADENOVIRUS AB QUAL,$213.50 
511692,ASPERGILLUS AB,$81.00 
511696,STREP PNEUMO AB QL,$116.00 
511712,BARTONELLA H IGG,$202.50 
511713,BARTONELLA H IGM,$33.50 
511714,BARTONELLA Q IGG,$33.50 
511715,BARTONELLA Q IGM,$33.50 
511716,BLASTOMYCES AB QUAL,$52.50 
511718,BORDETELLA PERTUSSIS,$64.00 
511721,LYME AB IGG WESTERN,$316.00 
511722,LYME AB IGM WESTERN,$316.00 
511723,LYME AB WESTERN BLOT,$316.00 
511724,LYME DISEASE AB IGG,$389.00 
511725,LYME DISEASE AB IGM,$389.00 
511726,LYME DISEASE AB QL,$389.00 
511728,BRUCELLA AB QL IGG,$180.50 
511730,BRUCELLA AB QUAL,$174.50 
511741,CHLAMYDIA IGM,$172.00 
511745,COCCIDIOID AB QUAL,$79.50 
511755,Q FEVER AB QUAL,$128.50 
511756,CRYPTOCOC AB BLD QUA,$96.50 
511759,CMV IGG QUAL,$330.00 
511760,CMV IGM QUAL,$39.50 
511801,EBV EARLY AB QUAL,$141.00 
511804,EBV NUCLEAR AB QUAL,$82.50 
511805,EBV NUCLEAR IGG AB Q,$116.50 
511807,EBV CAPSID AB QUAL,$237.00 
511808,EBV CAPSID IGG QUAL,$218.50 
511809,EBV CAPSID IGM QUAL,$237.00 
511812,EHRLICHIA AB QL,$714.50 
511813,EHRLICHIA AB QL IGG,$31.60 
511814,EHRLICHIA AB QL IGM,$31.60 
511815,HUM GRAN EHRLABQL IG,$31.60 
511816,HUM GRAN EHRLABQL IM,$31.60 
511817,FRAN TULAREN AB QUAL,$180.50 
511818,SACCHAROMYCES AB IGA,$265.50 
511820,SACCHAROMYCES AB IGG,$265.50 
511827,H PYLORI AB QUAL,$86.50 
511837,TOXOCARA C AB,$349.50 
511841,HIV AB WESTERN BLOT,$273.50 
511844,HERPES SIMPLEX AB QU,$56.00 
511846,HERPES SIMPLEX 1 AB,$125.00 
511847,HERPES SIMPLEX 1 AB,$75.50 
511848,HERPES SIMPLEX 2 AB,$56.00 
511849,HERPES SIMPLEX 2 AB,$75.50 
511851,HISTOPLASMA AB QL,$39.50 
511854,HIV-1 AB QUAL,$47.50 
511856,HIV 1&2 AB QUAL,$234.00 
511857,HEP B CORE AB TOTAL,$79.50 
511859,HB S AB QUAL,$49.50 
511860,HB E AB QUAL,$79.50 
511861,HEP A AB TOTAL,$87.50 
511862,HEP A AB IGM QUAL,$87.50 
511863,INFLUENZA A VIRUS AB,$136.00 
511865,INFLUENZA B VIRUS AB,$136.00 
511867,INFLUENZA VIRUS AB,$76.50 
511870,LEGIONELLA AB QUAL,$115.50 
511875,LEPTOSPIRA AB QUAL,$184.00 
511878,MUMPS AB QUAL,$50.50 
511879,MUMPS IGG QUAL,$56.50 
511880,MUMPS IGM QUAL,$66.50 
511881,MYCOPLASMA AB IGA QL,$87.50 
511882,MYCOPLASMA AB IGG QL,$107.50 
511883,MYCOPLASMA AB IGM QL,$70.50 
511885,PARVOVIRUS AB QUAL,$207.00 
511886,PARVOVIRUS IGG,$411.00 
511901,RICKETTSIA AB QL,$208.50 
511902,ROCKY MTN SF AB IGG,$243.00 
511903,ROCKY MTN SF AB IGM,$326.50 
511907,RUBELLA AB QUAL,$190.50 
511908,RUBELLA IGG,$83.00 
511909,RUBELLA IGM,$207.00 
511910,RUBEOLA AB QUAL,$160.00 
511911,RUBEOLA IGG,$38.00 
511913,RUBEOLA IGM AB QUAL,$75.50 
511917,TOXOPLASMA IGG QUAL,$553.50 
511919,FTA AB CONFIRM,$70.50 
511926,VARIC ZOSTER AB QUAL,$62.00 
511927,VARIC ZOSTER IGG,$69.00 
511928,VARIC ZOSTER IGM,$63.50 
511931,ENCEPH WEST NILE AB,$191.50 
511932,ENCEPH WEST NILE AB,$191.50 
511933,ENCPH WST NIL AB IGG,$181.00 
511934,ENCPH WST NIL AB IGM,$181.00 
511940,HERPES 6 HUMAN AB IG,$83.00 
511953,THYROGLOB AB QUAL,$62.00 
511954,THYROGLOBULIN AB QUA,$87.50 
511955,HEPATITIS C AB QUAL,$111.50 
511956,HEPATITIS C CONFIRM,$477.00 
511960,HLA B27,$111.50 
511965,HLA DR DQ SINGLE,$174.50 
511967,ANTIBODY SCREEN EA,$695.00 
511970,ANTIBODY ID EA,$400.50 
511972,DIRECT COOMBS AHG,$75.50 
511975,DIRECT COOMBS IGG,$181.76 
511978,AUTO BLOOD COLLECTIO,$108.00 
511980,ABO TYPE,$127.50 
511983,RH TYPE,$69.50 
511989,ANTIGEN TYPING CLASS,$362.50 
511991,CROSSMATCH IMM SPIN,$323.50 
511993,CROSSMATCH AHG,$451.50 
511994,CROSSMATCH IGG,$451.50 
511995,FFP/CRYOPREC THAWING,$49.50 
512000,IRRADIATION BLD EA,$191.50 
512002,BLOOD UNIT POOLING,$162.00 
512016,AFB CONCENTRATION,$143.50 
512018,CULTURE BLOOD,$261.00 
512019,CULTURE STOOL,$100.50 
512020,CULT STL CAMPY PLATE,$72.00 
512021,CULT STL E COLI PLAT,$94.50 
512025,CULT NASOPHARYNGEAL,$106.00 
512027,CULT THROAT,$106.00 
512032,CULTURE BODY FLUID,$106.00 
512035,CULTURE BRONCH BRUSH,$106.00 
512038,CULTURE CATHETER TIP,$106.00 
512041,CULTURE CSF,$122.00 
512043,CULTURE EAR,$106.00 
512044,CULTURE EYE,$125.00 
512046,CULTURE GENITAL,$134.50 
512047,CULTURE PLACENTA,$106.00 
512049,CULTURE ROUTINE,$106.00 
512053,CULTURE SPUTUM,$106.00 
512056,CULTURE THROAT,$106.00 
512061,CULTURE WOUND,$106.00 
512063,CULTURE ANAEROBIC,$121.00 
512064,CULTURE ANAEROBIC TI,$121.00 
512066,AEROBIC ORG ID,$38.50 
512070,CULT BORDETELLA PERT,$317.50 
512076,CULT GC SCR,$587.50 
512081,CULT STREP GROUP B S,$87.50 
512085,CULT COLONY COUNT UR,$131.50 
512086,CULT W PRESUMPTIVE I,$38.50 
512087,CULT FUNGUS SKIN,$168.50 
512088,CULT FUNGUS,$168.50 
512089,CULTURE FUNGUS BLOOD,$54.00 
512090,YEAST ID,$65.00 
512094,CULT CHLAMYDIA,$447.50 
512095,CULT AFB,$106.00 
512096,AFB IDENTIFICATION,$121.00 
512102,CULT TYPE AGGLUT,$59.50 
512110,PINWORM EXAM,$70.50 
512112,O&P SMEAR CONC ID,$57.00 
512116,SENSITIVITY MIC,$51.50 
512124,SMEAR FECAL WBC,$29.00 
512131,SMEAR AFB,$47.50 
512132,SMEAR FUNGI FLUOR ST,$47.50 
512140,SMEAR MALARIA,$62.00 
512143,SMEAR INDIA INK,$62.00 
512144,SMEAR WET MOUNT,$86.50 
512145,KOH PREP TISSUE,$86.50 
512146,C DIFFICILE TOXIN,$75.50 
512148,CULT CMV,$313.00 
512150,CULT HERPES SIMP 1&2,$323.50 
512155,CULT VIRUS CPE,$313.00 
512161,BORD PERTUSSIS AG IF,$484.00 
512164,CHLAMYDIA AG IFT,$38.50 
512169,INFLUENZA B AG IFT,$71.00 
512170,INFLUENZA A AG IFT,$71.00 
512171,LEGIONELLA AG DFA,$380.50 
512177,RSV AG DFA,$315.50 
512180,PNEUMOCYSTIS C DFA,$339.50 
512187,C DIFFICILE TOXIN AG,$156.00 
512188,CRYPTOSPORIDIUM AG E,$181.00 
512189,GIARDIA AG EIA,$117.00 
512192,H PYLORI AG EIA STOO,$276.00 
512194,HEP B S AG EIA,$65.50 
512195,HEP B E AG EIA,$106.00 
512197,HISTOPLASMA AG EIA,$533.50 
512203,ROTAVIRUS AG EIA,$180.50 
512204,SHIGA LIKE TOXIN EIA,$16.44 
512205,STREP A AG EIA,$79.50 
512206,CAMPYLOBACTER ANTIGE,$59.32 
512210,LEGIONELLA AG EIA,$332.00 
512216,CHLAMYDIA T DIR PROB,$38.50 
512217,CHLAMYDIA T AMP PROB,$296.50 
512219,CMV AMP PROBE,$704.50 
512220,CMV DNA QUANT,$245.00 
512225,HEP C AMP PROBE PCR,$533.50 
512226,HEP C DNA QUANT,$570.50 
512227,HEP C RNA QUANT,$570.50 
512230,HERPES SIMP AMP PROB,"$1,118.50 "
512235,HIV VIRAL LOAD,$820.00 
512241,TB AMP PROBE,$775.00 
512243,GC DIR PROBE,$220.00 
512244,GC AMP PROBE,$148.00 
512247,EBV AMP PROBE,"$1,065.00 "
512250,ENTEROVIRUS AMP PROB,$690.00 
512254,VARICELLA ZOST AMP P,"$1,065.00 "
512257,CHLAMYDIA & GC DIR P,$82.50 
512258,STREP GR B OPTICAL I,$429.00 
512260,INFLUENZA VIRUS A AG,$57.00 
512263,STREP A OPTICAL IA,$16.44 
512264,BACTERIAL AG OIA,$138.00 
512274,HEP C GENOTYPE,"$1,662.00 "
512277,CELL COUNT BODY FLD,$57.00 
512279,CELL CT & DIFF CSF,$96.50 
512280,CELL CT&DIFF BODY FL,$96.50 
512281,FECAL WBC COUNT,$29.00 
512282,CRYSTALS BODY FL,$49.50 
512295,GLIADIN AB IGA,$55.50 
512298,CYCLC CITRULLINATED,$40.50 
512319,LUPUS ANTICOAGULANT,$226.00 
512324,OB PANEL,"$1,428.50 "
512331,AMPHETAMINES CONFIRM,$128.50 
512332,CORTISOL FREE URINE,$121.00 
512338,TRYPTASE IA,$493.00 
512339,PROTEIN ELECTRO CSF,$87.50 
512344,FACTOR 8 AHG,$303.00 
512345,FACTOR 9 ASSAY,$610.50 
512346,FACTOR 10 ASSAY,$504.00 
512347,FACTOR 11 ASSAY,$639.00 
512348,FACTOR 12 ASSAY,$639.00 
512351,JO-1 ANTIBODY,$297.50 
512353,GRAM STAIN,$50.50 
512357,PROS SPEC AG (PSA) S,$141.00 
512359,RH IMMUNE GLOBULIN,$100.50 
512381,SEMEN ANALYSIS COMPL,$265.50 
512382,SEMEN ANAL PRES &/OR,$190.50 
512389,DRUG SCRN COLLECT W,$25.00 
512391,THERAPEUTIC PHLEB,$204.00 
512392,VENIPUNCTURE,$13.50 
512393,GLIADIN AB IGG,$55.50 
512395,HSV-1 AMP PROBE,$559.00 
512396,HSV-2 AMP PROBE,$279.00 
512397,VERTICAL AUTO PROFIL,$144.50 
512418,INFLUENZA VIRUS B OI,$141.00 
512437,ACETONE US AUTO,$29.00 
512457,TRANSGLUTAMIN AB IGG,$55.50 
512468,RSV OIA,$255.50 
512469,RSV EIA,$292.00 
512506,ASSAY NEPHELOMETRY N,$70.00 
512577,LEGIONELLA PNEUM AB,$123.00 
512600,GLUCOSE 2 HR PP,$52.50 
512624,NK CELL TOTAL COUNT,$472.50 
512643,CULT MRSA SCR,$9.09 
512694,DRUG COLLECTION SPEC,$46.50 
512726,B CELLS TOTAL COUNT,$164.50 
512750,PLT AGGREGATION ASP,$178.50 
512751,PLT AGGREGATION TRAP,$178.50 
512762,CCP AB,$40.50 
512763,MITOCHONDRIAL ANTIBO,$21.50 
512764,SMOOTH MUSCLE AB,$20.00 
512773,BK VIRUS DNA QUANT,$608.00 
512793,HERPES SIMPLEX CULTU,$164.50 
512804,LIPOPROTEIN QN PARTI,$136.50 
512818,ELASTASE PANCREATIC,$74.50 
512886,MOLECLR AMP MULT FIR,$80.00 
512888,MUTATN ID ENZYME SEG,$13.00 
512889,TMTP,$103.50 
512895,COCAINE QN GCMS BLD,$24.50 
512896,AMPHETAMINES QN GCMS,$24.50 
512899,CANNABINOIDS QN GCMS,$24.50 
512902,OPIATES QN GCMS BLD,$24.50 
512903,PHENCYCLIDINE GCMS B,$24.50 
512995,EBV EARLY AG AB IGG,$141.00 
513020,SHIGA TOXIN 1 ANTIGE,$59.32 
513061,SHIGA TOXIN 2 ANTIGE,$59.32 
513066,PROTHROMBIN FRAGMENT,$81.50 
513113,QUANTIFERON-TB GOLD,$230.50 
540075,CHEST PHYSIO SUBSQ,$70.50 
590026,CRYOPRECIPITATE,$87.50 
590027,PRBC LR,$463.00 
590034,FFP,$193.00 
590041,PLTS CONC,$162.00 
590044,PRBC,$463.00 
590060,PLTS APH,"$1,476.00 "
590069,ALBUMIN INF 5% 50ML,$352.00 
590075,ALBUMIN INF 25% 50ML,$560.00 
601114,SPIROMETRY,$434.00 
602500,EKG PRO FEE,$47.50 
602520,EEG AWAK DROW PROFEE,$0.01 
603004,STRESS TEST,"$1,149.00 "
603017,EKG,$164.50 
603019,HOLTER MONITOR RECOR,$727.00 
604014,PERICARDIOCENTESIS,"$1,932.00 "
604021,VENTRCULR PCEMKR INS,"$6,945.00 "
604023,ATRIAL/VENT PCEMKR I,"$6,945.00 "
604030,INNSRT\RPL PACEMKR G,"$6,054.00 "
604031,INS SGL ELECTRODE,"$8,643.50 "
604032,REMOVE PULSE GENERAT,"$2,181.50 "
604034,CARD EVENTS RECORDER,"$5,705.50 "
604037,CARD PTA TIBIOPERONE,"$5,757.00 "
604038,CARD PTA RENAL,"$5,757.00 "
604040,CARD PTA AORTIC,"$5,757.00 "
604041,CARD PTA ILIAC,"$5,757.00 "
604042,CARD PTA FEMORAL-POP,"$5,757.00 "
604043,CARD PTA BRACHIOCEPH,"$5,757.00 "
604045,CARD PTA VENOUS,"$5,757.00 "
604048,TPA OPEN ILIAC EA,"$9,135.00 "
604049,CARD PAC FEMORAL POP,"$9,135.00 "
604050,TPA OPEN BRACH EA,"$9,135.00 "
604051,RE/ENDOV TIBPER INT,"$2,538.00 "
604061,CATH PLC ADDL ORD UP,"$1,941.00 "
604063,CATH  2ND ORD LOW AR,"$1,941.00 "
604064,CATH  3ND ORD LOW AR,"$1,941.00 "
604065,CATH ADDL ORD LOW AR,"$1,941.00 "
604075,THROMBOLYSIS NONCORO,"$1,973.00 "
604076,TRANSCATH RETRIEVAL,"$2,481.50 "
604078,STENT PLACEMENT INIT,"$3,948.50 "
604079,STENT PLACEMENT ADDL,"$2,840.50 "
604082,PLACEMENT IVC FILTER,"$3,958.00 "
604083,INSERTION PACEMAKER,$279.00 
604086,AORTOGRAM THORACIC S,"$2,217.50 "
604109,ANGIO EXTREMITY UNI,"$1,665.00 "
604110,ANGIO EXTREMITY BILA,"$1,941.00 "
604112,ANGIO RENAL BILATERA,"$2,438.50 "
604114,ANGIO VISCERAL SELEC,"$2,217.50 "
604117,ANGIO PULMONRY UNILA,"$2,217.50 "
604119,ANGIO SELECTIVE ADD,"$2,217.50 "
604123,VENACAVAGRAM INFERIO,"$1,211.50 "
604125,VENACAVAGRAM SUPERIO,"$1,229.00 "
604130,TRANSCATHETER INFUSI,"$3,050.50 "
604131,ANGIO CATHETER FOLLO,"$1,053.00 "
604134,IVC FILTER PLACEMENT,$812.00 
604138,PTA PERIPHERAL ARTER,"$3,523.50 "
604139,PTA ADDITIONAL ARTER,"$2,457.50 "
604140,ANGIOPLASTY VENOUS,"$2,355.50 "
604141,ATHERECTOMY PERIPH A,"$4,849.00 "
604142,ATHERECTOMY PERIPH A,"$2,424.50 "
604145,US GUIDE PERICARDIOC,"$2,649.00 "
604147,CARDIOPULMNRY RESUSC,$346.50 
604149,CARDIOVERSION ELECTR,$592.00 
604162,RIGHT HEART CATH,"$4,186.50 "
604163,SWAN GANZ INSERTION,"$4,186.50 "
604165,CATH COR ART GRFT,"$4,578.50 "
604166,LEFT HEART CATH,"$4,991.50 "
604167,RIGHT/LEFT HEART CAT,"$8,018.50 "
604169,INJECTION ARTERL CON,$783.50 
604170,INJECT GRAFT (VBG),"$1,123.00 "
604171,INJECT PULMONARY ANG,"$1,714.00 "
604173,INJECT SEL LT VENT/A,$694.50 
604174,INJECT AORTOGRAPHY,$963.00 
604175,INJECT SEL CORONARY,"$1,188.00 "
604176,S&I VENT/ATRIAL ANGI,"$1,116.50 "
604177,S&I PULM/AOR/COR ANG,"$1,562.50 "
604203,REPOSITION PACEMAKER,"$1,941.00 "
604205,INSERT LT VENT ELECT,"$2,161.00 "
604206,INS/RPL CARDIOVERTER,"$6,905.00 "
604207,IABP INSERTION,"$3,429.50 "
604209,INTRO CATH EXTREMITY,"$1,387.00 "
604210,INJ AORTA,$693.50 
604213,CATH PLC 1ST ORD LOW,"$1,941.00 "
604216,AORTOGRAM THORACIC,"$1,165.00 "
604217,AORTOGRAM ABDOM SERI,"$2,217.50 "
604218,AORTGRM ABD ILIOFEM,"$2,384.00 "
604222,ANGIO PULMONARY BILA,"$2,217.50 "
604223,ANGIO ART-VENOUS SHU,"$1,516.00 "
604224,TRANSCUTANEOUS PACIN,"$1,173.00 "
604233,ANGIO RENAL UNILATER,"$1,978.00 "
604241,PTA RENAL\VISCERAL,"$3,629.50 "
604246,INSERT DUAL PACEMAKE,"$1,941.00 "
604262,P GEN UPGRD SNGL TO,"$3,329.00 "
604263,FLUOROSCOPY > 1 HR,$619.00 
604266,PTS RENAL/VISCERAL A,"$4,537.50 "
604383,TRANSCATH PLC OPEN S,"$7,260.00 "
604397,TRANSCAT PLC INTRVAS,"$8,166.50 "
610062,EEG AWAKE AND DROWSY,"$1,048.50 "
610063,EEG AWAKE AND ASLEEP,$628.00 
630016,ECHO TRANSESOPH MONI,"$2,600.50 "
630017,ECHO DOPPLER P-C WAV,$628.00 
630020,STRESS ECHOCARDIOGRA,"$1,221.50 "
630024,DEFINITY PER 2ML,$334.00 
630026,ECHO TRANSESOPHAGEAL,"$2,971.00 "
630031,ROOM & BOARD ISOLATI,"$2,603.00 "
630034,OBSERVATION DIRECT A,$261.00 
630046,INFUSION THER/DIAG 1,$562.72 
630047,INFUS THER DIAG ADD,$100.32 
630048,INFUSION SEQUENTIAL,$137.48 
630049,INFUSION CONCURRENT,$150.12 
630050,IV PUSH NEW DRUG,$300.24 
630055,VACCINE ADMIN,$137.48 
630056,VACCINE INJ EA ADDL,$68.74 
630057,HEPATITIS B VACCINE,$137.48 
630058,INFLUENZA VACCINE,$137.48 
630059,PNEUMONIA VACCINE,$137.48 
630060,IMMUN NASL ORAL 1ST,$137.48 
630061,IMMUN NASL ORAL ADDL,$68.74 
630062,ADDL IV PUSH SAME DR,$150.12 
640034,ARTERIAL PUNCTURE,$478.00 
640039,BG WITH CALC O2 SAT,$146.50 
